description,language
"Say a proverb and explain it, because Kabangu was condemned for not being",Portuguese
able to explain.,Portuguese
Any proverb has a sense and a meaning; whenever you say one you must be able,Portuguese
to explain it.,Portuguese
TATA... E... E... E... ELE VANGA YELELE! -E MWAN'E! E E! VO VANGA,Portuguese
"VENGE, VANGULULA.",Portuguese
"Pai...i...i...i...! O rio «Vanga» está cheio. Filho! Se tu agiste mal, corrija o mal e",Portuguese
voltarás a passar o rio a vau.,Portuguese
"«Quem engana o seu pai, priva-se das bênções divinas e chama a si maldições",Portuguese
que cedo ou tarde o castigarão».,Portuguese
"Pêre...e...e...e...! La riviêre «Vanga» est pleine. Mon fils! Si tu as mal fait, rec-",Portuguese
tifie le tir et tu repasseras la riviêre à gué.,Portuguese
"«Qui trompe son pêre, se prive des bénédictions divines et s“attire des malédic-",Portuguese
tions qui le puniront tôt ou tard». o,Portuguese
"Father! The river Vanga is full. Ó my Son! If you did badly, correct your action",Portuguese
and you'll ford the river or you'll wade through the river.,Portuguese
"He who'll.obtain something by fraud from his father, will be under a curse and",Portuguese
suffer punishment sooner or later.,Portuguese
"TATA KAFWA KO, MUNZO KAVILA! FWA KWA NKAKA E VILA MUNZO",Portuguese
KWA NKAK' E?,Portuguese
"«O pai não morreu, mas foi carbonizado pelo fogo em casa». Será que ele dei-",Portuguese
xou de ser morto por ter sido carbonizado pelo fogo em casa?,Portuguese
"A morte, seja ela natural ou acidental, é sempre uma morte.",Portuguese
"Le pêre n'était pas mort, mais brúlé dans une maison». La mort par brúlure",Portuguese
n'est pas moins qu'une mort par maladie.,Portuguese
"Toute perte morteile crée un vide pénible, car qu'elle soit naturelle ou accidentel-",Portuguese
"le, la mort c'est toujours la mort.",Portuguese
"My father did not die, but was bumt out in a house. But is it not the same to",Portuguese
die by illness or by fire?,Portuguese
"Death, whether by illness or by accident, is ltat is always a death.",Portuguese
"TATA NKENTO ISOPA! UMVWILE NZIMBU,",Portuguese
Casarei com a minha tia! Mas deves ter dinheiro para o alambamento embora,Portuguese
que seja a irmã ou a sobrinha de teu pai.,Portuguese
"«Nada de bom se adquire sem pena, pois, amigos, amigos» negócios, negócios a",Portuguese
parte».,Portuguese
"Je me marierai avec ma tante! Mais tu dois avoir argent pour sa dot, bien",Portuguese
qu'elle soit la soeur ou la niêce de ton pêre.,Portuguese
"«Il n'y a rien pour rien, car les affaires sont les affaires».",Portuguese
304,Portuguese
"I'll get married with my aunt! But you must have money for her dowry,",Portuguese
although she may be your father's sister or niece.,Portuguese
"«There is nothing for nothing, because busineess is business».",Portuguese
"TATA LUMBU KAFWA NGULU ZA IKUNZIKILA, «WAWU KENA MOYO",Portuguese
KAMONANGA ZO».,Portuguese
"Quando o meu pai morrer, vou honrar o seu funeral matando quatro porcos.",Portuguese
Mais é bom que enquanto ainda vivo ele os veja.,Portuguese
"«Uma coisa é dizer, outra é fazer».",Portuguese
"Quand mon pêre mourra, je tuerai quatre cochons pour ses funérailles! Ce n'est",Portuguese
"qu'un idéal, mais il est bon que de son vivant il ait 'occasion de les voir.",Portuguese
«Il y a loin du dire au faire».,Portuguese
"When my father dies, IL will Kill four pigs for his burial. Very nice, but while",Portuguese
living he must see them.,Portuguese
«A thing is sooner said than done».,Portuguese
TATA UKAYELENGE KAVUMININGI MPIPA KO. NGA NLEMBO MU MALU,Portuguese
MYA LUNGILA MYA KELE?,Portuguese
"Quando o meu pai andava, não tinha medo da noite! Mas foram completos os",Portuguese
seus dedos dos pés?,Portuguese
Este provérbio responde de forma irónica a alguém que se vangloria de uma,Portuguese
extravagância que entretanto o vitimou. «O valor que se assemelha à temeridade,Portuguese
está mais perto da loucura do que da coragem» (provérbio Espanhol).,Portuguese
"Quand mon pêre voyageait, il n'avait pas peur de la nuit! Mais ses orteils",Portuguese
étaient-ils complets?,Portuguese
Ce proverbe est une réponse ironique à quelqu'un qui se glorifie d'une extrava-,Portuguese
gance qui l'a cependant porté préjudice. «La valeur qui va jusqu'à la témérité est,Portuguese
plus prês de la folie que du courage» (proverbe Espagnol).,Portuguese
"When my father used to travel, he didn't fear the night! But had he all his toes?",Portuguese
This saying is an ironic answer to someone who boasts of an extravagance which,Portuguese
harmed him. «The bravery which goes up to temerity is near folly than courage»,Portuguese
(Espanish proverb).,Portuguese
"TEKA NDYA YE SUMB'E NZALA.YOVO TEKELENDIA, MUSUMB""",Portuguese
ENZALA.,Portuguese
Ele vendeu a fartura para comprar a fome.,Portuguese
«Ele vendeu o Sol para comprar uma candeia». (Prov. Judaico — Rosa Sha); é tro-,Portuguese
car o indispensável pelo desnecessário.,Portuguese
1 a vendu la nourriture pour acheter la faim.,Portuguese
C'est échanger Y'indispensable contre le superflu. «Il a vendu le Soleil pour,Portuguese
acheter une bougie» (Prov. Judaique - Rosa Sha». C'est échanger Vindispensa-,Portuguese
ble contre le supéritu.,Portuguese
To sell food in order to buy hunger.,Portuguese
«He bought the Sun in order to buy a candie» (Judaic Prov. - Rosa Sha). It's to,Portuguese
exchange the essential against the unnecessary.,Portuguese
305,Portuguese
TEKO DYA MBANGALA MUNKENDA ZA NZAMBI DIZINGILANGA —,Portuguese
"«Etutu dyabosoka ketolola dyo ko, evusu difita mwisi kezima dyo ko;",Portuguese
ovaikísila mfundu muna ziku.» (Yesaya 42:3).,Portuguese
O feto da estação seca sobrevive graças à misericórdia de Deus.,Portuguese
"Diz-se de uma pessoa que sobrevive mesmo sem recursos, à semelhança da",Portuguese
«planta que Deus favorece e que cresce mesmo sem a chuva». «A cana trilhada,Portuguese
"não quebrantará, nem apagará o pavio que fumega.» (Isaías 42:3).",Portuguese
Ia fougêre de la saison sêche survit grâce à la miséricorde de Deus.,Portuguese
"Se dit d'une personne qui survit même sans ressources, à l'exemple de la «plante",Portuguese
que Dieu favorise et qui croit même sans la pluie».,Portuguese
"«Il ne brisera point le roseau cassé, et il n'éteindra point la mêche qui fume»",Portuguese
(Esaie 42:3).,Portuguese
The fem of dry season outlives thanks to God's mercy.,Portuguese
"Said of someone which survives even without resources, similarly with «the",Portuguese
"plant God favors, and which grows even without the rain». «A bruised reed he",Portuguese
"will not break, and a smoking flax shall he not quench: he shall brig forth judge-",Portuguese
ment unto truth» (Isaiah 42:3).,Portuguese
"TELAMYANANGA 1 VIMPI, KUMUNANGA KIMBEVO.",Portuguese
"Estar em movimento é saude, estar apático e lamuriante é doença.",Portuguese
A vida é movimento e um homem em movimento é saudável e desenvolve o seu,Portuguese
dinanismo ou protagonismo. Um homem apático e lamuriante é um doente e,Portuguese
inhibe o seu desenolvimento normal.,Portuguese
"tre en mouvement, c'est la santé; être apathique et plaignant, c'est une maladie.",Portuguese
La vie est un mouvement et un homme em mouvement est sain et développe son,Portuguese
dynamisme ou protagonisme. Un homme apathique et murmurant est un malade,Portuguese
qui inhibe son développement normal.,Portuguese
"To be in motion is health, but to be in apathy, complaining, is sickness.",Portuguese
"Life is motion, and a man in motion is healthy but an apathetic and complaining",Portuguese
man is a sick one which inhibits his own normal development.,Portuguese
"TETA DYOKO, OKATULA MWANZI.",Portuguese
Descasque o mandioco e tire toda a fibra.,Portuguese
Trata-se de dizer toda a verdade crua sobre qualquer assunto.,Portuguese
Epelez le manioc et retirez toute la fibre.,Portuguese
Il s'agit de demander à quelqu'un de dire toute la vérité rien que la vérité sur une,Portuguese
affaire.,Portuguese
Skin the manioc and draw off all its fibre.,Portuguese
Said when you ask to someone to say all the truth about something.,Portuguese
"TOKO MFUKA ZANDI KADYANGA, KAYIMBANGA KO.",Portuguese
Um jovem pode endividar-se mas não deve roubar.,Portuguese
"Entre dois males, vale mais escolher o menor. Entre roubar e enduvidar-se, o últi-",Portuguese
mo é o menor mal.,Portuguese
306,Portuguese
"Un jeune homme peut s'endetter mais ne doit pás voler,",Portuguese
"«De deux maux, il vaut mieux choisir le moindre Voler et s'endetter, le dernier",Portuguese
est le moindre mal».,Portuguese
A young man may get into debt but must not steal.,Portuguese
"Between two evils, choose the lesser; in this case, to get into debt is the lesser of",Portuguese
both evils.,Portuguese
"TOMA WA ITOMA SAMUNA,",Portuguese
Ouvir bem é poder informar com verdade.,Portuguese
«Ter ouvido sem reter nada não faz ciência».,Portuguese
"Entendre bien, c'est pouvoir bien informer.",Portuguese
«Avoir entendu sans retenir ne fait pas de la science»,Portuguese
To hear well is to be able to inform well.,Portuguese
«Having heard without knowing by heart is not science».,Portuguese
"TONDA EKI KYAFYOTI, NZAMBI UKUVAN'EKI KYA INGI (KYA NENE).",Portuguese
"Seja agradecido com o pouco, Deus dar-lhe-á o mais.",Portuguese
"«Q pouco com Deus é muito, o muito sem Deus é pouco».",Portuguese
"Sois content du peu et Dieu te donneras le plus,",Portuguese
"«Le peu ave Dieu est beaucoup, beaucoup sans Dieu est peu».",Portuguese
"Be grateful of a little, God will give you so much,",Portuguese
"«Little with God is much, much without God is little».",Portuguese
"TONDA MONO YALONGA, NGEYE MPE TONDA MONO YAWILA.",Portuguese
"Agradece a mim quem te aconselhou. Tu também, agradece-me quem te obedeceu.",Portuguese
A vida deve entender-se como uma reciprocidade que se consubstancia pela fór-,Portuguese
"mula«toma lá dá cá», pois cada um de nós algo a dever a outrem.",Portuguese
"Remercie-moi qui t'ai conseillé. Tu aussi, remercie-moi qui t'ai obéi.",Portuguese
Ia vie est faite de la réciprocité qui se résume sous la forme de «donnant don-,Portuguese
"nant», car chacun de nous a quelque chose à devoir à autrui.",Portuguese
Thank me who advised you. You too thank me who obeyed you.,Portuguese
"Life is made of reciprocity which can be defended by «giving and receiving»,",Portuguese
because each of us owes something to another person.,Portuguese
"TONDA NGANGA, MBEVO MUKINDA.",Portuguese
O reconhecimento de um curandeiro depende da cura do doente.,Portuguese
"«Não há cura, não pagamento».",Portuguese
La reconnaissance d'un guérisseur dépend de la guérison du malade.,Portuguese
"«Pas de guérison, pas de paiement».",Portuguese
The recognition of a healer depends on the sick's recovery.,Portuguese
"«No cure, no pay».",Portuguese
TONDO KANA DITUKA KUFULU DYA MPANGA YOVO DYA KOMENENA.,Portuguese
Um agradecimento deve ser sincero e espontâneo e não forçado ou simulado.,Portuguese
307,Portuguese
O agradecimento é um sentimento que deve portanto vir do fundo do coração do,Portuguese
seu autor.,Portuguese
«Um grande agradecimento não se mete na algibeira» (Prov. Russo — R. Sha). O,Portuguese
grande agradecimento é espontâneo e vem do coração.,Portuguese
"Si le remerciement résulte d'un accord préalable, c'est qu'il est forcé et non",Portuguese
"sincêre,",Portuguese
Le remerciement est un sentiment sincêre et spontané et non forçé ou simulé.,Portuguese
doit venir du fond du coeur de son auteur.,Portuguese
«Un grand remerciement ne se met pas en poche» (Prov. Russe — R. Sha). Un,Portuguese
grand remerciement est spontané et vient du coeur.,Portuguese
Thanks must not come from a previous agreement of a group of men towards,Portuguese
"another, otherwise they are no longer sincere and heartful.",Portuguese
Thanks represent a spontaneous but not a simulated feeling which comes from,Portuguese
the bottom of the autor's heart. «Great thanks cannot be put in the pocket».,Portuguese
Great thanks are spontaneous and come from the heart.,Portuguese
TUDILANGA NDILA ZOLE: «E MONO ANDIDI»! «E MONO IKÍDIDI»!,Portuguese
"Choremos de duas maneiras: «ai de mim, mataram-me»! e «ai de mim, matei-",Portuguese
me a mim próprio»! o,Portuguese
Este provérbio é utilizado quando se dá conta de que a vítima de uma infelicidade,Portuguese
é também o causador da mesma.,Portuguese
«Ninguém se arruína senão ajudado por si mesmo» (Prov. Japonês - Rosa Sha).,Portuguese
«É ir buscar lenha e vir tosquiado».,Portuguese
"Pleurons de deux maniêres: «malheur à moi, on m'a tué»! et «malheur à moi,",Portuguese
je me suis tué moi-même»!,Portuguese
Ce proverbe est utilisé lorsqu'il est prouvé que le victime d'un malheur en porte,Portuguese
lui-même la responsabilité.,Portuguese
«Personne ne se ruine sinon aidé par soi-même» (Prov. japonais — Rosa Sha).,Portuguese
«C'est aller chercher la laine et venir tout tondu».,Portuguese
"One must cry of two mannexs: «woe of me, they killed me!, and «woe of mim,",Portuguese
I killed me myself»!,Portuguese
This saying is used when it is known that the victim of a misfortune is also the,Portuguese
actor of this situation at the same time. «Nobody goes to ruin if not helped by,Portuguese
himself» (Japanese prov. - Rosa Sha). «It is to go for wool and retum shorn».,Portuguese
"TUKALA MIKA MYA MBWA, LEKELA KUMOSI, SIKAMENA KUMOSI.",Portuguese
"Sejamos como o pêlo do cão, dormindo juntos e acordando juntos.",Portuguese
«A união faz a forças.,Portuguese
Soyons comme les poils du chien: couchons-nous ensemble et levons-nous,Portuguese
ensemble.,Portuguese
«Lunion fait la force».,Portuguese
Let us be as the dog's hair: let's sleep together and be up together.,Portuguese
«Union is strength».,Portuguese
308,Portuguese
"TUKAI'A NSISI, TUDYA SINDA DIMOSI.",Portuguese
Sejamos como nsisi ou castores comendo o mesmo toco de árvore.,Portuguese
"Nsisi ou castores são animais gregários, vivendo e comendo juntos. «A união faz a",Portuguese
força».,Portuguese
Soyons unis comme les nsisi ou castores et mangeons la même souche d'herbes.,Portuguese
«Lunion fait la force».,Portuguese
Let's be as nsisi-castors and graze on the same grass.,Portuguese
The nsisi or castors are gregarious animals which live and browse on the same,Portuguese
"stubs of the field, «Union is strength».",Portuguese
TUKALA WOWO KALA KYA TUWANA.,Portuguese
Fiquemos assim até que a estação seca nos encontre aqui.,Portuguese
Diz-se quando se assume uma postura de longa espera. O provérbio indica uma,Portuguese
resignação perante uma situação sem solução. «Resigna-te perante os inevitáveis,Portuguese
eventos. A resignação é uma força psíquica e um factor positivo» (Dr. Victor,Portuguese
Bogomoletz).,Portuguese
Restons comme nous sommes jusqu'à ce que la saison sêche nous trouve ici.,Portuguese
Se dit quand Ion veut adopter une posture de longue attente. Le dicten propose,Portuguese
la résignation en face d'une situation sans issue. «Résignez-vous devant les évé-,Portuguese
nements inévitables. La résignation est une force psychique et un facteur positif»,Portuguese
(Victor Bogomoletz).,Portuguese
Let us be as we are until the dry season finds us here.,Portuguese
Xt is said when we assume an indefinite position. This saying indicates a resigna-,Portuguese
tion for a situation without any issue. «Resign yourself to the unavoidable events.,Portuguese
Resignation is a psychic strength and a positive factor» (Victor Bogomoletz).,Portuguese
TUKATULA DYO KADIVYA KUNGOMBO.,Portuguese
Eliminemos este caso para não ser vaticinado pelo adivinhador.,Portuguese
Trata-se de evitar um caso que possa servir de pretexto falso contra o seu autor.,Portuguese
Eliminons ce cas qui peut être vaticiné par le devin.,Portuguese
RL sagit d'éviter un cas qui peut servir de faux prétexte contre son auteur.,Portuguese
Let us eliminate the case which can give a soothsayer a pretext to make a guess,Portuguese
of it against us.,Portuguese
The saying advises to eliminate any case which can be used as a false pretext,Portuguese
against its author.,Portuguese
TUKATULA KUMA E DYAMBU DYA SALA.,Portuguese
Eliminemos a causa do mal para que fica só o efeito.,Portuguese
É um conselho de vencer o mal pelo bem podendo não ser esquecido o acto em,Portuguese
"si, pois é difícil senão impossível ao homem de perdoar o mal e de esquecê-lo ao",Portuguese
"mesmo tempo, com a excepção de Deus que esquece tudo quanto perdoe segun-",Portuguese
"do as suas palavras: «Perdoarei a sua maldade, e nunca mais me lembrarei dos",Portuguese
"seus pecados» (Jer.31-34). «Não te deixes vencer do mal, mas vence o mal com o",Portuguese
bem» (Romanos 12:21).,Portuguese
309,Portuguese
Eliminons la cause du mal pour qu'il n'en reste plus que V'effet.,Portuguese
"C'est un conseil de vaincre le mal par le bien, même sans pouvoir en oublier le",Portuguese
fait. Car il est difficile sinon impossible à I'homme de pardonner le mal et de W'ou-,Portuguese
"blier à la fois, à 1 exception de Dieu qui oublie tout ce qu'il pardonne, suivant ses",Portuguese
paroles: «Je pardonnerai leurs iniquités et je ne me souviendrai plus de leur,Portuguese
"péché» (Jéremie 31-34). «Ne te laisse pas vaincre par le mal, mais surmonte le",Portuguese
mal par le bien» (Romanos 12:21).,Portuguese
"Let us eliminate the cause of the evil, and it'll remain only the effect.",Portuguese
"It is an advice to overcome evil with good, even though it is difficult or impossible",Portuguese
"to the man to forgive and forget the fact at once, except to God who can forget all",Portuguese
"he forgives, according to his words: «! will forgive their wickness and will",Portuguese
"remember their sins no more» (Jeremiah 31-34). «Do not be overcome by evil,",Portuguese
but overcome evil with good» (Roman 12:21).,Portuguese
"TULA MALU MUNKOKO, NTUNDULU (KY0ZI) KAKIDYANGA MUNTU KO.",Portuguese
"Ponha os pés no rio, o frio não mata ninguém",Portuguese
"Uma maneira de adiar a discussão de um problema, aconselhando a paciência,",Portuguese
pois a paciência não mata ninguém.,Portuguese
"Mettez les pieds dans la riviêre, car le froid ne tue personne.",Portuguese
"C'est une façon d'ajourner la discussion d'un problême en conseillant la patience,",Portuguese
car la patience ne tue personne.,Portuguese
"Put your feet into the river, because coldness does not kill anybody.",Portuguese
"It is a manner of posponing the discussion of a problem, advisisng other fellows",Portuguese
"to have patience, because patience does not kill none.",Portuguese
"TULA NKWAKU MULONGA, VO KAMUMEWENE KO, NGEYE MOSI",Portuguese
UVINGA MO.,Portuguese
"Podes procurar colocar o teu próximo numa bacia. Se ele não caber, serás tu",Portuguese
mesmo quem será castigado.,Portuguese
Esta máxima é utilizada quando uma armadilha preparada contra outrem se volta,Portuguese
contra o seu autor. Assemelha-se ao provérbio: «ir buscar lã e vir tosquiado».,Portuguese
Tu peux chercher à metire ton prochain dans un bassin. Si cela ne lui convient,Portuguese
"pas, c'est toi-même qui y sera mis.",Portuguese
Cette maxime est utilisée lorsque une entreprise dangereuse préparée contre,Portuguese
quelqu'un se retourne contre son auteur. C'est autant dire: «alier chercher la,Portuguese
laine et revenir tondue».,Portuguese
"You can want to get a fellow into a dangerous situation, if he does not deserve",Portuguese
"it, you will be your own victim.",Portuguese
It is the same as «to go for wool and retum shorn».,Portuguese
"TULEK'E TULU, TWA LOT'E NDOZI.",Portuguese
"Durmamos, para sonharmos.",Portuguese
«A noite é boa conselheira».,Portuguese
Dormons pour avoir des songes.,Portuguese
"«La nuit, le conseil vient ai sage».",Portuguese
310,Portuguese
Let's sleep and have dreams.,Portuguese
«Night brings good guidance».,Portuguese
TULU (KILU) KANA KIKONDA KUNTU KUVAVIDI KYO KUMALU KO.,Portuguese
"Se não tiveres o sono na cabeça, não o procures nos pés.",Portuguese
"Se a solução dos seus problemas não vier primeiro de ti próprio, não esperes que",Portuguese
venha de uma outra pessoa menos interessada da tua vida. «Quando não se con-,Portuguese
"segue encontrar o repouso em si mesmo, é inútil procurá-lo noutro lugar» (La",Portuguese
Rochefaucould).,Portuguese
"Si tu ne trouves pas le sommeil dans la tête, il ne faut pas le chercher dans les",Portuguese
pieds.,Portuguese
"Si la solution de tes problêmes ne vient pas de toi-même, il ne faut pas attendre",Portuguese
"qu'elle vienne de quelqu'un d'autre, moins intéressé pour ta vie. «Quand on ne",Portuguese
"trouve pas son repos en soi-même, il est inutile de le chercher ailleurs» (La",Portuguese
Rochefaucould).,Portuguese
"If you cannot find the sleep in your head, you won't find it in your feet.",Portuguese
"If you cannot solve your problems yourself, don't expect someone else less inter-",Portuguese
ested in your life to do it instead. .,Portuguese
"«When you cannot find your rest within yourself, it is useless to search for it",Portuguese
elsewhere» (La Rochefaucould).,Portuguese
"TULU MPANGI À LUFWA,",Portuguese
O sono é parente da morte.,Portuguese
O sono suspende as funções da vida consciente e mergulha o homem na vida sub-,Portuguese
"consciente cujas funções reformam, recriam e regeneram o seu corpo € espírito.",Portuguese
É a suspensão da vida consciente que assimila o sono à inconsciencia e a morte.,Portuguese
Le sommeil est le parent de la mort.,Portuguese
Le sommeil suspend les fonctions de la vie consciente et plonge Ihomme dans le,Portuguese
"monde du subconscient dont les fonctions réforment, récréent et régénêrent le",Portuguese
corps et Y'esprit. C'est la suspenstion de la vie consciente qui assimile le sommeil á,Portuguese
Vétat d'inconscience et de mort.,Portuguese
Sleep (sleeping) is kin to death.,Portuguese
Sleeping suspends the functions of the conscient life and immerges the man in,Portuguese
"the realm of the subconscient life whose functions reform, renew and regenerate",Portuguese
the body and the spirit. It is the suspension of the conscient state that likens the,Portuguese
sleep to the inconscient state and death.,Portuguese
TULU TUVILAKESANGA NZALA.,Portuguese
O sono faz esquecer a fome.,Portuguese
«O dormir é meio sustento».,Portuguese
Le sommeil fait oublier la faim.,Portuguese
«Qui dort dine».,Portuguese
The sleep helps forget the hunger.,Portuguese
«To sleep is to dine».,Portuguese
31,Portuguese
"TUMANSENDE - MADILANGA KONSO MUNTU YE TAYI KYANDI,",Portuguese
KATUNKANGATI KO - MILEKANGA MU KUTU KIMOSI.,Portuguese
"Somos Mansende, largatas não gregárias, que vivem cada uma no seu ramo.",Portuguese
"Não somos Nkangati, largatas solidárias que vivem juntas numa bolsa.",Portuguese
O provérbio diferencia o grupo de pessoas solidárias e que podem ter uma opi-,Portuguese
"nião já formada antes da discussão de um assunto, do grupo de pessoas que",Portuguese
vivem isoladamente e que devem se consertar previamente antes de se pronun-,Portuguese
ciar sobre um dado problema.,Portuguese
"Nous sommes des Mansende, chenilles non solitaires qui vivent chacune dans",Portuguese
"sur sa ramille. Nous ne sommes pas des Nkangati, chenilles grégaires qui par",Portuguese
contre vivent ensemble dans un même sac.,Portuguese
"Se dit d'un groupes d'individus de provenances différentes et qui, sans consulta-",Portuguese
"tion préalable, ne peuvent pas avoir une opinion commune, contrairement à",Portuguese
ceux qui vivent ensemble et qui pourraient exprimer facilement une opinion,Portuguese
commune déjà formée sur un problême donné.,Portuguese
"We are Mansende, a group of caterpillars which live separately on their twigs.",Portuguese
"We are not Nkangati, gregarious caterpillars which live together in a same",Portuguese
small sac.,Portuguese
This proverb telis us of the difference between two groups of persons who cannot,Portuguese
"have a common opinion on a matter without a previous meeting, and the other",Portuguese
ones who live together and who can easily have a common viewpoint on one,Portuguese
matter.,Portuguese
TUNTETE A MBASA VANA VEMBO UVOVANGA VO: ZITA YE ZITAZYANA.,Portuguese
Somos uma feixe de ramos da palmista que no ombro do homem dizem: res-,Portuguese
peita-te e respeita os outros.,Portuguese
Este provérbio é uma lição de auto-respeito e de respeito mutual e da regra de,Portuguese
outro: «não faças a outrem o que não queres que te façam a ti».,Portuguese
"Nous sommes un faisceau de branches de palmier qui, sur I'épaule de",Portuguese
"Yhomme, proclament: respectes-te et respectes les autres.",Portuguese
Ce proverbe est une leçon du civisme et de la rêgle d'or: «ne fais pas a autrui ce,Portuguese
que tu ne veux pas qu'on te fasse».,Portuguese
Were a bundle of palmist's branches which on the man's shoulder: respect,Portuguese
yourself and respect the others.,Portuguese
This saying is a lesson of good citizenship and of the gold's rule: «Do not do to,Portuguese
another what you won't like others do to you».,Portuguese
TUNDA DYA NDOKI DYA LUMBU KIMOSI.,Portuguese
A fama do bruxo é de um dia só.,Portuguese
«Não há admiração que dura mais de três dias».,Portuguese
Le renom d'un sorcier est à peine d'un jour.,Portuguese
«Il nºy a pas d'admiration qui dure plus de trois jours».,Portuguese
The fame of the sorcerer is only of one day.,Portuguese
«No wonder lasts more than three days».,Portuguese
312,Portuguese
TUNDA DYA DINGI NSONGO YOVO KIMBEVO.,Portuguese
Uma grande fama é uma doença.,Portuguese
«O homem famoso não é sossegado».,Portuguese
Une grande renommée est une maladie.,Portuguese
«L'homme le plus renommé n'est pas en paix».,Portuguese
A great fame is a sickness.,Portuguese
«The famous man is not in peace».,Portuguese
TUNDA (KUMBU) DYA MFUMU NKANGU.,Portuguese
A fama de um chefe é seu povo.,Portuguese
«Um chefe sem povo é um chefe apenas figurativo».,Portuguese
La renommée d'un chef lui vient de son peuple.,Portuguese
«Un chef sans peuple n'est qu'un chef figuratif».,Portuguese
The fame of a chief is his people.,Portuguese
«A chief without a people is but a figurative chief».,Portuguese
"TUNGU MAKUMATATU UNA YAWU KULENDELE YO NATA KO, ZOLELE",Portuguese
"DYAKA ZENGA TUNGU MAKUMATANU, WEYI UNATINA YO?",Portuguese
"Já cortou trinta vigas que não consegue levar, e quer ainda cortar mais cin-",Portuguese
quenta outras vigas! Como é que vai levá-las todas?,Portuguese
«Não cobices mais que tu não podes levar» (Esope). «Quem muito abarca pouco,Portuguese
"aperta e quem tudo quer, tudo perde».",Portuguese
Vous avez déja coupé trente poutres que vous ne pouvez pas transporter et,Portuguese
vous voulez encore en couper cinquante outres. Comment allez-vous faire pour,Portuguese
les transporter toutes?,Portuguese
«Ne convoites pas plus que tu ne peux transporter» (Esope). «Qui trop embrasse,Portuguese
mal étreint et qui veut tout perd tout».,Portuguese
"You have already cut down thirty beams you are unable to carry, but you want",Portuguese
to add fifty more ones. How will you manage to carry them all?,Portuguese
«Don covet more than you can cary» (Esope). «He who craves more than he,Portuguese
"needs mars his actual happiness». «Grasp all, lose all and over-ambition leads to",Portuguese
the loss of all».,Portuguese
TUSOMPANA KWETO E NKANU MYA VILAKANWA YOVO MYAFWILA.,Portuguese
"Casemo-nos para esquecermos antigos conflitos, se houvesse.",Portuguese
Este provérbio quer dizer que o casamento é um dos meios mais seguros de unifi-,Portuguese
"car as famílias, mesma as que eram desavindas ou desprezadas, e de enterrar o",Portuguese
machado da guerra.,Portuguese
"Marions-nous pour oublier d'anciens conflits, s'il en existait.",Portuguese
Ce proverbe veut dire que le mariage est un des de plus sârs moyen d'unifier des,Portuguese
"familles, même celles qui auraient été brouillées ou méprisées, et d'enterrer la",Portuguese
hache de la guerre.,Portuguese
"Let us get married in order to forget old confílicts, if there were any.",Portuguese
313,Portuguese
"This saying means that marriage is one of the best ways of unifying families, even",Portuguese
"those which were despised or inimical to one another, and of entering the war",Portuguese
hatchet.,Portuguese
TUTOSI DYA MÃZI KATUTOSI DYA MAZA KO. TOSIDYA MÃZI KANA,Portuguese
"DIBWA MUMAZA DITENGAMENE, TOSI DYA MAZA KANA DIBWA",Portuguese
MUMAZA DIVIDIDI.,Portuguese
