description,language
ly or clan. «Only someone else can scratch your back» (African proverb). The,Portuguese
"antidote against the morbid tendency to the incest, to the endogamy or to the",Portuguese
"pedophilia, consists in the exuberance of the nature full of human especies",Portuguese
whose attractive forces unite more than the repulsvie forces and provide more,Portuguese
solutions than problems to the exogamy everyshere.,Portuguese
"WOLE DIVAYIKISI NTU KUNSEKE (KUNZILA), KUNA MFINDA DITUKIDI",Portuguese
NKATA DIFUNDIDI (DIZINGIDI).,Portuguese
Um enredo de liana que mostra a cabeça no caminho é um sinal de que ele está,Portuguese
grandemente enrolado dentro da floresta.,Portuguese
341,Portuguese
"Quando um facto ou um mal revela os seus efeitos ao grande dia, é uma indica-",Portuguese
"ção de que já fez a sua obra no silêncio, pelo que se torna tarde de preveni-lo.",Portuguese
Resta só eridicá-lo ou aguentar as suas consequências. Este provérbio é também,Portuguese
explicável pelo exemplo de um icerberg cuja parte visível na superfície represente,Portuguese
apenas 1/10 ou 10% da sua massa total.,Portuguese
Un enchevêtrement de lianes qui montre sa tête sur la route est une indication,Portuguese
qu'il est grandement enroulé dans la forêt.,Portuguese
"Quand un fait ou un mal révele au grand jour ses effets, c'est un signe qu'il a déjã",Portuguese
fait son ceuvre en silence. Il ne reste plus qu'ã I'éradiquer ou en souffrir les,Portuguese
conséquences. Ce proverbe est aussi explicable par I'exemple de iceberg dont la,Portuguese
partie visible ne représente que 1/10 ou 10 % de sa masse totale.,Portuguese
An entanglement of threads which shows its head in the road indicates that it,Portuguese
is highly entangled within the forest.,Portuguese
"When the effects of a fact or an evil come to light, it is an indication that it has",Portuguese
"already done its work in the darkness, so that it remains only one alternative,",Portuguese
either to root out the evil or to suffer its consequences. This saying can also be,Portuguese
explained by the exemple of an iceberg whose visible pari on the surface repre-,Portuguese
sents but 1/10 ir 10% of its total mass.,Portuguese
"WONGA KA USAKI, UNKABU MPE KA USAKI.",Portuguese
"Não convem agir temerariamente, nem timidamente.",Portuguese
"«Em nada a demasia, a virtude está no meio».",Portuguese
"Ni témérairement, ni timidement.",Portuguese
"«En tout, il faut garder le juste milieu».",Portuguese
"Neither rashly, nor timidly.",Portuguese
"«In everything, it is wise to keep the golden mean».",Portuguese
"WUTA KAKUBADIDI KO, TEKOLA KUBADIDI.",Portuguese
Não basta ter só filhos mas também netos e bisnetos.,Portuguese
"Os teus filhos são apenas a tua segunda geração, ao passo que os netos e bisnetos",Portuguese
constituem as gerações que asseguram a sua continuidade no futuro. É por isso que,Portuguese
"«as crianças das crianças são a coroa dos velhos, e os pais são a glória das suas crian-",Portuguese
"ças»,",Portuguese
"Avoir seulement des enfants ne suffit pas, mais faut-il avoir aussi des petits-",Portuguese
fils et arriêre-petits-fils.,Portuguese
"Tes enfants ne sont que ta seconde génération, alors que les petits-fils et arriêre-",Portuguese
petits-fils constituent les générations qui assurent la continuité dans le futur. C'est,Portuguese
"pour cela que «les enfants des enfants sont la couronne des vieillards, et les pêres",Portuguese
sont la gloire de leurs enfants».,Portuguese
"To generate only children is not enough, but it is necessary to have also grand-",Portuguese
sons and great-grandsons.,Portuguese
"While your sons are but your second generation, your grand-sons and great-",Portuguese
grandsons are the generations which secure the continuity of the future. This is,Portuguese
"why «the children of the children are the crown of the old men, and the parents",Portuguese
are the glory of their children».,Portuguese
342,Portuguese
"WUTIDI MWANA KAKODI KO, MBAKA WANZOLELA KAKALA E?",Portuguese
"Geraste um filho e não queres que cresça, quiseste que fosse anão?",Portuguese
"Dito de um pai egoísta, invejoso dos sucessos do seu próprio filho. Ora, desneces-",Portuguese
sário seria dizer que a nobre ambição de um pai para com o seu filho ou seus,Portuguese
filhos deveria ser como a de João Baptista em favor de Jesus: «É necessário que,Portuguese
ele cresça e que eu diminua» (João 3:30).,Portuguese
"«Que um pai não inveje o filho, nem o mestre o seu discípulo» (Prov. Judaico —",Portuguese
Rosa Sha).,Portuguese
Vous avez engendré un fils et vous ne voulez pas qu'il croisse; avez-vous voulu,Portuguese
qu'il fút nain?,Portuguese
"Se dit d'un pêre égoiste, jaloux des succês de son propre fils. Or, inutile de dire",Portuguese
que I'ambition noble d'un pêre doit être comme celle de Jean Baptiste en faveur,Portuguese
de Jésus: «Il faut qu'il croisse et que je diminue» (Jean 3:30).,Portuguese
"«Qu'un pêre n'envie son fils, ni le maitre son disciple» (Prov. Judaique — Rosa Sha).",Portuguese
You generated a son and don't like him to grow up; would you like him to be,Portuguese
a dwarf?,Portuguese
"Said of an egoist father, jealous of successful undertaking of his own son. But",Portuguese
needless to say that the noble ambition of a father about his child or children,Portuguese
must be that like of John the Baptist about Jesus: «He must increase or become,Portuguese
greater; but I must decrease or become less» (John 3:30).,Portuguese
"«A father must not envy his son, nor a master his disciple» (Judaic prov. - Rosa Sha).",Portuguese
"WUTÍDI VA ZANDU, KANATI NSANGU KO, AWONSO VENA ZANDU",Portuguese
WANTU AKU E?,Portuguese
Deste a luz à uma criança no mercado e quiseste que ninguém divulgasse a,Portuguese
notícia; todos os que estiveram no mercado estão no teu serviço para impedi-,Portuguese
-los de o fazer?,Portuguese
«Tudo que é visto e sabido por toda a gente é senão «um segredo de polichinelo».,Portuguese
Vous avez donné naissance à un bébé dans un marché et voudrez que personne,Portuguese
ne divulgue la nouvelle; sont-ils à votre service tous ceux qui étaient présents,Portuguese
"au marché, pour les empêcher de le faire?",Portuguese
«Tout ce qui est fait au vu et au su de tout le monde n'est qu'un secret de polichi-,Portuguese
nelle».,Portuguese
You gave birth to a child in a market and didn like at all the news to be,Portuguese
divulged or revealed by anyone; are yours all the people who where in the,Portuguese
market?,Portuguese
Ali what is known by all people is but «an open secret».,Portuguese
"WUTUKILA VA NKOKO A NENE, IZAYA TÁ MAZA.",Portuguese
Nascer na margem de um grande rio prepara a saber nadar.,Portuguese
"Este provérbio enaltece o meio físico na formação do homem, pelas influências e",Portuguese
oportunidades que oferece aos que nele vivem e se desenvolvem.,Portuguese
Naítre au bord d'une grande riviêre prépare a savoir nager.,Portuguese
"Ce proverbe souligne le caractêre formateur du milieu physique, de par les",Portuguese
influences et opportunités qu'il offre à ceux qui y vivent et s'y développent.,Portuguese
343,Portuguese
To be bom on the bank of a big river prepares to know to swim.,Portuguese
This saying shows the importance of the fiscal middle in the education and cul-,Portuguese
tural development of those who live in.,Portuguese
"WUTUKA KUVITANGA, LONGO SUKININA LUSUKININANGA.",Portuguese
"O nascimento precede, o casamento segue depois.",Portuguese
Este provérbio indica que «os laços do sangue prevalescem aos laços matrimo-,Portuguese
"niais, ou a família dos sogros» (Prov. Yaka). Contudo, o marido e a mulher, que se",Portuguese
tornam ambos uma mesma carne pela instituição de casamento e os filhos nasci-,Portuguese
"dos deles, «tornam-se unidos pela voz e a força de sangue», e gozam das vanta-",Portuguese
gens recíprocas que o contrato matrimonial lhes confere egualitariamente.,Portuguese
"La naissance précêde, le mariage suit.",Portuguese
Ce proverbe indique que «les liens du sang I'emportent sur les liens matrimo-,Portuguese
"niaux, la famille sur la belle-famille» (Prov.Yaka). Cependant, le mari et la",Portuguese
"femme, devenus une même chair par leur mariage, et les enfants engendrés par",Portuguese
"eux, «deviennent unis par la voix et la force du sang», et jouissent des avantages",Portuguese
réciproques que leur contrat matrimonial leur confêre équitablement.,Portuguese
"Birth precedes, marriage follows.",Portuguese
This saying means that «the same blood links prevail over matrimonial links: This,Portuguese
"means that the family prevails over the in-Laws» (Yaka proverb). However, the",Portuguese
"husband and his wife who both became one flesh through marriage institution,",Portuguese
"and their ofísprings, «become united through the voice and the force of the",Portuguese
blood» and have the reciprocal advantages that their matrimonial contract grant,Portuguese
them equitably.,Portuguese
344,Portuguese
