description,language
"Perseguiu-me por nove vales, nove montanhas, durante nove dias e nove noites,",Portuguese
e disse que se me apanhasse não me faria mal algum. Pura mentira! Porque me,Portuguese
319,Portuguese
perseguiu com tanto encarnecimento em todos esses lugares e tempos? pois não,Portuguese
há ninguém que se imponha tantos sacrifícios inúteis sem intenção ou desígnio.,Portuguese
"«A tua intenção é a tua montada» (prov. árabe)», e «o desígnio é o crime, e não o",Portuguese
"ocaso» (Cardeal Richelieu). Outrossim, quem persegue outra pessoa priva-se a si",Portuguese
mesmo de repouso.,Portuguese
"Vous m'avez poursuivi par neuf vallées et neuf montagnes, durant neuf jours et",Portuguese
"neuf nuits, et vous dites que si vous m'aviez attrapé, vous ne m'auriez rien fait",Portuguese
de mauvais. Serait-ce par hasard que vous m'avez poursusivi avec acharnement,Portuguese
"dans tous ces lieux et temps? C'est pur mensonge, car il n'y a personne qui",Portuguese
s'impose des souffrances inutiles sans intention ni dessein.,Portuguese
"Votre intetion est votre monture» (prov. arabe), e «le dessein est le crime et non",Portuguese
"le hasard» (Cardinal Richelieu). En outre, qui poursuit une autre personne se",Portuguese
prive lui-même de tout repos.,Portuguese
"You pursued me through nine valleys and nive mountains, during nine days and",Portuguese
"nine nights, and you said that if you caught me you wouldn't do me no evil. It is",Portuguese
"a lying, then why did you follow me about me with ferocity over all these places",Portuguese
and times? No one undertakes a harassing task without an intention or design.,Portuguese
«Your intention is your horse» (arab prov.) and «the design is a crime and not an,Portuguese
"accident» (Cardinal Richelieu). Moreover, he who pursue somebody else deprives",Portuguese
himself of rest.,Portuguese
UNKETE O NSITA KETOKA YOVO (Variante 1): UMBANGU WA WINGI,Portuguese
BANGUMURA.,Portuguese
O óptimo é inimigo do bom.,Portuguese
«O excesso em tudo é condenável mesmo na virtude e na justiça».,Portuguese
Le mieux est 'ennemi du bien.,Portuguese
"Lexcês en tout est nuisible, même dans la vertu ou dans la justice.",Portuguese
The best is the enemy of good.,Portuguese
Excess is prejudicial even in virtue or in justice.,Portuguese
"UNTENDA UN'OTENDELA YAYA, NGA NTU KU MOSI MINA E?",Portuguese
Corta-me o cabelo como cortaste ao meu irmão. Mas as cabeças são iguais?,Portuguese
Não há duas pessoas iguais no mundo. «Não seja imitador dos outros».,Portuguese
Coiffez-moi comme vous avez coiffé mon frêre. Mais est-ce que les têtes sont-,Portuguese
elles identiques?,Portuguese
IH n'y a pas deux personnes égales au monde. «Ne singez pas les autres» (H. V.,Portuguese
Roy).,Portuguese
Have my hair cut as you did to my brother. But are your heads the same?,Portuguese
There are no two persons identical over the world. «Don't be a great mimic of,Portuguese
others».,Portuguese
"UNU KYAME, MBAZI KYAKU,",Portuguese
"Hoje é meu dia, amanhã é o seu.",Portuguese
"Cada qual tem o seu dia de infortúnio. Se hoje é meu dia, amanhã poderá ser o",Portuguese
"seu. «Não há bem que sempre dure, nem mal que não acabe».",Portuguese
320,Portuguese
"Aujourd'hui, c'est mon jour; demain sera le vôtre.",Portuguese
"Chacun a son jour d'infortune. Si aujourd'hui c'est mon jour, demain pourra être",Portuguese
le vôtre. «Tel qui rit vendredi dimanche pleurera».,Portuguese
"This is my day, tomorrow will be yours.",Portuguese
"Everyone has his evil day. If today I meet with misfortune, maybe tomorrow it",Portuguese
"will be your time. «After sweat meat, comes sour sauce».",Portuguese
"USWAMINI KUFUTA NKÉ, USWAMINI KUMBUNDU MBUTA YOVO: OYO",Portuguese
"USWAMINI KUMEFINDA NKÉ, OYO USWAMINI KUMBUNDU LUTIDI.",Portuguese
Quem se escondeu na mata é menos inteligente do que quem se escondeu no,Portuguese
seu coração.,Portuguese
«O coração humano é uma fortaleza inexpugnável».,Portuguese
Qui s'est caché dans la forêt est moins intelligent que celui qui s'est caché dans,Portuguese
son coeur.,Portuguese
«Le coeur de lhomme est une forteresse inexpugnable».,Portuguese
He who hid himself in the bush is less clever than he who hid himself in his,Portuguese
heart.,Portuguese
«The human heart is an inexpugnable fortress».,Portuguese
"UTUDYA YE TATA, FITA KUMAKAYA.",Portuguese
Vamos comer com o pai! O interesse do filho está em se regalar em detrimento,Portuguese
do pai.,Portuguese
«O mundo é governado pelo interesse pessoal» (Schiller).,Portuguese
Nous allons manger avec le pêre! Vintention du fils est de se régaler aux,Portuguese
dépens du pêre.,Portuguese
«Le monde est gouverné par Vintérêt personnel» (Schiller).,Portuguese
We'll eat with dad !The intention of the son is to feed himself to the prejudice,Portuguese
of the father.,Portuguese
«The world is governed by the personal interest» (Schiller).,Portuguese
321,Portuguese
