description,language
Le proverbe indique que celui qui a déjã souffert connait la valeur de la souf-,Portuguese
france des autres et peut les aider.,Portuguese
D'oú «seul celui qui a déjá pleuré peut essuyer les larmes des yeux d'un autre».,Portuguese
"«Eprouvé par le malheur, j'apprends a secourir les malheureux» (Eneida, liv,1,v.).",Portuguese
To suffer from the abscess within the mouth is to prove the flavour of the,Portuguese
blood and pus.,Portuguese
This saying shows that «only he who has already cried can wipe away the tears,Portuguese
from another's eyes».,Portuguese
"«Being experienced in misfortune, I've learnt to help the sorrowful men».",Portuguese
"YE NATAMO KWANDI, AMBUT'ATALA MO.",Portuguese
"Vou provocar um acção antisocial, são os mais velhos que hão de resolvê-la.",Portuguese
Estas palavras são atribuídas aos jovens delinquentes que declaradamente fazem,Portuguese
recair sobre os seus parentes as consequências das suas desordens sociais.,Portuguese
"Je vais commettre une action antisocial, ce sont les adultes qui se chargeront",Portuguese
d'en trouver la solution.,Portuguese
Ces paroles sont attribuées aux jeunes délinquants qui font express porter sur,Portuguese
leurs parents la responsabilité de leurs dérêglements sociaux.,Portuguese
"Y'll provoke an antisocial action, because it's the old people who will deal with.",Portuguese
These words are attributed to the delinquent youth who are conscious that the,Portuguese
responsibility of their wrong doings will fali on their parents.,Portuguese
"YE NKALAWONGA MBULANGENE YANDI, YE NYOKA UNTELE YAUKULU",Portuguese
"SUMBULA YE SUMBULA,.",Portuguese
O lagarto que encontrei e a serpente que me mordeu são todos perigos seguidos.,Portuguese
"Trata-se de uma sucessão de incidentes perigosos, todos semelhantes, sobre os",Portuguese
quais o desgraçado apela para a vigilância da sociedade com vista a conjurá-los e,Portuguese
evitar a repetição de tais encontros estranhos e infelizes.,Portuguese
"Le lézard que j'ai rencontré et le serpent qui m'a mordu, sont tous des inci-",Portuguese
dents malheureux.,Portuguese
347,Portuguese
"Il s'agit d'un nombre d'incidents malheureux en série, tous semblables, et sur les-",Portuguese
quels le malencontreux en apelle à la vigilance de la société pour les conjurer et,Portuguese
"éviter la répétition de telles rencontres étranges et malheueuses, car un malheur",Portuguese
en appelle un autre.,Portuguese
"The lizard I met and the snake which bit me, are great dangers all alike that",Portuguese
happened at the same time.,Portuguese
Tt is the case of a series of dangerous incidents happened at the same time and for,Portuguese
which the unfortunate man draws attention to his society's vivilance in order to,Portuguese
exorcize them and impede the repetition of such a strange and unfortunate hap-,Portuguese
"penng, because misforunes come never singly.",Portuguese
"YE NKINDISA KWANI, WAU E FUNGUTU KYA KOKO KYASALA",Portuguese
"KIKAKUNSONGANGA YOVO: YE NSADISA KWANI, WAU MU",Portuguese
"KUMVUMISA, E FUNGUTU KYA KOKO KYASALA KIKAKUNSONGANGA.",Portuguese
"Ajudei-o a curar, e eis que ele me ameaça com o coto ou resto do braço que lhe",Portuguese
ficou.,Portuguese
"«Os que de mim receberam a ciência do arco tomaram-me, no fim, como alvo»",Portuguese
(Prov. Persa — Rosa Sha).,Portuguese
Je Vai aidé à guérir et voici que maintenant il me menace avec le moignon ou,Portuguese
reste du bras qui lui est resté.,Portuguese
«Ceux qui ont reçu de moi la science de tir à arc m'ont pris comme leur point de,Portuguese
mire» (Prov. Peran — Rosa Sha).,Portuguese
"I helped him to be cured, and now he is threatening me with his stump or the",Portuguese
remaining part of his arm.,Portuguese
«Those who learnt from me the science of archery are aiming at me as their tar-,Portuguese
get to shoot at».,Portuguese
YETO AWONSO MBOMBO MUNSI ZATALA.,Portuguese
"Todos nós, temos os narizes virados para a terra.",Portuguese
Todos nós somos mortais.,Portuguese
Nous avons tous les nez tournés vers la terre.,Portuguese
Nous sommes tous mortels.,Portuguese
We all have the noses tumed downwards.,Portuguese
We are all mortal.,Portuguese
"YETO TUMVUKA MI DYA, MI YALUKA.",Portuguese
Somos como largatas que comem numa árvore e emigram para uma outra.,Portuguese
Diz-se das pessoas que não estão permanentes num mesmo lugar.,Portuguese
Nous sommes des chenilles qui mangent dans un arbre et émigrent vers un,Portuguese
autre.,Portuguese
Se dit des personnes qui changent souvent de place.,Portuguese
We are caterpillars which eat in a tree and then emigrate to another.,Portuguese
Said of people who are not permanent in any place.,Portuguese
348,Portuguese
"YETO TUYOLELA VO KATUVELELA KO, NGEYE DIAKA VA ZOLELE",Portuguese
YOLELA.,Portuguese
"Nós que nos banhamos neste rio ainda não somos limpos, e tu também queres",Portuguese
te lavar nele?,Portuguese
"Este adágio exprime o sentimento egoísta, exclusivista e de rejeição que manifes-",Portuguese
"tam certos residentes, regressados ou imigrantes num país, que se consideram os",Portuguese
primeiros ocupantes da terra em relação aos novos imigrantes.,Portuguese
Nous qui nous lavons dans cette riviêre nous ne sommes pas encore propres et,Portuguese
vous venez encore pour vous y laver?,Portuguese
"Cet adage exprime un sentiment égoiste, exclusiviste et de rejet de la part de cer-",Portuguese
tains résidants ou immigrants qui se considêrent comme des premiers occupants,Portuguese
"du pays, face aux nouveaux venus dans le même pays. -",Portuguese
We who are bathing in this river are not clean yet and you also have come to,Portuguese
bathe here?,Portuguese
"This saying indicates a sort of an egoist, exclusivist and of rejection of the persons",Portuguese
who are the first to have settled in a country regarding to the new-comers who,Portuguese
joined them in that place.,Portuguese
YE VOVELA KU MBUNDU AME. NANI OKONDA MBUNDU?,Portuguese
Quero falar com o meu coração. Mas quem não tem o coração?,Portuguese
Diz-se de alguém que pretende inibir-se de falar sob pretexto de falar consigo pró-,Portuguese
"prio, ignorando que os outros sabem também interiorizar os seus sentimentos.",Portuguese
Je ne voudrais m'entretenir qu'avec mon coeur. Mais qui n'a pas de coeur?,Portuguese
Se dit de quelqu'un qui prétend s'empêcher de parler aux autres sous le prétexte,Portuguese
"qu'il intériorise ses pensées, oubliant que d'autres savent aussi intérioriser les leurs.",Portuguese
I want to speak by myself with my heart. But who has not a heart?,Portuguese
Said of someone who pretends to hinder himself to speak under the pretext that he,Portuguese
"interiorizes his thoughts, knowing not that others are also able to interiorise theirs.",Portuguese
YINKODI YOLE KUNA NTU NKWENO LUFUTU (LUFITA).,Portuguese
Duas sovas na cabeça de alguém são uma prova de maldade.,Portuguese
"«Uma vez passa, duas vezes cansa, três vezes quebra». Mas Joseph Murphy, pela",Portuguese
"sua autoridade moral, manda parar até lá: «Nada de cometer o terceiro erro» (O",Portuguese
"Poder do Subconsciente — cap. 14, pp. 198-199).",Portuguese
Deux coups de doigts à la tête de quelqu'un sont une preuve de malveillance.,Portuguese
"«Une fois passe, deux fois lasse, trois fois casse». Mais, par son autorité morale,",Portuguese
Josph Murphy demande de meitre fin à cette malveillance: «Rien n'autorise à,Portuguese
"comettre une troisiême erreur» (Le Pouvoir du Subconscient, chap.14).",Portuguese
Two stokes on someone's head are a proof of malevolence.,Portuguese
"«Once passes, twice weakens, three times (thrice) breaks».",Portuguese
"But, by his moral autority, Joseph Murphy, Ph.D., advises to put an end to this",Portuguese
wrong doing: «no need for third mistake» (The Power of your Subconscious,Portuguese
"Miund, chap.14: 152-153).",Portuguese
349,Portuguese
"YITU KAISOLWANGWA KO, AKUNDI ASOLWANGWA.",Portuguese
"Não se escolhe os seus pais, só amigos que se pode escolher.",Portuguese
"«A sorte faz os pais, a escolha faz os amigos» (J. Delille).",Portuguese
"On ne choisit pas ses parents, on ne peut choisir que ses amis.",Portuguese
"«Le sort fait les parents, le choix fait les amis»(J. Delille).",Portuguese
"No one chooses his parents, he can choose only friends.",Portuguese
"«Chance makes parents, choice makes friends» (J. Delille).",Portuguese
350,Portuguese
