description,language
"Oú nous avons mangé le miel, c'est là que nous avons oublié le bourse de la",Portuguese
sagesse.,Portuguese
"Parfois, c'est au moment oú nous jouissons d'un grand plaisir que nous néglgeons",Portuguese
les sages principes de la vie et adoptons des solutions erronées,Portuguese
"Where we have eaten the honey, it's there we forgot the purse of wisdom.",Portuguese
"It is, sometimes, when we enjoy a great pleasure that we neglect or forget the",Portuguese
wise principles of life and adopt measures which lead us to bead solutions.,Portuguese
"VANA VALUTILANGA NKEL'A LONGO, KAVALUTILANGA NKEL A",Portuguese
VITA KO.,Portuguese
"Onde se trata do assunto de casamento, não deve passar uma arma de guerra,",Portuguese
"ou onde passa a espingarda pelo dote de casamento, não deve passar a espin-",Portuguese
garda da guerra.,Portuguese
O provérbio quer mostrar que «o casamento é um assunto sagrado que não deve,Portuguese
ser perturbado por contendas e lutas que possam comprometer o seu fim feliz.,Portuguese
324,Portuguese
"Lã ou l'on traite du mariage, ou de la remise du fusil pour la dote du mariage,",Portuguese
il ne peut y passer une arme de guerre.,Portuguese
Le proverbe veut montrer que le mariage est une affaire sacrée qui ne peut pas être,Portuguese
perturbée par des querelles et luttes qui peuvent comprometitre sa fin heureuse.,Portuguese
"Where people deal with marriage matters, arms for war must not pass.",Portuguese
This saying means that marriage is a sacred matter which must not be disturbed,Portuguese
by quarrels and strifes which can compromise its happy end.,Portuguese
"VA NWANINI TUMPUKINYA-NGEMBO KAVATOLOKELE LUNYANGA KO,",Portuguese
NKETE ZINWANINI VO. YOVO (Variante): VA NWANINI N'WOLE KA,Portuguese
VATOLOKELE LUNYANGA KO NKETE ZINWANINI VO.,Portuguese
"Se onde lutaram dois varões não houve erva danificada, é um sinal de que se",Portuguese
tratou de pessoas fundamentalmente honestas.,Portuguese
É uma prova do civismo das pessoas educadas ou temperadas pelos grandes,Portuguese
princípios de humanismo que excluem os adágios: «o fim justifica os meios» e,Portuguese
«depois de mim dilúvio».,Portuguese
"Si lã oú deux antagonistes ont lutté il nºy a pas eu de destruction d'herbes,",Portuguese
c'est un signe que ce sont des personnes fonciêrement honnêtes.,Portuguese
C'est une preuve du civisme des personnes formées et tempérées par les grands,Portuguese
principes d'humanisme qui excluent I'adage: «la fin justifie les moyens» et le dic-,Portuguese
ton «aprês moi déluge».,Portuguese
"If where two contenders have striven they've caused no ruin of grass, it is a",Portuguese
token of a struggle of persons highly endowed with virtue of honesty.,Portuguese
"Itis a proof of the faimess of the men educated in, or tempered by, the great",Portuguese
principles of humanism which exclude the maxim of «the end justifies the,Portuguese
"means», and the saying «when I'm gone, I don't care what happens».",Portuguese
"VATA AVO KANA VAYIKA DYOKO, KUYIKI MEUMU A VATA MWIMI KO.",Portuguese
"Enquanto não saíres ainda da aldeia, não trates o chefe da aldeia de egoísta.",Portuguese
"«Só a prova confirma ou infirma a suposição», pois «factos são factos e contra",Portuguese
eles não há argumentos».,Portuguese
"Si vous n'êtes pas encore sorti du village, ne traitez pas le chef du village",Portuguese
d'égoiste.,Portuguese
"La preuve seule confirme ou infirme la supposition, car les faits sont têtus et",Portuguese
"devant eux, il faut s'incliner.",Portuguese
"If you have not gone out of the village yet, do not call the chief of the village an",Portuguese
egoist.,Portuguese
"Only the proof confirms or destroys the presumption, because facts are facts and",Portuguese
"in front of them, you have no arguments.",Portuguese
"VATA DYA KOND'AMBUTA, VATA DYAK OND” ENSIKU.",Portuguese
Uma aldeia semn velhos é uma aldeia sem leis.,Portuguese
«Uma aldeia sem velhos é uma aldeia infeliz» (provérbio Luo).,Portuguese
Un village sans vieux est un village sans lois.,Portuguese
«Un village sans vieux est unn village malheureux» (proverbe Luo).,Portuguese
325,Portuguese
A village without elderly men is a village without laws.,Portuguese
«A village without old men is an unhappy one» (Luo proverb).,Portuguese
VATA DYA NAMBAKA: VAIKA YE VUTUKANGA KAKA.,Portuguese
Aldeia de Nambaka: sai-se e volta-se sempre nela.,Portuguese
"Diz-se de um círculo vicioso sem saída ou de um problema sem solução, mas ao",Portuguese
qual se volta sempre.,Portuguese
Village de Nambaka: on en sort et on y revient toujours.,Portuguese
"Se dit d'un cercle vicieux sans issue, ou d'un problême sans solution,ais au quel",Portuguese
on revient toujours.,Portuguese
Village of Nambaka: you get out and get in always.,Portuguese
Said of a vicious circle without any issue or a problem without any solution.,Portuguese
"VATA DYA AKINAKYULA, VOVA WIZANA.",Portuguese
Na aldeia dos sapos reina o entendimento.,Portuguese
"O provérbio faz-nos entender que pelos seus dialectos vulgares e toscos, como os",Portuguese
"coaxos responsivos dos sapos, os povos simples e rústicos manifestam um pleno",Portuguese
entendimento e uma união indissolúvel no seu meio.,Portuguese
"Dans le village des crapauds, tous s'entendent et se comprennent.",Portuguese
"Le proverbe nous apprend que, par leurs vulgares et rudes dialectes, identiques",Portuguese
"aux coassements responsifs des crapauds, les peuples simples et rustiques mani-",Portuguese
festent une pleine entente et une indissoluble unité en leur sein.,Portuguese
"In the toads” village, every one is in good terms with one another.",Portuguese
"This saying teaches us that, through their vulgar and harsh tongues like the",Portuguese
"croakings of the toads, the simple and rustick people manifest full understanding",Portuguese
and an indissoluble unity among them.,Portuguese
"VATA DYE MWIMI DIWONGANGA, VATA DYE NGANG'A NWA",Portuguese
KADIWONGANGA KO.,Portuguese
"A aldeia do egoísta prospera, mas a do arrogante nunca prospera.",Portuguese
«A maledicência é pior do que o egoísmo».,Portuguese
«Não é com vinagre que se apanha as moscas».,Portuguese
"Le village de I'égoiste prospêre, mais celui du querelleur ne s'agrandit jamais.",Portuguese
«La médisance est pire que I'égoisme».,Portuguese
«On prend plus de mouches avec du miel qu'avec du vinaigre». «Plus fait dou-,Portuguese
ceur que violence».,Portuguese
The egoist's village can be expanded while that of the quarreller cannot.,Portuguese
"«More Ílies are caught with a drop of honey than with a ton of vinegar», and",Portuguese
«harsh treatment pays no dividends».,Portuguese
VATA KADISOMPESANG'ANA KO FWA DIFWANGA.,Portuguese
Um aldeia em que não se regista casamentos dos seus filhos e suas filhas é,Portuguese
votada a desaparecer-se.,Portuguese
"Onde não há casamentos, não há procriação, não há progenitura, e não há",Portuguese
"expansão nem desenvolvimento de nenhuma comunidade. Ora, o casamento é a",Portuguese
326,Portuguese
instituição sagrada que assegura a continuação dos pais pelos filhos e pelas gerações,Portuguese
"vindouras, em conformidade com o mandamento do Criador aos nossos primeiros",Portuguese
"parentes quando os juntou é abençoou e lhes disse: «Frutificai e multiplcai-vos, e",Portuguese
"enchei a terra, e sujeitai-a; e dominai sobre os peixes do mar, e sobre as aves dos",Portuguese
"céus, e sobre todo o animal que se move sobre a terra» (Gén. 1:28).",Portuguese
"Un village oú les jeunes ne se marient pas entre eux, est un village condamné à",Portuguese
disparaitre.,Portuguese
"Oú il nºy a pas de mariages, il ne peut y avoir de procréation, de progéniture, ni",Portuguese
"d'expansion ou développement communautaire. Or, le mariage est une institu-",Portuguese
tion sacrée qui assure la continuation des parents par les enfants et les généra-.,Portuguese
"tions futures, conformément au commandement du Créateur donné à nos",Portuguese
"premiers parents quand il les unit et bénit en leur disant: «Soyez féconds, multi-",Portuguese
"pliez, remplissez la terre, et I'assujettissez; et dominez sur les poissons de la mer,",Portuguese
"sur les oiseaux du ciel, et sur tout animal qui se meut sur la terre» (Gén, 1:28).",Portuguese
"A village in which young people don't get married, is doomed to disappear.",Portuguese
"Where there are no marriages, there is neither procreation, nor expansion or",Portuguese
community development. It is obvious that marriage is a sacred institution which,Portuguese
secures the steady continuation of the parents by their offspring and future gen-,Portuguese
"erations, in obedience of the commandment oí the Creator when he blessed the",Portuguese
"first parents, saying: «Be fruitful, and multiply. and replenish the earth, and sub-",Portuguese
"due it: and have dominion over the fish, of the sea, and over the fowl of the air,",Portuguese
and over every living thing that moves on the earth» (Gen.1:28).,Portuguese
VATA KADITAMBULANGA NZENZA KO KADIWONGANGA KO.,Portuguese
Uma aldeia que não recebe novas pessoas ou estrangeiros não se expande.,Portuguese
"Considerada sob o princípio de «toma lá dá cá», a presença de estrangeiros em",Portuguese
"sua aldeia ou em sua casa, é um insentivo e um enriquecimento para se conhe-",Portuguese
"cer, se expandir, e se desenvolver mutuamente.",Portuguese
"Un village qui ne reçoit pas de nouvelles personnes ou d'étrangers, ne s'élargit",Portuguese
jamais. .,Portuguese
"Considérée sous le principe de «donnant — donnant», la présence d'étrangers",Portuguese
"chez soi est une motivation et un enrichissement pour se connaitre soi-même, et",Portuguese
pour une expansion et un développement mutuels.,Portuguese
A village which doesn't receive new persons or strangers can never be expanded.,Portuguese
"Examined under the principle of «giving and receiving» and that of «tit for tat»,",Portuguese
the presence of strangers at home can be an incentive and an enrichment in,Portuguese
"order to know each another, to expand and to develop mutually.",Portuguese
VA WENDA MPIPA MENE LWAKA VO.,Portuguese
"Aonde podes ir de noite, deves antes lá ter estado de dia.",Portuguese
«Quem já conhece o caminho não se engana do seu destino».,Portuguese
"Ou vous pouvez aller la nuit, il faut y avoir été au préalable pendant le jour.",Portuguese
"«Qui connait déjã le chemin, ne se trompe pas de sa destination».",Portuguese
"Where you can go at night, you must have been there before during the day.",Portuguese
«He who knows already the way doesn't go to a wrong destination».,Portuguese
327,Portuguese
"VIBIDILA MAMBU MA ZINGU, KUKADI YE NTIMA WATOTWA",Portuguese
KW'ANSUSUKO.,Portuguese
"Aguenta as coisas da vida, e não tenha o coração picado pelas galinhas.",Portuguese
"«Aguenta e persevera, já suportaste golpes mais graves».",Portuguese
"Supporte les choses de la vie, et n'aie pas le coeur piqué par les poules.",Portuguese
"«Tiens bon et persévêre, tu as déjà supporté des coups plus graves».",Portuguese
"Support the life problems, and don't have the heart prickled by the chicken.",Portuguese
"«Support and persevere, you've already endured more grave strokes».",Portuguese
"VITA KAKIMFUMU KO, SUKININA KAWAYI KO.",Portuguese
"Ser primeiro não confere autoridade por si, e ser derradeiro não é sinal de",Portuguese
escravidão.,Portuguese
"«Muitos primeiros serão os derradeiros, e muitos derradeiros serão os primeiros»",Portuguese
(S. Mat.19:30).,Portuguese
"Btre premier ne donne aucune autorité en soi, et être le dernier ne rend per-",Portuguese
sonne esclave.,Portuguese
"«Plusieurs des premiers seront les derniers, et plusieurs des derniers seront les",Portuguese
premiers» (S.Mat. 19:30).,Portuguese
"To be first is not a sign of authority, and to be the last is not a sign of",Portuguese
bondage.,Portuguese
«Many that are first shall be last; and the last shall be first» (S.Mat.19:30).,Portuguese
"VITA KUFUL/A VATA SE INA, E MVONDONGOLO SE NII A TÁ.",Portuguese
"(NTI A NKELE),",Portuguese
"A guerra já está nos arredores da cidade, e a árvore-da-borracha torna-se pró-",Portuguese
pria para servir de espingarda.,Portuguese
Este provérbio adverte contra as surpresas desagradáveis provocadas por uma,Portuguese
vida indolente.,Portuguese
«Pequeno descuido origina um grande mal» (V.Lespy).-,Portuguese
"La guerre est déjà à la porte de la cité, et le caoutchoutier se transforme en bois",Portuguese
de fusils.,Portuguese
Ce proverbe avertit contre les surprises désagréables provoquées par une vie d'in-,Portuguese
différence.,Portuguese
«Petite négligence accouche d'un grand mal» (V.Lespy).,Portuguese
The war is already at our doors and the rubber-tree is became a stuff for arms,Portuguese
for war.,Portuguese
The saying advises against the danger of being disagreeably surprised by the con-,Portuguese
sequences of a neglectful life.,Portuguese
«Small negligence begets great harm» (V.Lespy).,Portuguese
VITA KUNWANI KO KANSI DYAMBU LANDA KWANI.,Portuguese
"Não se pode travar uma guerra sozinho, mas um homem só pode tratar um",Portuguese
assunto.,Portuguese
«Um homem só não faz um soldado» (Prov. Russo — Rosa Sha).,Portuguese
"""Esta é a razão pela qual um homem sozinho não pode travar uma guerra.",Portuguese
328,Portuguese
"Un seul homme ne peut pas faire une guerre, mais il peut traiter une affaire.",Portuguese
«Un homme seul ne fait pas un soldat» (Prov. Russe — Rosa Sha). C'est la raison,Portuguese
pour laqueile un seul homme ne peut pas faire une guerre.,Portuguese
"A single person cannot wage a war, but he can talk somethint out, this is to say",Portuguese
that he can tall about all aspect of Ov a problem.,Portuguese
«One person alone cannot make a soldier» (Russian prov. — Rosa Sha). This is,Portuguese
why a single man cannot wage a war.,Portuguese
"VO BAKAMENE MU KOKO YOVO MU KULU, LENDA VULUKA, KANSI VO",Portuguese
"BAKAMENE MU NWA, VONZA, KULENDI VULUKA KO.",Portuguese
"Se fores apanhado pelos pés, podes ser salvo, mas se fores apanhado pela boca,",Portuguese
"a tua situação é perigosa, e podes não ser salvo.",Portuguese
"«Uma escorregadela da língua é mais perigosa do que a do pé, pois a escorregade-",Portuguese
"la da língua pode lhe custar a cabeça, ao passo que a do pé pode ser facilmente",Portuguese
curada» (provérbio árabe).,Portuguese
"Si vous êtes attrapé par les pieds, vous pouvez être sauvé, mais si vous êtes",Portuguese
"attrapé par la bouche, c'est dangereux, car vous pouvez ne pas être sauvé.",Portuguese
"«Une glissade de la langue est plus fatale que celle du pied, car la glissade de la lan-",Portuguese
"gue peut vous coúter la tête, alors que celle du pied peut être guérie» (prov. arabe).",Portuguese
"If you are caught by the feet, you can be saved, but if you are caught by the",Portuguese
"mouth, it is dangerous, for you cannot be saved.",Portuguese
"«A slip of the tongue is more dangerous than the ship of the foot, for the slip of",Portuguese
"the tongue may cost thy head, whilst the slip of the foot may easily be",Portuguese
cured» (Arabic proverb.).,Portuguese
VO BAKA NSENGO A MPA KULOSI KO KUDI KYE NKULU.,Portuguese
"Se adquirires uma nova enxada, não deites a antiga.",Portuguese
"Quando tens novos amigos, não te esqueces dos antigos benfeitores.",Portuguese
"Si tu acquiers une nouvelle houe, ne jette pas I'ancienne.",Portuguese
"Quand tu gagnes de nouveaux amis, il ne faut pas oublier tes anciens bienfaiteurs.",Portuguese
"If you own a new hoe, don't throw the old one out.",Portuguese
"When you win a new friend, don't ignore your old benefactors.",Portuguese
"VO KALA YO NKANU YE NGULU A VATA, KWENDI FUNDA KWA NGULU",Portuguese
"A FUTA KO, KADI YAWU YE YAWU.",Portuguese
"Se tiveres um processo contra o porco, não vás te queixar ao javali, pois são",Portuguese
todos iguais.,Portuguese
«Os semelhantes são solidários e defendem-se mutuamente».,Portuguese
"Si vous avez un procês contre le porc, n'allez pas vous plaindre au sanglier, car",Portuguese
ils sont tous semblables.,Portuguese
«Les semblables sont solidaires et se défendent mutuellement.,Portuguese
"If you are at law with a pig, don't go to complain to the wild boar, for they are",Portuguese
all alike.,Portuguese
«The kindred are solidary and defend one another».,Portuguese
329,Portuguese
"VO KANA FWA KO, KUDIMBUDI VUVU KO.",Portuguese
"Se ainda não morreste, não desesperes, pois a esperança é a última a morrer.",Portuguese
"«A esperança é a última coisa a morrer e enquanto houver vida, há esperance",Portuguese
porque melhor é o cão vivo do que o leão morto».,Portuguese
"Si vous n'êtes pas encore mort, ne désespérez pas, car I'espérance est la der-",Portuguese
niêre à mourir.,Portuguese
«Lespérance est la derniêre chose à mourir. «Pour tous ceux qui vivent il y a de,Portuguese
Vespérance; et même un chien vivant vaut mieux qu'un lion mort».,Portuguese
"If you are not dead yet, you must not lose hope, because hope is the last one to die.",Portuguese
«Hope is the last thing to die . «For to him that is joined to all the living there is,Portuguese
hope: for a living dog is better than a dead lion».,Portuguese
"VO KIN'OZOLELE KIKONDELE, ZOLA KINA UNA KYAWU.",Portuguese
"Se o que tu desejas faltar, ama o que tu tiveres.",Portuguese
"Na vida, não se pode ter tudo o que se deseja. É por isso que «toda a felicidade que a",Portuguese
mão não atinge é apenas um sonho». Dai: «quem limita os seus desejos é sempre rico».,Portuguese
"Si vous n'avez pas ce que vous aimez, aimez ce que vous avez.",Portuguese
"Dans la vie, on ne peut pas avoir tout ce que I'on désire, C'est pour cela que",Portuguese
"«tout bonheur que la main n'atteint pas n'est qu'un rêve», et «qui limite ses",Portuguese
désirs est toujours assez riche».,Portuguese
"If you don't have what you like, like what you have.",Portuguese
"In this life, no one can have all he wants, this is why «all happiness that the hand",Portuguese
"doesn't reach is but a dream. Hence, «he who limits his desires is always rich».",Portuguese
"VO KUKUNINI KO KUSÃLA KO, YOVO KUYONZONA KO.",Portuguese
"Se não semeares, não colherás.",Portuguese
"«Não erreis; Deus não se deixa escamecer; porque o que o homem semear, isso,",Portuguese
"também, ceifará». (Gálatas 6:7). «E digo isto: Que, o que semeia pouco, pouco tam-",Portuguese
"bém ceifará, e, o que semeia em abundância, em abundância ceifará» (2 Cor. 9:6).",Portuguese
"Si tu ne sêmes pas, tu ne récolteras pas.",Portuguese
«Ne vous y trompez pas; on ne se moque pas de Dieu. Ce qu'un homme aura,Portuguese
"semé, il le moissonnera» (Galates 6:7). Sachez-le: celui qui sême peu, moissonera",Portuguese
"peu; et celui qui sême abondamment, moisonnera abondamment» (2Cor. 9:6).",Portuguese
"If you don't sow, you will not reap.",Portuguese
"«Be not deceived: God is not mocked: for whatsoever a man sows, that shall he",Portuguese
also reap» (Gal. 6:7) «Remember this: whoever sows sparingly will reap also spar-,Portuguese
ingly; and he which sows abountifully will reap also abountifully» (2 Cor .9:6).,Portuguese
VO KUKWENDA YANDI KO KUMMANI NKUTA KO.,Portuguese
"Se não vai com ele, não acabe o seu mantimento.",Portuguese
Não se pode ir até ao fim da viagem com um companheiro que põe os seus interes-,Portuguese
"ses acima dos demais, pelo que a ruptura torna-se inevitável, e quanto cedo melhor.",Portuguese
«O espírito de cada qual chegar a brasa à sua sardinha é incompatível com os,Portuguese
interesses de todo um grupo ou de uma comunidade.,Portuguese
330,Portuguese
"Si vous n'allez pas avec lui, n'épuisez pas ses provisions.",Portuguese
On ne peut aller jusqu'au bout du voyage avec un compagnon qui met ses inté-,Portuguese
"rêts au-dessus de ceux des autres, de sorte que la rupture devient inévitable, et le",Portuguese
plus tôt le mieux. -,Portuguese
"«Lesprit de tirer chacun la couverture à soi ou de se réserver la part de lion, est",Portuguese
incompatible avec les intérêts de tout un groupe ou une communauté».,Portuguese
"If you don't go with him, do not finish his provisions.",Portuguese
People cannot go until the end of the joumey with a travelling companion who prej-,Portuguese
"udices other fellows' interests; therefore, separation is inevitable, and the sooner the",Portuguese
better. The spirit of tuming everything to one's own advantage or taking the lion's,Portuguese
share in everything is incompatible with the interests of any group or community.,Portuguese
"VO KULENDI LONGOKILA MU YINGANA KO, MUNKUNGA",Portuguese
ULONGOKILA.,Portuguese
"Se não poderes aprender pelos provérbios, aprenderá pelos cantos.",Portuguese
Provérbios e cantos são depositórios da sabedoria.,Portuguese
"Si vous ne pouvez pas apprendre par les proverbes, vous apprendrez par les",Portuguese
chants.,Portuguese
Les proverbes et les chants sont des dépositoires de la sagesse.,Portuguese
"If you cannot learn through the proverbs, you will learn through the songs.",Portuguese
Proverbs and songs are depositories of wisdom.,Portuguese
"VO KULENDI MATA MONGO KO, LENDA ZUNGULUKA WO NATE YE",Portuguese
KUNA NTU.,Portuguese
"Se não podes subir uma montanha, podes contorná-la em caracol.",Portuguese
"«Se a montanha não vai a Maomet, é Maomet que vai à montanha».",Portuguese
"Si vous ne pouvez pas monter une montagne, vous pouvez la contourner en",Portuguese
colimaçon.,Portuguese
"«Si la montagne ne va pas à Mahomet, Mahomet va à la montagne».",Portuguese
"If you cannot climb up a mountain, you can spiral it up.",Portuguese
"«If the mountain doesn't go to Mahomet, Mahomet goes to the mountain».",Portuguese
"VO KUVOVELE KO, I SISU VO AMBULWELE.",Portuguese
"Se não falares, é um sinal de que aceitas",Portuguese
"«Quem cala consente, e quem consente é cúmplice».",Portuguese
"Si tu ne parles pas, c'est un signal que tu acceptes.",Portuguese
"«Qui ne dit mot consent, et qui consent est complice».",Portuguese
"If you don't speak, this means that you accept.",Portuguese
"«Silence gives consent, and consent is complicity».",Portuguese
"VO KUZOLELE MANIMBA KO, KUBULA MAVEKO YOVO YINGA",Portuguese
MAVEKO.,Portuguese
"Se não quiseres ser afectado pela doença do sono, evita as moscas tsé-tsé.",Portuguese
«Vale mais prevenir do que remediar».,Portuguese
331,Portuguese
"Si tu ne veux pas être atteint par la maladie du sommeil, chasse les mouches",Portuguese
tsé-tsé.,Portuguese
«Prévenir vaut mieux que guérir».,Portuguese
"If you don't want to be attacked by he sleeping sickness, chase away the tse-",Portuguese
tse flies.,Portuguese
«An once of prevention is better than a pound of cure».,Portuguese
VO KUYIKWANGA KO KWASISA MUNTU KO.,Portuguese
"Se não se fala de ti, é um sinal de que não deixaste ninguém no mundo dos",Portuguese
"vivos. ,",Portuguese
«Tenho esta profunda convicção: os mortos vivem enquanto existirem vivos que,Portuguese
pensam neles» (Émilie Henriot).,Portuguese
"Si Von ne parle pas de toi, c'est un signe que tu n'as laissé personne dans le",Portuguese
monde des vivants.,Portuguese
«Yai cette profonde conviction: les morts vivent tant qu'il y a des vivants qui,Portuguese
pensent à eux» (Émile Henriot).,Portuguese
"If you are not talked about, it is a sign that you've left no one in the world of",Portuguese
the living. .,Portuguese
«I have this profound conviction: the dead live all the time there are,Portuguese
living beings who think of them» (Émile Henriot).,Portuguese
"VO LOSA MATE MU ZULU, VA LUSE MAKUVUTUKILA.",Portuguese
"Se cuspires no ar, a tua saliva te cairá na cara.",Portuguese
O mal que alguém faz recai sobre si.,Portuguese
"«Tudo que o homem semear, isso, também ceifará» (Gal. 6:7).",Portuguese
"Si vous crachez en Fair, votre crachat vous retombera sur le nez.",Portuguese
Le mal que quelqu'un fait retombe sur lui-même.,Portuguese
"«Ce qu'un homme aura sémé, il le moissonnera aussi» (Gal.6:7).",Portuguese
"If you spit at the air, your spittle will fall on your face.",Portuguese
The evil someone does retum to himself.,Portuguese
"«Whatsoever a man sows, that will he also reap» (Gal. 6:7).",Portuguese
"VO LUZOLANA, KALUDIKANI MFUKA KO.",Portuguese
"Se são amigos, não se emprestem dinheiro.",Portuguese
"As dívidas minam a confiança e destroem a amizade, segundo o adágio: «Amigos",Portuguese
"ao emprestar, mas inimigo ao devolver».",Portuguese
"Si vous êtes des amis, ne vous prêtez pas de l'argent.",Portuguese
"Les dettes minent la confiance et détruisent Vamitié, selon I'adage: «Ami au prê-",Portuguese
"ter, mais ennemi au rendre».",Portuguese
"Jf you are friends, don't borrow nor lend one from the other.",Portuguese
"Debts undermine confidence and destroy friendship. Hence, «neither a borrower",Portuguese
"nor a lender be, because loan oft loses both itself and friend» (Shakespeare).",Portuguese
332,Portuguese
"VO MBIZI UKONDA, KUKOVODIKO KO.",Portuguese
"Se estiveres a espreitar a caça, evita de tossir para não afugentá-la.",Portuguese
"Quando se trata de um assunto muito importante cujo desfecho parece difícil, o",Portuguese
sigilo é de rigor.,Portuguese
"Quand vous êtes à H'affút d'un gibier, il faut éviter de tousser pour ne pas I'effrayer.",Portuguese
"Lorsque Ion traite un problême dont l'issue est difficile, il faut en garder le secret.",Portuguese
"If you lie in wait of a game, don't cough in order not to frighten it.",Portuguese
"When dealing with an important matter which is difficult to deal with, it is neces-",Portuguese
sary to act with secrecy.,Portuguese
"VO MUNTU KANINI VO SE KAKIVONDA, LONGI KAZOLELE YOVO",Portuguese
SIMWA KAZOLLE SIMWA.,Portuguese
"Se alguém avisa ter a intenção de se suicidar, é uma indicação de que precisa",Portuguese
de conselhos para desistir,Portuguese
"O suicídio é uma mania irresistível de morte, e quem a tiver não avisa ninguém",Portuguese
"em princípio, mas evita, pelo contrário, de manifestar a sua fatal intenção, para",Portuguese
não ser impedido.,Portuguese
"Si quelqu'un déclare avoir Vintention de se suicider, c'est une indication quiil",Portuguese
a besoin de conseils pour y renoncer.,Portuguese
