description,language
(Webster's New World Dictionary — College Edition).,Portuguese
"ZENGA KILÁ, BUKUNUNA KIKUFI.",Portuguese
"AO cortar, o pau está ainda comprido, ao cortejá-lo, torna-se curto.",Portuguese
Este provérbio se refere a um assunto cuja solução não deve ser nem muito com-,Portuguese
"plicada, nem muito simplista, mas requer um justo meio, embora que neste",Portuguese
mundo seja difícil conseguir o justo meio.,Portuguese
"Em coupant le baton, il reste encore long, em le coupant encore, il devient plus court.",Portuguese
"Ce proverbe recommande d'éviter les solutions extrêmes d'une affaire, qui ne",Portuguese
"doivent être ni trop compliquées, ni trop simples; la solution est d'adopter un",Portuguese
"juste milieu, bien que dans ce monde, il soit difficile de réaliser le juste milieu.",Portuguese
"Cuttimg a staff, it still remains long, cutting it again, it becomes shorter.",Portuguese
"This proverb advise, for any matter, not to adopt extreme solutions which must",Portuguese
"be neither complicated, nor very simple. The solution is to adopt a just middle,",Portuguese
althoug in this world it is difficult to reach the just middle.,Portuguese
"ZINA DYA MUNTU DIKE, NGEND'A KANDA ILUTIDI.",Portuguese
O nome de uma pessoa é menos importante do que o nome do clã.,Portuguese
"Uma pessoa é como uma árvore, e o clã como a floresta. E como a árvore não",Portuguese
"pode esconder a floresta, também o indivíduo, seja qual for a sua importância,",Portuguese
não deve eclipsar totalmente o clã.,Portuguese
Le nom d'une personne est moins importante que celui du clan.,Portuguese
"Une personne est comme un arbre, et le clan comme la forêt. Ainsi, comme «l'ar-",Portuguese
"bre ne peut cacher ia forêt, non plus, Vindividu, quelque soit sa stature, ne doit",Portuguese
pas éclipser totalement le clan».,Portuguese
The name of a person is less important than that of the clan.,Portuguese
"A person is like a tree and a clan like a forest. Hence, as a tree cannot hide a forest,",Portuguese
"likewise a person, whatever may be his importance, cannot eclipse totally the clan.",Portuguese
"ZINGU KYA NA NKANDI, MUNSI TADI, VANTANDU TADI.",Portuguese
"Vida da noz da palmeira: em baixo há uma pedra, e em cima também uma outra.",Portuguese
Refere-se a alguém que se encontra «entre a espada e a parede».,Portuguese
Vie de la noix de palmier: une pierre au-dessous e une autre au-dessus.,Portuguese
Se dit d'une personne qui est totalmente «entre le marteau et I'enclume».,Portuguese
Life of the palme tree nut: a stone under it and another above it.,Portuguese
"Said of someone who is in a hopeless situation, being «in tight corner» or",Portuguese
«between the devil and the deep blue sea».,Portuguese
"ZITISA MBUT'AKU NZE S DYAKU, ZOLA NLEK'AKU NZE MWAN'AKU.",Portuguese
WIZANA YE NKWAKU UZINGANGA YANDI NZE MPANGI AKU.,Portuguese
"Trata o teu irmão mais velho como teu pai, ama o teu irmão menor como teu",Portuguese
"filho, e o teu próximo como teu irmão.",Portuguese
353,Portuguese
Este provérbio pode ser resumido pelo mandamento de Jesus ao mancebo rico:,Portuguese
"«Honra teu pai e tua mãe, e amarás o teu próximo como a ti mesmo» (Mat.",Portuguese
19:19).,Portuguese
"Traite ton frêre ainé comme ton pêre, aime ton jeune frêre tomme ton enfant, et",Portuguese
ton prochain comme ton frêre.,Portuguese
Ce proverbe peut être résumé par le commandement de Jésus au jeune homme,Portuguese
riche: «Honore ton pêre et ta mêre; et tu aimeras ton prochain comme toi-même»,Portuguese
(Mat. 19:19).,Portuguese
"Treat your elder as your father, love your junior as your son, and your neigh-",Portuguese
bour as your brother.,Portuguese
This saying can be epitomized by the command of Jesus to the rich young man:,Portuguese
"«Honour your father and mother, and love your neighbour as yourself» (Mat.",Portuguese
19:19).,Portuguese
"ZITISA, NGEYE MPE IBOSI OSINGA ZITISWA.",Portuguese
Respeite os teus semelhantes e serás também respeitado.,Portuguese
"«Salvo o respeito que te devo, salvo o teu respeito».",Portuguese
Respecte tes semblables et tu seras aussi respecté.,Portuguese
"«Sauf le respect que je vous dois, sauf votre respect».",Portuguese
Respect your fellow-creatures and you will also be respected.,Portuguese
"«With all due respect, with due reverence».",Portuguese
"ZOLA, VUVU YE LUKWIKILU, I MAKUNZI MATATU MANATANG'E NZA,",Portuguese
YE ZINGISA MUNTU.,Portuguese
"Amor, esperança e fé são os três pilares que suportam o mundo e sustetam o",Portuguese
homem.,Portuguese
"Onde não existe este tripé, a vida não tem sentido.",Portuguese
"Lamour, J'espérance et la foi sont les trois piliers qui supportent le monde et",Portuguese
font vivre 'homme.,Portuguese
"Oú ce trépied n'existe pas, la vie n'a pas de sens.",Portuguese
"Love, Hope and Faith are the three pilars which support the world and sustain",Portuguese
the man.,Portuguese
"Where there is not such a tripod, life is senseless.",Portuguese
ZOWA KAKONDANGA KANDA KO.,Portuguese
Um ignorante não falta em nenhuma família.,Portuguese
Há ovelha ranhosa em todas as famílias,Portuguese
Un sot ne manque jamais dans une famille quelconque.,Portuguese
Il y a une brebis galeuse dans chaque famille.,Portuguese
There is a stupid person in any family.,Portuguese
There's a black ship in every flock.,Portuguese
"ZOWA LUKISA KWANI NKWA NGANGU.,",Portuguese
Um tolo pode aconselhar um homem inteligente.,Portuguese
354,Portuguese
As vezes de ruim cabeça sai um bom conselho.,Portuguese
Un ignorant peut donner un conseil à un homme intelligent.,Portuguese
Un fou avise bien un sage.,Portuguese
A stupid person can advise a wise man.,Portuguese
It's not impossible that a fool may advise a wise man.,Portuguese
ZOWA MUNTU UKUMVWANGA.,Portuguese
Um tolo tem sempre um parente.,Portuguese
Um néscio é sempre útil numa família.,Portuguese
Un ignorant a toujours un parent.,Portuguese
Un sot est toujours utile dans une famille.,Portuguese
A fool has always a parent.,Portuguese
A foolish man is always useful in a family.,Portuguese
ZOWA NKWA NGANGU UKUNLUKISANGA.,Portuguese
É um manhoso que torna um bobo esperto.,Portuguese
O homem astucioso transforma um ignorante em homem prevenido.,Portuguese
C'est Yastucieux qui rend Vignorant intelligent.,Portuguese
Lhomme astucieux transforme un ignorant en homme averti.,Portuguese
It is the cunning man that makes the ignorant a wise man.,Portuguese
The artful man makes of an ignorant a wise man.,Portuguese
"ZU DYA NKUNGA KADIBADIDI KO, TOLO KYA NKUNGA KIBADIDI.",Portuguese
A melodia de uma canção é menos importante do que o sentido das suas palavras.,Portuguese
Uma canção é sempre uma mensagem dirigida a um grupo determinado de desti-,Portuguese
natários ou a toda a sociedade.,Portuguese
La mélodie d'une chanson est moins importante que le sens de ses paroles.,Portuguese
Toute chanson est un message dirigé à un groupe déterminé de destinataires ou à,Portuguese
toute la société.,Portuguese
The melody of a song is less important than the meaning of its words.,Portuguese
Any song is a message conveyed to a specific group of destinataries or to the,Portuguese
whole society.,Portuguese
ZUMBA KAVWANGA MWANA KO.,Portuguese
O adultério não gera paternidade.,Portuguese
«O pai é aquele que o casamento indica» (Do Direito Romano).,Portuguese
«O homem adúltero labuta a lavra alheia e deixa inculta a sua própria».,Portuguese
Ladultêre n'engendre pas de paternité.,Portuguese
«Le pêre est celui que le mariage indique» (Du Droit Romain). «I'adultêre labou-,Portuguese
re le champ d'autrui et laisse le sien inculte».,Portuguese
The adultery doesn't engender paternity.,Portuguese
«The father is that the marriage indicates» (From Roman Law). «The adultererer,Portuguese
tills the field of another and leaves uncultivated his own».,Portuguese
355,Portuguese
ZUNDU SIK'E MPUNGL. EZI YAVITA SIKA NTETE IZA NTUNDULO MESO.,Portuguese
"Rã gigante, toca a trompeta! Não posso, pois, por causa das primeiras que tinha",Portuguese
tocado tenho os olhos à flor do rosto.,Portuguese
«Gato escaldado de água fria tem medo».,Portuguese
"Grenouille taureau, sonne la trompette. Non, je ne peux pas, car, à cause des",Portuguese
premiêres que j'avais sonnées j'en ai eu les yeux à fleur de la peau.,Portuguese
«Chat échaudé craint I'eau froide».,Portuguese
"Bullfrog, play the trumpet. No, I can't, for, because of the first ones 1 played, I",Portuguese
am now a boggle-eyed one.,Portuguese
«Once bitten twice shy».,Portuguese
356,Portuguese
