description,language
"WAN'WUTA WANYAMBULA, WANSOPA WANKWAMINA.",Portuguese
"O pai que casa a sua filha liberta-a, e o marido que se casa com ela torna-se o",Portuguese
seu responsável. :,Portuguese
Este provérbio deriva da ordem divina sobre o casamento: «O varão deixará o seu,Portuguese
"pai e a sua mãe, e apegar-se-á à sua mulher, e serão ambos uma came» (Gen. 2:24),",Portuguese
Le pêre qui marie sa fille 'émancipe et le mari qui I'épouse s'en devient le res-,Portuguese
ponsable.,Portuguese
Ce proverbe dérive de I'ordre divin sur le mariage: «!homme quittera son pêre et,Portuguese
"sa mêre, et s“attachera à sa femme, et ils deviendront une seule chair» (Gen. 2:24).",Portuguese
The father who marries her daughter emancipates her from his control and the,Portuguese
husband which get married with her become her protector.,Portuguese
This proverb derives from the divine order about wedding: «The man will leave,Portuguese
his father and mother and will be united to his wife and they will become one,Portuguese
flesh» (Gen. 2:24).,Portuguese
"OVOVELA VANDONGA, NTU ANDI KAKUTULA,",Portuguese
"Quem fala em público, liberta a sua cabeça.",Portuguese
Uma declaração ou uma confissão pública alivia e liberta a consciência.,Portuguese
Celui qui parle en public libêre sa tête.,Portuguese
Une déclaration ou une confession publique soulage et libêre la conscience.,Portuguese
He who speaks in public frees up his head.,Portuguese
A public declaration or confession alleviates and relieves one's mind.,Portuguese
"OYO KAKABUKANGA KO, YANDI KAYEDL, YANDI KALUNGI (YANI",Portuguese
KANUNGI.,Portuguese
"Quem nunca se aventura: nem perde, nem vence.",Portuguese
"«Quem fica sentado seca, quem vai lambe». Segundo o Pe. António Vieira, «vale",Portuguese
mais temer um exército de ovelhas comandadas por um leão que um exército de,Portuguese
"leões comandados por una ovelha»: Um é audacioso, o outro é tímido.",Portuguese
Qui ne s'aventure jamais ne perd ni ne vainc.,Portuguese
"«Qui reste assis sêche, qui va lêche». Selon le Pêre António Vieira, il vaut mieux",Portuguese
292,Portuguese
craindre une armée de brebis commandées par un lion qu'une armée de lions,Portuguese
"commandés par une brebis»: I'un est audacieux, 'autre est timide.",Portuguese
He who does not venture shall not either lose or win.,Portuguese
"«He who remains sitting doesn't dry up, and he who goes licks». According to",Portuguese
"father António Vieira, «it is better to fear an army of ship led by a lion than an",Portuguese
"army of lions led by a ship»: one is audacious, the other is timid.",Portuguese
"OY'OKANGALA YE MBENDO, OYENDA KO NDÁ.",Portuguese
Quem viaja com um porta-carga vai longe.,Portuguese
O Mbendo ou porta-carga é uma espécie de alavanca que tem um buraco ou,Portuguese
"ponto de apoio, no qual se encaixa um bastão que sustenta o fardo quando o por-",Portuguese
tador levanta ou transfere uma parte do fardo da cabeça ou do ombro sobre o ala-,Portuguese
"vanca que assim partilha o peso com ele e lhe permite repousar, de pé, o tempo",Portuguese
necessário para se recuperar da fatiga. O mbendo ou porta-carga simboliza por-,Portuguese
"tanto um meio mecánico, que serva, para aliviar-se de vez em quanto, da pressão",Portuguese
de uma actividade cansativa.,Portuguese
"Para mostrar a importância de um tal ponto de apoio, Archimedes matemático e",Portuguese
"físico grego, exclamou uma vez e disse: «Dê-me um ponto de apoio e levantarei o",Portuguese
universo» (Arquimedes).,Portuguese
Qui voyage avec le mbendo ou porte-fardeau va loin.,Portuguese
Le Mbendo ou porte-fardeau est une espêce de levier pourvu d'un trou ou point,Portuguese
"d'appui, ou entre un bâton qui soutient le fardeau lorsque le porteur soulêve ou",Portuguese
transfert une partie du fardeau de la tête ou de I'épaule sur ce levier qui partage,Portuguese
"ainsi le poids avec lui et lui permet de ce fait de se reposer, tout debout, le temps",Portuguese
nécessaire pour se récupérer de sa fatigue. Le Mbendo ou porte-fardeau symbo-,Portuguese
lise ainsi tout moyen mécanique qui peut servir de diminuer toute pression d'une,Portuguese
activité harassante.,Portuguese
"Pour montrer l'importance de ce point d'appui, le mathématicien et physicien",Portuguese
"grec, Archimêde, sexclama une fois, en disant: «Donnez-moi un point d'appui et",Portuguese
je soulêverai I'univers» (Archimêde),Portuguese
"He who travels with a mbendo, a lever with a fulcrum or load-holder, goes far.",Portuguese
The mbendo or burden-holder is a sort of a lever provided with a hole or fulcrum,Portuguese
"or point of support, into which a staff enters and supports the load when the",Portuguese
"porter raises, moves or transfers it from his head or shoulder to the fixed point",Portuguese
from which the lever shares the weight with th porter and enables him to recover,Portuguese
his energy and give continuity to a tiresome activity.,Portuguese
"To show the importance of this lever and its pont of support, Archimedes, a",Portuguese
"mathematician and physicist Greek, who descovered the principles of lever and of",Portuguese
"gravity, exclaimed once saying:",Portuguese
«Give-me a fulcrum (a point of support) and I'll lift the universe» (Archimedes).,Portuguese
"OYO KATWELE NLELE KAMWENE NSONI KO, OYO UKUNTALA",Portuguese
KAMONA MPE NSONIKO.,Portuguese
"Se quem se despede não tem vergonha, também quem o olhar não terá vergonha.",Portuguese
A impudência é paga na mesma moeda.,Portuguese
293,Portuguese
"Si celui qui se déshabille n'a pas honte, celui qui le regardera n'aura pas honte",Portuguese
non plus.,Portuguese
On rend à I'homme effronté la monnaie de sa piêce.,Portuguese
"If he who takes off one's ciothe is not ashamed, he who will look to him will",Portuguese
not be ashamed either.,Portuguese
An impudent man is paid back in his own coin.,Portuguese
"OY'OMENGA, DIMBU NSIZA MESO.",Portuguese
"Quem te odeia, te olha de esguelha.",Portuguese
O provérbio indica que tu podes encontrar manifestações dissimuladas da parta,Portuguese
de quem tiver rancor contra ti.,Portuguese
"Qui vous hait, vous regarde de travers.",Portuguese
Le proverbe indique que tu peux rencontrer des manifestations dissimulées de la,Portuguese
part de celui nourrit une rancoeur contre toi.,Portuguese
"He who hates you, looks askance at you.",Portuguese
This saying indicates that you can find dissimilated manifestations from that who,Portuguese
hates you.,Portuguese
"OYO SIMBIDI KUMVINI MBUTA, ISIMBIDI KUMENO NKÉ (NLEKE).",Portuguese
Quem segura uma faca pelo seu cabo tem mais vantagem que aquele que a,Portuguese
segura pelo gume.,Portuguese
Este provérbio indica que quem maneja um assunto perigoso pode ser mais vul-,Portuguese
nerável do que aquele que trata de uma situação pacífica.,Portuguese
Celui qui tient le couteau par sa manche est plus avantagé que celui qui le,Portuguese
tient par le tranchant.,Portuguese
Ce proverbe indique que celui qui traite d'une affaire dangereuse peut être plus,Portuguese
vulnérable que celui qui traite d'une situation pacifique.,Portuguese
He who holds the knife by its handle is in better condition than he who han-,Portuguese
dles it by its edge.,Portuguese
This saying means that he who manages a dangerous business may be more vul-,Portuguese
nerabie than that who deals with a peaceful situation.,Portuguese
"OYO USWAMINI KU FUTA NKE, OYO USWAMINI KU MBUNDU MBUTA",Portuguese
(LUTIDN.,Portuguese
"Quem se-lhe escondeu na mata é pouco seguro, do que quem se escondeu no",Portuguese
coração.,Portuguese
«O fundo do coração é mais longinquo do que o fim do mundo».,Portuguese
Celui qui s'est caché dans la brousse est moins sâr que celui qui s'est caché,Portuguese
dans le coeur.,Portuguese
«Le fond du coeur est plus loin que le bout du monde».,Portuguese
He who's hidden in the bush is less secure than he who's hidden in his heart.,Portuguese
«The bottom of the heart is farther than the end of the world».,Portuguese
294,Portuguese
OY'OYUVULA KADYA KYA MBIKO (KYE MBIKO).,Portuguese
Quem pergunta não coma coisa má.,Portuguese
«Boca que fala não fica esfomeada» (Prov. Turco — R. Sha).,Portuguese
Celui qui se renseigne ne mange pas une chose mauvaise.,Portuguese
«La bouche qui parle ne reste pas affamée» (Prov. Turc - R. Sha).,Portuguese
"He who asks for information doesn't eat bad thing,",Portuguese
«The mouth which speaks doesn't remain hungry» (Turkish proverb — R. Sha),Portuguese
OYUVULA KAVILA KO.,Portuguese
Quem pergunta não se perde.,Portuguese
"«Quem tem a sua língua, a Roma vai». «Quem pede conselho transpõe a mon-",Portuguese
tanha; quem não o pede extravia-se mesmo na planície» (Prov. Turco — R. Sha).,Portuguese
Qui demande ne se perd pas.,Portuguese
"«Qui langue a, à Rome va. «Qui demande conseil transpose une montagne; qui",Portuguese
ne le demande pas s'égare même dans la plaine» (Proverbe turc— R. Sha),Portuguese
He who asks doesn't get lost.,Portuguese
"«Who has his tongue, gets to Roma». «He who seeks advice removes a mountain;",Portuguese
"he who does not seek it, gets lost even in the plain» (Turkish proverb — R. Sha).",Portuguese
295,Portuguese
