description,language
Many of those who are seated on the chairs will seat on the ground; and those,Portuguese
who are seated on the groung will take place on the chairs.,Portuguese
"This proverb, just like the first one, means that in this world all changes, for there",Portuguese
is nothing permanent in this life as the Bible declares in these terms:,Portuguese
"«Blessed are you who hunger now, for you will be satisfied»",Portuguese
"«Blessed are you who weep now, for you will laugh» (Luke 6:21), and to the",Portuguese
"others, it declares:",Portuguese
"«Woe to you who are well fed now, for you will go hungry».",Portuguese
"«Woe to you who laugh now, for you will moum and weep» (Luke 6:25).",Portuguese
"Hence, «he who laughs last laughs longest.»",Portuguese
"AFWIDI MU VITA KA ENA LUTANGU KO, MUN'ATUKIDI ENA YE",Portuguese
LUTANGU LWAU.,Portuguese
"Os que morreram na guerra são inumeráveis. Contudo, são conhecidos pelas",Portuguese
suas familias pelos seus nomes e números.,Portuguese
"Assim, durante a guerra, as famílias conhecem e choram os seus entes queridos",Portuguese
"mortos pela pátria, enquanto o estado os regista pelos seus nomes e soma o seu",Portuguese
número.,Portuguese
— Cada estado deve honrar os seus filhos tombados no campo de batalha pela,Portuguese
defesa do país e cada povo deve lembrar-se dos seus mártires.,Portuguese
"Ceux qui sont morts à la guerre sont innombrables. Néanmoins, ils sont con-",Portuguese
nus par leurs familles par leurs noms et nombres.,Portuguese
"Ainsi, pendant la guerre, les familles connaissent et pleurent leurs bien-aimés qui",Portuguese
"se sont sacrifiés pour leur patrie, tandis que W'état les enregistre nommément et",Portuguese
en totalise le nombre.,Portuguese
- Chaque état doit honorer ses fils tombés sur le champ de bataille pour la défen-,Portuguese
se du pays et chaque peuple doit se souvenir de ses martyres.,Portuguese
"Those who died in the war are numberless. However, they are known by their",Portuguese
families by their names and numbers.,Portuguese
"So, in time of war, the families know and lament their loved ones who sacrificed",Portuguese
themselves for their country and their state lists them by their names and adds up,Portuguese
their numbers.,Portuguese
— Each state must honour its sons who gave their life for the defence of their,Portuguese
country and every people must remember them.,Portuguese
AKENTO ANATI À NKALU ZA MAZA YE MAFUNDA MA MAMBU.,Portuguese
As mulheres são portadoras das calabaças de água e dos embrulhos de bisbi-,Portuguese
"lhotices, isto é, as mulheres são mais boateiras do que os homens.",Portuguese
«Ser uma mulher e calar-se são duas coisas incompatíveis.» (Tirso de Molina).,Portuguese
"Les fermmmes sont porteuses des calebasses d'eau et des paquets de commérages,",Portuguese
ce qui signifie que les femmes sont plus colporteuses de propos que les hommes.,Portuguese
«tre une femme et se taire sont deux choses incompatibles.» (Tirso de Molina).,Portuguese
30,Portuguese
"Women are carriers of the calabashes of water and of the pieces of gossips, that",Portuguese
means that women are more gossipmongers than men.,Portuguese
«To be a woman and to remain silent are two incompatible things.» (Tirso de,Portuguese
Molina).,Portuguese
AKENTO KUMI NGIN'AU!»: NGEYE MOSI UKIVUNANGA.,Portuguese
«Tenho dez mulheres»: Tens dez? «Tu te enganas a ti mesmo.»,Portuguese
"Estas tantas mulheres não são realmente todas tuas, pois: «quem muito abarca",Portuguese
pouco aperta.»,Portuguese
"«J'ai dix femmes.» Vraiment? Alors, tu te trompes toi-même.",Portuguese
"Toutes ces femmes ne sont pas réellement tes femmes, car «qui trop embrasse",Portuguese
mal étreint.»,Portuguese
«I have ten wives.» Really? You are then in error.,Portuguese
"All these many wives are not really yours, because: «who grasps all, looses all».",Portuguese
AKENTO NSAMBWADI ANETE NSENGO NSAMBWADI KU NKOKO,Portuguese
"ATOMBOKELE YE NGANDU NSAMBWADI, AVO AKALA NSAMBWADI",Portuguese
"ANETE TANZI NSAMBWADI, WANA SIMBI NSAMBWADI ATOMBOKA YAU.",Portuguese
Sete mulheres foram ao rio com sete enxadas e trouxeram sete crocodilos. Se,Portuguese
"sete homens forem ao mesmo rio com sete machados, trarão certamente sete",Portuguese
sereias.,Portuguese
Este provérbio significa que «as grandes causas produzem grandes efeitos».,Portuguese
Sept femmes sont allées à la rivitre avec sept houes et sont rentrées avec sept,Portuguese
"crocodiles. Si sept hommes y vont avec sept haches, ils en rameront sept sirênes.",Portuguese
«Les grandes causes produisent de grands effets».,Portuguese
Seven women went to the river with seven hoes and brought back seven cro-,Portuguese
"codiles. If seven men go to the same river with seven axes, they will certainly",Portuguese
bring out seven sirens.,Portuguese
«Great causes produce great effects».,Portuguese
"AKI NANZIMA, MBÃLU ANTIMA ANWANINANGA YE MAZUNU MA",Portuguese
NKELE M'ANKONGO.,Portuguese
As civetas dizem: «Lutamos contra as bocas de espingardas dos caçadores por,Portuguese
causa da sua crueldade.»,Portuguese
Refere-se a pessoas revoltadas que justificam a sua violência pela maldade exces-,Portuguese
siva dos seus inimigos.,Portuguese
Les civettes disent: «C'est à cause de la cruauté des chasseurs que nous luttons,Portuguese
contre les bouches de leurs fusils.»,Portuguese
Le proverbe se réfêre à des personnes révoltées qui justifient la violence de leur,Portuguese
vengeance par la cruauté infernale de leurs ennemis.,Portuguese
The civets-cats say: «It is for the cruelty of the hunters towards us that we stri-,Portuguese
ke with their rifles: muzzles.»,Portuguese
This saying refers to revolted persons who justify the violence of,Portuguese
their revenge against their enemies owing to the wickedness of the latter.,Portuguese
31,Portuguese
"AKULU ADYA MBÁ (NGAZI), ATAWULE NKAMFI.",Portuguese
Os antepassados comeram as nozes da palmeira e deitaram os sobejos.,Portuguese
Os antepassados cumpriram os seus deveres e transmitiram o facho às novas,Portuguese
gerações. Agora é a vez destas de se mostrarem dignas da herança recebida.,Portuguese
Les ancêtres ont mangé les noix de palme et en ont jeté les déchets.,Portuguese
Les ancêtres ont rempli leur mission et ont passé le flambeau aux nouvelles généra-,Portuguese
tions. 1 appartient maintenant à ces derniêres de se montrer dignes de leur héritage.,Portuguese
The forebears ate the palm nuts and threw out the remains.,Portuguese
The forefathers fulfilled their duties and handed on the torch to the new genera-,Portuguese
tions. It is now up to these to be worthy of their legacy.,Portuguese
"AKUNDI KAKONDI, AKUNDI KASAKI.",Portuguese
"«Não» à falta de amigos, e «não» a numerosos amigos.",Portuguese
"«Amigos: nem nenhum, nem muitos».",Portuguese
«Ter muitos amigos é como não ter amigo algum com que contar».,Portuguese
"Contudo, «Viver sem amigo é morrer sem testemunha» (G.Herbert).",Portuguese
«O homem vue tem muitos amigos pode congratular-se: mas há um amigo mais,Portuguese
chegado do que um irmão» (Proverbios: 18:24).,Portuguese
"«Non» au manque d'amis, et «non» à un grand nombre d'amis.",Portuguese
"«Des amis: ni aucun, ni beaucoup».",Portuguese
"«Avoir beaucoup d'amis, c'est n'avoir point d'amis».",Portuguese
"Cependant, «vivre sans ami, c'est mourir sans témoin» (G.Herbert).",Portuguese
«Celui qui a beaucoup d'amis les a pour son malheur. Mais il est tel ami plus atta-,Portuguese
ché qu'un frêre» (Prov. 18:24).,Portuguese
"No to lack of friends, no to a great number of friends.",Portuguese
"«About friends: neither none, nor many».",Portuguese
«To have too many friends is to have no friends».,Portuguese
"Yet, «to live without a friend is to die without a witness» (G.Herbert).",Portuguese
"«A man with many companions may come to ruin, but there is a friend who",Portuguese
sticks closer than a brother» (Prov. 18:24).,Portuguese
AKWA NGANGU YE NGANGU KALENDI TUNGILA VA KIMOSIKO.,Portuguese
"Dois intelectuais não podem conviver juntos, pois os seus talentos, envez de",Portuguese
"uni-los, opônem-nos.",Portuguese
Como «dois galos não podem cantar na mesma capoeira» também «os grandes,Portuguese
homens não podem aturar-se uns aos outros e quase não têm o espírito. É bom,Portuguese
misturá-los com os pequenos.» (Anatole France).,Portuguese
«A Arrogancia diminui a sabedoria» (Provérbiob Arábico - in «The Book of Pro-,Portuguese
verbs by Paul Rosenzweig»).,Portuguese
"Deux intellectuels ne peuvent pas vivre ensemble, car leur savoir, au lieu de",Portuguese
"les unir, les oppose.",Portuguese
"Comme «deux coqgs ne peuvent pas chanter dans le même poulailler»,",Portuguese
"Aussi «les grands hommes ne peuvent-ils se supporter les uns les autres, ils nont",Portuguese
guêre d'esprit. Il est bon de les mêler aux petits.» (Anatole France).,Portuguese
32,Portuguese
«Larrogance diminue la sagesse» (Proverbe arabe — in «The Book of Proverbs —,Portuguese
by Paul Rosenzweig»).,Portuguese
"Two intellectuals cannot live together, because their talents breed contempt.",Portuguese
"As «two roosters cannot sing in the same hen coop»,also «great men",Portuguese
"cannot abide with one another, as they don have spirit. It is wise to mingle",Portuguese
them with the little ones.» (Anatole France).,Portuguese
«Arrogance diminishes wisdom» (Arabic proverb — in «The Book of Proverbs - by,Portuguese
Paul Rosenzweig»).,Portuguese
"AKWA NGUBA KANGU NKATU, AKWA KANGU NGUBA NKATU.",Portuguese
"Os que têm amendoins não têm torradeira, os que têm torradeira não têm",Portuguese
amendoins.,Portuguese
«Deus dá nozes a quem não tem dentes.»,Portuguese
"Ceux qui ont des arachides n'ont pas de poêles, ceux qui ont des poêles n'ont",Portuguese
pas d'arachides.,Portuguese
«Dieu donne des noisettes à ceux qui n'ont pas de dents.»,Portuguese
"Those who have peanuts (groundnuts) don't have frying pans, and those who",Portuguese
have frying pans don't have peanuts (groundnuts).,Portuguese
«God gives almonds to those who don't have teeth».,Portuguese
AKWENDA MALEMBE ATA MASAKUBA SUNGULA NGEYE UTA,Portuguese
KWEND'E NTINU.,Portuguese
"Os que vão devegar são susceptíveis de tropeçar, com maior razão tu que vais",Portuguese
correndo!,Portuguese
«Devagar que tenho pressa».,Portuguese
«Quem tem pressa de mais tropeça no fim».,Portuguese
«A pressa é inimiga da perfeição».,Portuguese
"Ceux qui vont lentement sont susceptibles de trébucher, à plus forte raison toi",Portuguese
qui vas en courant !,Portuguese
«Plus on se hãte moins on avance» ou «Qui trop se hãte reste en chemin?»,Portuguese
«Qui s'empresse trop finit par trébucher à la fin».,Portuguese
"He who goes slowly is likely to stumble, all the more so you who go running?",Portuguese
«More haste less speed». «Haste makes waste».,Portuguese
ALAMBI AYINGI MADIA AYIVISANGA.,Portuguese
Muitos cozinheiros estragam a sopa.,Portuguese
"«Quando muitos homens envolvem-se num assunto, o resultado é uma confu-",Portuguese
são.» (L.& R. Flavel).,Portuguese
Trop de cuisiniers gátent la soupe.,Portuguese
"«Lorsque plusieurs hommes s'engagent dans une affaire, il en résulte une confu-",Portuguese
sion.» (L.& R. Flavel).,Portuguese
Too many cooks spoil the soup.,Portuguese
"«When too many people are involved in a project, it results in chaos.» (L.& R.",Portuguese
Flavel).,Portuguese
33,Portuguese
ALEK'AYOKANGA NDUNGU AKOVOLWESANG'AZITU.,Portuguese
Os jovens que queimam gindungu (piri-piri) fazem tossir os sogros.,Portuguese
«O mau comportamento dos jovens envenena as relações dos adultos.»,Portuguese
Les jeunes qui brilent du piment font tousser les beaux-parents.,Portuguese
«Le mauvais comportement des jeunes empoisonnent les relations des adultes.»,Portuguese
The youth people who bum red pepper make cough the in-laws.,Portuguese
«The bad behaviour of the youth sours the elders' relations.»,Portuguese
"ALEKE, NTU MIA NZENZE KA MITWANGA MWAMBA KO.",Portuguese
Os jovens são como cabeças de grilos que não suavizam os temperos.,Portuguese
Diz-se dos jovens que não se conformam com os conselhos dos seus pais ou dos,Portuguese
adultos em geral..,Portuguese
"Les jeunes sont des têtes de grillons, qui sont difficilement assaisonnés avec la",Portuguese
sauce.,Portuguese
Se dit des jeunes qui ne s'accommodent pas aux conseils de leurs,Portuguese
parents ou des adultes en général.,Portuguese
Young people are as cricket-heads which are not well seasoned by any ingre-,Portuguese
dients.,Portuguese
Said of young people who don't comply with their parents or old peopole's advice.,Portuguese
"ALELE ANTU, ASIKAMA A MPOFO.",Portuguese
"Os adormecidos são homens activos, os despertados são homens cegos.",Portuguese
Este provérbio refere-se à actividade de um homem adormecido e um outro em,Portuguese
"estado de vigia, e mostra que a actividade do homem adormecido dirigido pelo",Portuguese
seu subconsciente é mais eficiente que a do homem despertado. «Na vida terres-,Portuguese
"tre, segundo J. G. Bourgeat, há dois estados absolutamente distintos: o estado de",Portuguese
vigia destinado ao trabalho fecundo para aquisição das virtudes que se consubs-,Portuguese
"tanciam numa só: isto é, a prática da fraternidade; e o estado de sono em que a",Portuguese
"alma não é de modo algum adormecida, pois procura afuroar sem cessar em",Portuguese
"todos os lados, para reencontrar, através da floresta obscura que é a vida, o cami-",Portuguese
"nho que leva à Montanha, à Luz, à Felicidade, a Deus!».",Portuguese
"Segundo o Dr. Maxwell Maltz, «é durante o sono que o mecanismo criativo tem a",Portuguese
oportunidade ideal de trabalhar melhor independentemente da interferência da,Portuguese
"consciência, e que, por outro lado, segundo o Dr. Joseph Murphy, «o sono é uma",Portuguese
lei divina e que muitas das respostas aos nossos problemas nos vêm quando esta-,Portuguese
"mos profundamente adormecidos na cama.» Para G.S. Litchtenberg, «não dormi-",Portuguese
"mos somente para dormir, mas para agir», pois, segundo Eschyle, «o espírito",Portuguese
"durante o sono tem claras visões», e dai a afirmação de que «o dormir é um meio",Portuguese
de sustento».,Portuguese
"Les endormis sont des hommes actifs, les éveillés sont des aveugles.",Portuguese
Ce proverbe se réfêre à Vactivité de I'homme endormi et d'un autre en état de,Portuguese
"veille, et montre que V'activité de !homme endormi, sous le contrôle du subcons-",Portuguese
"cient, est plus efficiente que celle de Yhomme éveillé. En effet, dans la vie terres-",Portuguese
"tre, selon J.G.Bourgeat, il y a deux états absolument distincts: I'état de veille,",Portuguese
34,Portuguese
"destiné au labeur fécond, à l'acquisition des vertus, qui se condensent en une",Portuguese
"seule, c.à.d: la pratique de la Fraternité; et I'état de sommeil, oú I'âme n'est nulle-",Portuguese
"ment endormie, car elle cherche, sans cesse, à fureter partout, pour retrouver, à",Portuguese
"travers la forêt obscure qu'est la vie, le chemin qui mêne à la Montagne, à la",Portuguese
"Lumiêre, au Bonheur, à Dieu!».",Portuguese
"Selon le Dr. Maxwell Maltz, «c'est durant le sommeil que le mécanisme créatif a",Portuguese
une opportunité idéale de travailler mieux indépendamment de Yinterférence de,Portuguese
"la conscience, et que d'autre part, suivant le Dr. Joseph Murphy, «le sommeil est",Portuguese
une loi divine et beaucoup de réponses à nos problêmes nous viennent quand,Portuguese
"nous sommes profondément endormis dans le lit». Pour G.S. Litchtenberg, «on",Portuguese
"ne dort pas pour dormir, mais pour agir» et, selon Eschyle, c'est dans le sommeil",Portuguese
que I'esprit a de claires visions». D'oú Vaffir-mation selon laquelle «qui dort,Portuguese
dine.»,Portuguese
"Those who are asleep are active people, while those who are awake are blind",Portuguese
ones.,Portuguese
This saying refers to the activity of a man in the state of sleeping and another in,Portuguese
"that of awakening and shows that the sleeping person, under subconscious con-",Portuguese
"trol, is more efficient than the waking man.",Portuguese
"As a matter of fact, and according to J:G.Bourgeat, in this earthly life, there are",Portuguese
"two states absolutely distinct: the awakening state, destined to the fecund labor,",Portuguese
"to the acquisition of the virtues, which are consolidated in a single one: the prac-",Portuguese
tice of the brotherhood.; and the sleeping state in which the soul is not in the,Portuguese
"least sleeping, for it seeks unceasingly to ferret everywhere, in order to find",Portuguese
"again, through the dark forest which means the life, the way which leads to the",Portuguese
"Mountain, to the Light, to the Good Fortune, to God!». According to Maxwell",Portuguese
"Maltz, «in sleep the creative mechanism has an ideal opportunity to work best,",Portuguese
"independenily of the conscious interference,» and, on the other hand, according",Portuguese
"to Dr. Joseph Murphy, «the sleep is a divine law and many answers to our pro-",Portuguese
blems come to us when we are deeply fallen in sleep in bed.» As for G.S. Litch-,Portuguese
"tenberg, «we don't sleep only to sleep, but to act,» and according to Eschyle, «it is",Portuguese
"in sleeping, that the spirit has clear visions», hence, he who sleeps forgets his",Portuguese
"hunger, because «to sleep is to dine.»",Portuguese
"AMBOTE I AKWENDANGA, AMBII ASALANGA.",Portuguese
"Os bons partem cedo, os maus ficam mais tempo.",Portuguese
O adágio significa que os bons morrem cedo ao passo que os maus vivem mais,Portuguese
tempo.,Portuguese
«Má erva cresce sempre».,Portuguese
"Les bons sent vont, et les mauvais restent.",Portuguese
"Cet adage signifie que les bons meurent si tôt, tandis que les mauvais vivent long-",Portuguese
temps.,Portuguese
«Mauvaise herbe croit toujours».,Portuguese
Good people go and bad ones remain.,Portuguese
"This saying means that good people die earlier, while bad ones live longer.",Portuguese
«Ill weeds grow apace».,Portuguese
35,Portuguese
AMBUTA ATUKANIKINA VO KATUDYE NKASA ZA NKUKUTU YOVO,Portuguese
WANDU WA NKUKUTU KO.,Portuguese
Os antepassados proibiram-nos de comer feijões crus.,Portuguese
Este adágio é utilizado para incutir ou reforçar o respeito de uma tradição ou de,Portuguese
um preceito legado pela antiga sabedoria.,Portuguese
«Não removas os limites antigos que fizeram teus pais» (Prov. 22:28).,Portuguese
«Guardem os preceitos e viverão mais tempo».,Portuguese
«O costume é o quinto elemento no universo» (Provérbio árabo).,Portuguese
Les aieux nous ont interdit de manger des haricots crus.,Portuguese
Cet adage est utilisé pour inspirer ou reforcer le respect d'une tradition ou d'une,Portuguese
rêgle léguée par la sagesse antique.,Portuguese
"«Ne déplace pas la borne ancienne, que tes parents ont posée» (Prov. 22:28).",Portuguese
«Respecte les principes de la vie et tu vivras longtemps».,Portuguese
«La coutume est le cinquiême élément dans l'univers» (Prov. Arabe).,Portuguese
Our forbears forbade us to eat uncooked beans.,Portuguese
This saying is used to enhance the respect of a tradition or a principle prescribed,Portuguese
by our forefathers.,Portuguese
«Never move an old boundary-mark that your ancestors established» (Prov. 22:28).,Portuguese
«Keep the principles your ancestors left you and you'll live longer».,Portuguese
«The custom is the fifth element in the universe» (Arab proverb).,Portuguese
AMBUTA KADI KUSISILA NZUNDU KO AVO KAMONT,Portuguese
"MPINU KO YOVO: AMBUTA ASISILA NZUNDU, MPINU AMONA.",Portuguese
Os velhos não te teriam investido da autoridade se não te tivessem julgado capaz,Portuguese
mas porque confiaram na tua sabedoria.,Portuguese
Este provérbio é um reconhecimento da competência dos jovens que assumem,Portuguese
sabiamente as responsabilidades herdadas dos seus mais velhos ou antepassados.,Portuguese
"Assim, foram escolhidos como seus dignos sucessores porque mostraram-se dig-",Portuguese
nos da sua confiança.,Portuguese
"Les vieux qui t'investirent de leur autorité s'étaient confié à ta sagesse, ou les",Portuguese
vieux ne t'auraient pas investi de V'autorité s'ils ne t'avaient pas trouvé capable.,Portuguese
Ce proverbe est une reconnaissance de la compétence des jeunes qui assument,Portuguese
"sagement les responsabilités héritées de leurs vigux ou ancêtres, qui les ont choi-",Portuguese
sis comme leurs dignes successeurs.,Portuguese
The elders could not have invested you with authority if they did,Portuguese
"not find you capable, they chose you because they trust you for being wise.",Portuguese
This proverb is a recognition of the competence of the young people who wisely,Portuguese
assumed the responsibilities inherited from their elders who had found them,Portuguese
worthy like their successors.for having deserved their confidence.,Portuguese
"AN'A FUTANGA MBI IVANGANGA MASE MAU Yovo N'NDIA MFUKA 5,",Portuguese
KANSI MEUTI À MFUK A: MWANA.,Portuguese
"O filho sofre da maldade do pai - ou quem se individa é o pai, mas quem paga",Portuguese
a dívida é o filho.,Portuguese
36,Portuguese
"O mal que comete um homem o segue e afecte directamente na sua cane, ou",Portuguese
indirectamente através dos seus filhos.,Portuguese
«O mal que semeia uma grande pessoa cresce sobre a cabeça do seu filho» (pro-,Portuguese
vérbio Ashanti — citado por M.Maurois — Larousse).,Portuguese
"Le fils souffre du mal du pêre - ou celui qui s'endette est le pêre, mais qui",Portuguese
paye la dette est le fils.,Portuguese
"Le mal que commet un homme le suit et I'atteint directement dans sa chair, ou",Portuguese
indirectement à travers ses enfants.,Portuguese
«Le mal que sême un grand personnage pousse sur la tête de son fils» (proverbe,Portuguese
Ashanti — cité par M. Maurois — Larousse).,Portuguese
"The son suffers from the evil of his father, - he who gets in debt is the father,",Portuguese
but who pays the bill is the his son.,Portuguese
"The evil that a man does follows and affects him directly in his flesh, or indirectly",Portuguese
through his sons.,Portuguese
«The evil that a great person sows grows on his child's head» (Ashanti proverb —,Portuguese
quoted by M.Maurois — Larousse).,Portuguese
AN'A MBWA KA VITA TEMONA MESO KO EKUMA IMANATA NGUDI,Portuguese
A MBWA MENGIL,Portuguese
Os cachorrinhos não abrem cedinho os olhos por causa de muitas maldades da,Portuguese
sua mãe.,Portuguese
As maldades dos pais repercutem-se na sua progenitura.,Portuguese
«Muitas vezes o pequeno javali paga pelos estragos do javali adulto» (prov. Dina-,Portuguese
marquês - R.Sha).,Portuguese
"«Os pais comeram uvas verdes, e os dentes dos filhos se embotaram» (Jerernía",Portuguese
31:29).,Portuguese
Les chiots ne peuvent pas ouvrir les yeux à cause des méfaits de leur mêre.,Portuguese
Les méfaits des parents se répercutent sur leur progéniture.,Portuguese
«Les pêres ont mangé des raisins verts et les dents des enfants en ont été agacées»,Portuguese
(Jéremie 31:29).,Portuguese
"«Beaucoup de fois, le petit sanglier paye pour les ravages du sanglier adulte»",Portuguese
(prov. Danois — R.Sha).,Portuguese
The pups cannot open their eyes because of too many misdeeds of their mother.,Portuguese
The misdeeds of the parents have repercussion on the ofíspring.,Portuguese
"«The fathers have eaten sour grapes, and the children's teeth are set on edge»",Portuguese
(Jeremy 31:29).,Portuguese
"«Many times, the young boar pays for the damages of the old boar» (Danish pro-",Portuguese
verb — R.Sha).,Portuguese
"AN'ANGUDI AVATILA VA MOSI KANSI, E MWINGILU 1 MBUTA.",Portuguese
"Os filhos de uma mesma mãe que lavram num mesmo campo, devem precaver-",Portuguese
-se contra possíveis contendas demarcando primeiramente os limites de suas,Portuguese
propriedades respectivas.,Portuguese
"«Sede irmãos na vida comum, mas estranhos nos negócios» (Prov.Árabe - Rosa Sha).",Portuguese
37,Portuguese
"«Mais vale prevenir do que remediar» pois, «as propriedades são fontes de confli-",Portuguese
tos entre irmãos.»,Portuguese
"Les fils d'une même mêre qui travaillent dans un même champ, doivent éviter",Portuguese
des conflits possibles en délimitant de prime abord leurs proprietés respecti-,Portuguese
ves.,Portuguese
"«Soyez frêres dans la vie commune, mais étrangers dans les affaires» (Prov. Arabe",Portuguese
— Rosa Sha).,Portuguese
"«Mieux vaut prévenir que guérir» car, «les propriétés sont des sources de conflits",Portuguese
entre les frêres.»,Portuguese
The children of the same mother who work in a field must prevent possible,Portuguese
conflit by demarcating from the outset the boundaries of their respetive pro-,Portuguese
perties.,Portuguese
"«Be brothers in the common life, but strangers in business» (Arabic prov. — Rosa",Portuguese
Sha).,Portuguese
«Prevention is better than cure» because «properties are sources of conflicts,Portuguese
among siblings or brothers».,Portuguese
ANSIDIDI MBOLONGO YA TIYA VA MOKO.,Portuguese
Puseram-lhe uma beringela quente na mão .,Portuguese
Este provérbio é o mesmo que «colocar uma batata quente na mão de alguém ou,Portuguese
embaraçá-lo com um problema de difícil solução».,Portuguese
On lui a mis une aubergine chaude dans la main.,Portuguese
Ce proverbe est utilisé quand quelqu'un est mis dans une situation três embarras-,Portuguese
"sante,",Portuguese
They put a hot aubergine into his hand.,Portuguese
This saying is used when someone is found in an awkward position.,Portuguese
"ANTU OLE ANWANANGA, WA NTATU M'VAMBUDI.",Portuguese
"Quando duas pessoas estão a lutar, uma terceira deve separá-las e servir de",Portuguese
reconciliador.,Portuguese
«Dois que se batem e um terceiro que serve de árbitro ou conciliador» (provérbio,Portuguese
escocês — citado por M. Maloux — Larousse).,Portuguese
"«Quem pode mas não impede, peca» (Antoine Loisel).",Portuguese
"Quand deux personnes luttent, une troisiême doit les séparer et leur servir de",Portuguese
réconciliateur.,Portuguese
"«Deux qui se battent, un troisiême doit servir d'arbitre ou de conciliateur» (pro-",Portuguese
verbe écossais cité par M. Maurice - Larousse).,Portuguese
"«Qui peut mais n'empêche, pêche» (Antoine Loisel).",Portuguese
"When two men are fighting, a third one must separate them and act as an",Portuguese
appeaser or conciliator.,Portuguese
«Too who are fighting and a third who is the arbiter or conciliator»,Portuguese
(Scotch proverb - quoted by M. Maloux — Larousse).,Portuguese
"«Who can but does not impede, sins» (Antoine Loisel).",Portuguese
38,Portuguese
"A TUMA AVAVA, ANATI À NSANGU A ENGI (A INGI).",Portuguese
"Os mensageiros são raros, os boateiros abundam.",Portuguese
«Más novas viajam depressa.»,Portuguese
"Les messagers sont rares, les colporteurs de nouvelles abondent.",Portuguese
«Les mauvaises nouvelles voyagent vite.»,Portuguese
"Messengers are few, newsmongers are many.",Portuguese
«Bad news travel fast.»,Portuguese
"AVITA ASUKININA, ASUKININA AVITA,",Portuguese
Os primeiros serão os derradeiros e os derradeiros serão os primeiros (Mat. 20:16).,Portuguese
Este provérbio é um conselho de não dormir sobre os louros mas de fazer um,Portuguese
esforço sustentado em qualquer actividade importante da vida.,Portuguese
Les premiers seront les derniers et les derniers seront les premiers (Mat. 20:16).,Portuguese
Ce proverbe est un conseil de ne pas dormir sur ses lauriers mais de faire un,Portuguese
effort soutenu dans toute activité importante de la vie.,Portuguese
"The first will be last, and the last will be first (Mat.20:16).",Portuguese
This proverb is an advice for ús not to rest on our laurels but to make a,Portuguese
sustained effort in any important activity of life.,Portuguese
