description,language
ly or clan. «Only someone else can scratch your back» (African proverb). The,Portuguese
"antidote against the morbid tendency to the incest, to the endogamy or to the",Portuguese
"pedophilia, consists in the exuberance of the nature full of human especies",Portuguese
whose attractive forces unite more than the repulsvie forces and provide more,Portuguese
solutions than problems to the exogamy everyshere.,Portuguese
"WOLE DIVAYIKISI NTU KUNSEKE (KUNZILA), KUNA MFINDA DITUKIDI",Portuguese
NKATA DIFUNDIDI (DIZINGIDI).,Portuguese
Um enredo de liana que mostra a cabeça no caminho é um sinal de que ele está,Portuguese
grandemente enrolado dentro da floresta.,Portuguese
341,Portuguese
"Quando um facto ou um mal revela os seus efeitos ao grande dia, é uma indica-",Portuguese
"ção de que já fez a sua obra no silêncio, pelo que se torna tarde de preveni-lo.",Portuguese
Resta só eridicá-lo ou aguentar as suas consequências. Este provérbio é também,Portuguese
explicável pelo exemplo de um icerberg cuja parte visível na superfície represente,Portuguese
apenas 1/10 ou 10% da sua massa total.,Portuguese
Un enchevêtrement de lianes qui montre sa tête sur la route est une indication,Portuguese
qu'il est grandement enroulé dans la forêt.,Portuguese
"Quand un fait ou un mal révele au grand jour ses effets, c'est un signe qu'il a déjã",Portuguese
fait son ceuvre en silence. Il ne reste plus qu'ã I'éradiquer ou en souffrir les,Portuguese
conséquences. Ce proverbe est aussi explicable par I'exemple de iceberg dont la,Portuguese
partie visible ne représente que 1/10 ou 10 % de sa masse totale.,Portuguese
An entanglement of threads which shows its head in the road indicates that it,Portuguese
is highly entangled within the forest.,Portuguese
"When the effects of a fact or an evil come to light, it is an indication that it has",Portuguese
"already done its work in the darkness, so that it remains only one alternative,",Portuguese
either to root out the evil or to suffer its consequences. This saying can also be,Portuguese
explained by the exemple of an iceberg whose visible pari on the surface repre-,Portuguese
sents but 1/10 ir 10% of its total mass.,Portuguese
"WONGA KA USAKI, UNKABU MPE KA USAKI.",Portuguese
"Não convem agir temerariamente, nem timidamente.",Portuguese
"«Em nada a demasia, a virtude está no meio».",Portuguese
"Ni témérairement, ni timidement.",Portuguese
"«En tout, il faut garder le juste milieu».",Portuguese
"Neither rashly, nor timidly.",Portuguese
"«In everything, it is wise to keep the golden mean».",Portuguese
"WUTA KAKUBADIDI KO, TEKOLA KUBADIDI.",Portuguese
Não basta ter só filhos mas também netos e bisnetos.,Portuguese
"Os teus filhos são apenas a tua segunda geração, ao passo que os netos e bisnetos",Portuguese
constituem as gerações que asseguram a sua continuidade no futuro. É por isso que,Portuguese
"«as crianças das crianças são a coroa dos velhos, e os pais são a glória das suas crian-",Portuguese
"ças»,",Portuguese
"Avoir seulement des enfants ne suffit pas, mais faut-il avoir aussi des petits-",Portuguese
fils et arriêre-petits-fils.,Portuguese
"Tes enfants ne sont que ta seconde génération, alors que les petits-fils et arriêre-",Portuguese
petits-fils constituent les générations qui assurent la continuité dans le futur. C'est,Portuguese
"pour cela que «les enfants des enfants sont la couronne des vieillards, et les pêres",Portuguese
sont la gloire de leurs enfants».,Portuguese
"To generate only children is not enough, but it is necessary to have also grand-",Portuguese
sons and great-grandsons.,Portuguese
"While your sons are but your second generation, your grand-sons and great-",Portuguese
grandsons are the generations which secure the continuity of the future. This is,Portuguese
"why «the children of the children are the crown of the old men, and the parents",Portuguese
are the glory of their children».,Portuguese
342,Portuguese
"WUTIDI MWANA KAKODI KO, MBAKA WANZOLELA KAKALA E?",Portuguese
"Geraste um filho e não queres que cresça, quiseste que fosse anão?",Portuguese
"Dito de um pai egoísta, invejoso dos sucessos do seu próprio filho. Ora, desneces-",Portuguese
sário seria dizer que a nobre ambição de um pai para com o seu filho ou seus,Portuguese
filhos deveria ser como a de João Baptista em favor de Jesus: «É necessário que,Portuguese
ele cresça e que eu diminua» (João 3:30).,Portuguese
"«Que um pai não inveje o filho, nem o mestre o seu discípulo» (Prov. Judaico —",Portuguese
Rosa Sha).,Portuguese
Vous avez engendré un fils et vous ne voulez pas qu'il croisse; avez-vous voulu,Portuguese
qu'il fút nain?,Portuguese
"Se dit d'un pêre égoiste, jaloux des succês de son propre fils. Or, inutile de dire",Portuguese
que I'ambition noble d'un pêre doit être comme celle de Jean Baptiste en faveur,Portuguese
de Jésus: «Il faut qu'il croisse et que je diminue» (Jean 3:30).,Portuguese
"«Qu'un pêre n'envie son fils, ni le maitre son disciple» (Prov. Judaique — Rosa Sha).",Portuguese
You generated a son and don't like him to grow up; would you like him to be,Portuguese
a dwarf?,Portuguese
"Said of an egoist father, jealous of successful undertaking of his own son. But",Portuguese
needless to say that the noble ambition of a father about his child or children,Portuguese
must be that like of John the Baptist about Jesus: «He must increase or become,Portuguese
greater; but I must decrease or become less» (John 3:30).,Portuguese
"«A father must not envy his son, nor a master his disciple» (Judaic prov. - Rosa Sha).",Portuguese
"WUTÍDI VA ZANDU, KANATI NSANGU KO, AWONSO VENA ZANDU",Portuguese
WANTU AKU E?,Portuguese
Deste a luz à uma criança no mercado e quiseste que ninguém divulgasse a,Portuguese
notícia; todos os que estiveram no mercado estão no teu serviço para impedi-,Portuguese
-los de o fazer?,Portuguese
«Tudo que é visto e sabido por toda a gente é senão «um segredo de polichinelo».,Portuguese
Vous avez donné naissance à un bébé dans un marché et voudrez que personne,Portuguese
ne divulgue la nouvelle; sont-ils à votre service tous ceux qui étaient présents,Portuguese
"au marché, pour les empêcher de le faire?",Portuguese
«Tout ce qui est fait au vu et au su de tout le monde n'est qu'un secret de polichi-,Portuguese
nelle».,Portuguese
You gave birth to a child in a market and didn like at all the news to be,Portuguese
divulged or revealed by anyone; are yours all the people who where in the,Portuguese
market?,Portuguese
Ali what is known by all people is but «an open secret».,Portuguese
"WUTUKILA VA NKOKO A NENE, IZAYA TÁ MAZA.",Portuguese
Nascer na margem de um grande rio prepara a saber nadar.,Portuguese
"Este provérbio enaltece o meio físico na formação do homem, pelas influências e",Portuguese
oportunidades que oferece aos que nele vivem e se desenvolvem.,Portuguese
Naítre au bord d'une grande riviêre prépare a savoir nager.,Portuguese
"Ce proverbe souligne le caractêre formateur du milieu physique, de par les",Portuguese
influences et opportunités qu'il offre à ceux qui y vivent et s'y développent.,Portuguese
343,Portuguese
To be bom on the bank of a big river prepares to know to swim.,Portuguese
This saying shows the importance of the fiscal middle in the education and cul-,Portuguese
tural development of those who live in.,Portuguese
"WUTUKA KUVITANGA, LONGO SUKININA LUSUKININANGA.",Portuguese
"O nascimento precede, o casamento segue depois.",Portuguese
Este provérbio indica que «os laços do sangue prevalescem aos laços matrimo-,Portuguese
"niais, ou a família dos sogros» (Prov. Yaka). Contudo, o marido e a mulher, que se",Portuguese
tornam ambos uma mesma carne pela instituição de casamento e os filhos nasci-,Portuguese
"dos deles, «tornam-se unidos pela voz e a força de sangue», e gozam das vanta-",Portuguese
gens recíprocas que o contrato matrimonial lhes confere egualitariamente.,Portuguese
"La naissance précêde, le mariage suit.",Portuguese
Ce proverbe indique que «les liens du sang I'emportent sur les liens matrimo-,Portuguese
"niaux, la famille sur la belle-famille» (Prov.Yaka). Cependant, le mari et la",Portuguese
"femme, devenus une même chair par leur mariage, et les enfants engendrés par",Portuguese
"eux, «deviennent unis par la voix et la force du sang», et jouissent des avantages",Portuguese
réciproques que leur contrat matrimonial leur confêre équitablement.,Portuguese
"Birth precedes, marriage follows.",Portuguese
This saying means that «the same blood links prevail over matrimonial links: This,Portuguese
"means that the family prevails over the in-Laws» (Yaka proverb). However, the",Portuguese
"husband and his wife who both became one flesh through marriage institution,",Portuguese
"and their ofísprings, «become united through the voice and the force of the",Portuguese
blood» and have the reciprocal advantages that their matrimonial contract grant,Portuguese
them equitably.,Portuguese
344,Portuguese
Y,Portuguese
YAMBULA VANGA MBL KITUKA MUNTU WAMBOTE WAWU UNA YE,Portuguese
"NTANGU, KADI KUZEYE KO OMA MAKUVINGILA KUNTWALA.",Portuguese
Desiste de fazer o mal e torna-te num homem de bem enquanto ainda tens,Portuguese
"tempo, pois não sabes o que te espera para a frente.",Portuguese
«Não procedas como se tivesses de viver dez mil anos. O inevitável está suspenso,Portuguese
"sobre ti. Enquanto viveres e quando te for possível, torna-te num homem de",Portuguese
bem» (Marco Aurélio).,Portuguese
«Muitos santos são pessoas convertidas».,Portuguese
"Renonce au mal et deviens un homme de bien, lorsque tu as encore le temps,",Portuguese
car tu ne sais pas ce qui t'attend.,Portuguese
«N'agis pas comme si tu devais vivre des milliers d'années. La mort est suspendue,Portuguese
"sur toi. Tant que tu jouis de la vie, efforce-toi de devenir homme de bien»(Marc",Portuguese
Aurêle).,Portuguese
«Beaucoup de saints sont des personnes converties».,Portuguese
"Desist from doing the evil and become a good man, while you súll have time,",Portuguese
because you don't know what is ahead.,Portuguese
«Do not act as you were going to live ten thousand years. Death hangs over you.,Portuguese
"While you live, and while it is in your power, be good» (Marcus Aurelius).",Portuguese
«Many saints are converted men».,Portuguese
"YANDI NDYOY'ODYANGA YANDI IKUZENG'ENDYA,",Portuguese
Quem come contigo é quem vai te envenenar.,Portuguese
"«O que mete comigo a mão no prato, esse me há-de trair» (S.Mat.: 26:23)",Portuguese
C'est celui qui mange avec toi qui va t'empoisonner.,Portuguese
"«Celui qui a mis avec moi la main dans le plat, c'est lui qui me livrera»",Portuguese
(St.Mat.:26:23).,Portuguese
It is he who eats with you that will kill you.,Portuguese
«The one who has dipped his hand into the bowl with me will betray me»,Portuguese
(St.Matt.26:23).,Portuguese
YANGALALA WALEMBA NUNA.,Portuguese
Esteja alegre para não envelhecer.,Portuguese
Esta afirmação categórica é uma importante sugestão consistindo em prolongar a,Portuguese
"juventude e em recuar a velhice na mente de quem aceita esta sugestão, baseada",Portuguese
"na convicção de que «como pensa o homem na seu coração, assim ele é» segun-",Portuguese
"do a Bíblia (Provérbios 23:7), parafrascada por Dr. Joseph Murphy nos seguintes",Portuguese
termos: «Você é jovem quanto pensa que é. Tão forte quanto se julga. Tão útil,Portuguese
quanto tem certeza de que é. E tão jovem quanto seus pensamentos» (The Power,Portuguese
"of your Subconscious mind). A alegria prolonga a vida, pois, como o amor, a paz",Portuguese
"interna, a paciência, o riso, ela não envelhece, mas transforma a velhice, quando",Portuguese
"esta chega à maturidade, numa perspectiva serena e contemplativa do amanhã.",Portuguese
345,Portuguese
Sois allêgre afin que tu ne vieillisses pas.,Portuguese
Cette affirmation catégorique est une importante suggestion qui consiste à pro-,Portuguese
longer la jeunesse et à reculer la vieillesse dans,Portuguese
Vesprit de celui qui accepte cette suggestion basée sur la conviction dictée par la,Portuguese
"Bible:«comme tu as imaginé dans ton coeur, ainsi tu es» (Prov.23:7) et paraphra-",Portuguese
sée par Dr. Joseph Murphy en ces termes: «Tu és aussi jeune que tu te crois. Aussi,Portuguese
fort que tu te juges. Aussi utile que sont tes pensées» (The power of your subcons-,Portuguese
"cious mind). La joie prolonge la vie, car, comme l'amout, la patience interne, le",Portuguese
"rire ou humour, elle ne vieillit pas mais transforme la vieillesse, quand elle arrive",Portuguese
"à son échéance, en une perspective sereine et contemplative du lendemain.",Portuguese
Be joyful in order not to grow old.,Portuguese
This categorical affirmation is an important suggestion susceptible to prolong the,Portuguese
web of juvenility and to delay the old age in the mind of that who accepts this,Portuguese
"suggestion grounded in the conviction that «as a man thinks in his heart, so is",Portuguese
"he», accordingly to the Proverbs 23:7, paraphrased by Dr.Joseph Murphy in the",Portuguese
following terms: «You are as young as you think you are. You are as strong as,Portuguese
you think you are.You are as useful as you think you are. You are as young as,Portuguese
"your thoughts» (The power of your subconscious mind). Joy prolongs life, for as",Portuguese
"love, inner patience, laughter ou humour, it does not grow old but transforms",Portuguese
oldness in a serene and contemplative expectancy of tomorrow. o,Portuguese
"YANTIKA KAKUBADIDI KO, FOKOLA KUBADIDI.",Portuguese
"Não basta bem começar, basta, sim, bem acabar.",Portuguese
«Melhor é o fim das coisas do que o princípio delas» (Eccl.7:9). «Tudo é bom,Portuguese
quando acaba em bem».,Portuguese
"Il ne suffit pas de commencer, Il suffit de bien finir.",Portuguese
«Mieux vaut la fin d'une chose que son commencement» (Eccl.7:8). Tout est,Portuguese
biem qui finit bien».,Portuguese
It is not more important to begin than to end one thing.,Portuguese
«Better is the end of a thing than the beginning thereof» (Eccl.7:8). «All is good,Portuguese
that ends well».,Portuguese
"YAZINGA NKI NDIA, YA FWA NKI NSISA — TOVO (Variante): NZINGA NKI",Portuguese
NDIA MEWA NKI NSISA.,Portuguese
Se eu viver que comer? Se eu morrer que deixar?,Portuguese
A vida impõe-nos dois deveres: uma de trabalhar para viver e um outro também,Portuguese
"de trabalhar para deixar viver depois de nós, mesmo se soubermos que dentro de",Portuguese
pouco tempo morreremos. Sobre a preocupação do que havemos de deixar,Portuguese
"depois de nós, Martin Luther deu-nos uma estimulante motivação que deriva da",Portuguese
sua convição de acção assim resumida: «Mesmo se eu crer que Jesus volta ama-,Portuguese
"nhã, plantarei ainda a minha macieira hoje».",Portuguese
"Si je dois vivre, que mangerai-je? Si je dois mourir, que laisserai-je?",Portuguese
"La vie nous impose deux devoirs: celui de travailler pour vivre, et celui de travail-",Portuguese
"ler aussi mais pour laisser vivre aprês nous, même en sachant que, en si peu de",Portuguese
"temps, nous mourrons. A cet eifet, Martin Luther nous a laissé une estimulante",Portuguese
346,Portuguese
motivation dérivée de sa conviction d'action résumée comme suit: «Même si je,Portuguese
"crois que Jésus revient demain, je planterai encore mon pommier aujourd'hui».",Portuguese
If Ii must live what to eat? If I must die what to leave?,Portuguese
Life imposes two charges upon us: «to live and let live».,Portuguese
To let live implies our action in two periods of life: during our life-time and in the,Portuguese
"future, after we have gone. Martin Luther left us this estimulating motivation",Portuguese
derived from his conviction of action epitomized as following: «Even if I know,Portuguese
"that Jesus is coming back tomorrow, I will sow my apple-tree still to-day»",Portuguese
YELA VUMBU DYA NWA IZAYA ZENZA KAWA MENGA YE MAFINA.,Portuguese
"Sofrer de um abcesso na boca, é saber o sabor do sangue e do pus.",Portuguese
O provérbio indica que quem já sofreu conhece o valor do sofrimento dos outros,Portuguese
"e pode ajudá-los. Daí, «só quem já chorou pode limpar as lágrimas de um outro».",Portuguese
"«Experiente da desgraça, aprendo a socorrer os infelizes» (Eneida, liv.i.v.).",Portuguese
"Souffrir d'un abcês dans la bouche, c'est savoir le goút du sang et du pus.",Portuguese
Le proverbe indique que celui qui a déjã souffert connait la valeur de la souf-,Portuguese
france des autres et peut les aider.,Portuguese
D'oú «seul celui qui a déjá pleuré peut essuyer les larmes des yeux d'un autre».,Portuguese
"«Eprouvé par le malheur, j'apprends a secourir les malheureux» (Eneida, liv,1,v.).",Portuguese
To suffer from the abscess within the mouth is to prove the flavour of the,Portuguese
blood and pus.,Portuguese
This saying shows that «only he who has already cried can wipe away the tears,Portuguese
from another's eyes».,Portuguese
"«Being experienced in misfortune, I've learnt to help the sorrowful men».",Portuguese
"YE NATAMO KWANDI, AMBUT'ATALA MO.",Portuguese
"Vou provocar um acção antisocial, são os mais velhos que hão de resolvê-la.",Portuguese
Estas palavras são atribuídas aos jovens delinquentes que declaradamente fazem,Portuguese
recair sobre os seus parentes as consequências das suas desordens sociais.,Portuguese
"Je vais commettre une action antisocial, ce sont les adultes qui se chargeront",Portuguese
d'en trouver la solution.,Portuguese
Ces paroles sont attribuées aux jeunes délinquants qui font express porter sur,Portuguese
leurs parents la responsabilité de leurs dérêglements sociaux.,Portuguese
"Y'll provoke an antisocial action, because it's the old people who will deal with.",Portuguese
These words are attributed to the delinquent youth who are conscious that the,Portuguese
responsibility of their wrong doings will fali on their parents.,Portuguese
"YE NKALAWONGA MBULANGENE YANDI, YE NYOKA UNTELE YAUKULU",Portuguese
"SUMBULA YE SUMBULA,.",Portuguese
O lagarto que encontrei e a serpente que me mordeu são todos perigos seguidos.,Portuguese
"Trata-se de uma sucessão de incidentes perigosos, todos semelhantes, sobre os",Portuguese
quais o desgraçado apela para a vigilância da sociedade com vista a conjurá-los e,Portuguese
evitar a repetição de tais encontros estranhos e infelizes.,Portuguese
"Le lézard que j'ai rencontré et le serpent qui m'a mordu, sont tous des inci-",Portuguese
dents malheureux.,Portuguese
347,Portuguese
"Il s'agit d'un nombre d'incidents malheureux en série, tous semblables, et sur les-",Portuguese
quels le malencontreux en apelle à la vigilance de la société pour les conjurer et,Portuguese
"éviter la répétition de telles rencontres étranges et malheueuses, car un malheur",Portuguese
en appelle un autre.,Portuguese
"The lizard I met and the snake which bit me, are great dangers all alike that",Portuguese
happened at the same time.,Portuguese
Tt is the case of a series of dangerous incidents happened at the same time and for,Portuguese
which the unfortunate man draws attention to his society's vivilance in order to,Portuguese
exorcize them and impede the repetition of such a strange and unfortunate hap-,Portuguese
"penng, because misforunes come never singly.",Portuguese
"YE NKINDISA KWANI, WAU E FUNGUTU KYA KOKO KYASALA",Portuguese
"KIKAKUNSONGANGA YOVO: YE NSADISA KWANI, WAU MU",Portuguese
"KUMVUMISA, E FUNGUTU KYA KOKO KYASALA KIKAKUNSONGANGA.",Portuguese
"Ajudei-o a curar, e eis que ele me ameaça com o coto ou resto do braço que lhe",Portuguese
ficou.,Portuguese
"«Os que de mim receberam a ciência do arco tomaram-me, no fim, como alvo»",Portuguese
(Prov. Persa — Rosa Sha).,Portuguese
Je Vai aidé à guérir et voici que maintenant il me menace avec le moignon ou,Portuguese
reste du bras qui lui est resté.,Portuguese
«Ceux qui ont reçu de moi la science de tir à arc m'ont pris comme leur point de,Portuguese
mire» (Prov. Peran — Rosa Sha).,Portuguese
"I helped him to be cured, and now he is threatening me with his stump or the",Portuguese
remaining part of his arm.,Portuguese
«Those who learnt from me the science of archery are aiming at me as their tar-,Portuguese
get to shoot at».,Portuguese
YETO AWONSO MBOMBO MUNSI ZATALA.,Portuguese
"Todos nós, temos os narizes virados para a terra.",Portuguese
Todos nós somos mortais.,Portuguese
Nous avons tous les nez tournés vers la terre.,Portuguese
Nous sommes tous mortels.,Portuguese
We all have the noses tumed downwards.,Portuguese
We are all mortal.,Portuguese
"YETO TUMVUKA MI DYA, MI YALUKA.",Portuguese
Somos como largatas que comem numa árvore e emigram para uma outra.,Portuguese
Diz-se das pessoas que não estão permanentes num mesmo lugar.,Portuguese
Nous sommes des chenilles qui mangent dans un arbre et émigrent vers un,Portuguese
autre.,Portuguese
Se dit des personnes qui changent souvent de place.,Portuguese
We are caterpillars which eat in a tree and then emigrate to another.,Portuguese
Said of people who are not permanent in any place.,Portuguese
348,Portuguese
"YETO TUYOLELA VO KATUVELELA KO, NGEYE DIAKA VA ZOLELE",Portuguese
YOLELA.,Portuguese
"Nós que nos banhamos neste rio ainda não somos limpos, e tu também queres",Portuguese
te lavar nele?,Portuguese
"Este adágio exprime o sentimento egoísta, exclusivista e de rejeição que manifes-",Portuguese
"tam certos residentes, regressados ou imigrantes num país, que se consideram os",Portuguese
primeiros ocupantes da terra em relação aos novos imigrantes.,Portuguese
Nous qui nous lavons dans cette riviêre nous ne sommes pas encore propres et,Portuguese
vous venez encore pour vous y laver?,Portuguese
"Cet adage exprime un sentiment égoiste, exclusiviste et de rejet de la part de cer-",Portuguese
tains résidants ou immigrants qui se considêrent comme des premiers occupants,Portuguese
"du pays, face aux nouveaux venus dans le même pays. -",Portuguese
We who are bathing in this river are not clean yet and you also have come to,Portuguese
bathe here?,Portuguese
"This saying indicates a sort of an egoist, exclusivist and of rejection of the persons",Portuguese
who are the first to have settled in a country regarding to the new-comers who,Portuguese
joined them in that place.,Portuguese
YE VOVELA KU MBUNDU AME. NANI OKONDA MBUNDU?,Portuguese
Quero falar com o meu coração. Mas quem não tem o coração?,Portuguese
Diz-se de alguém que pretende inibir-se de falar sob pretexto de falar consigo pró-,Portuguese
"prio, ignorando que os outros sabem também interiorizar os seus sentimentos.",Portuguese
Je ne voudrais m'entretenir qu'avec mon coeur. Mais qui n'a pas de coeur?,Portuguese
Se dit de quelqu'un qui prétend s'empêcher de parler aux autres sous le prétexte,Portuguese
"qu'il intériorise ses pensées, oubliant que d'autres savent aussi intérioriser les leurs.",Portuguese
I want to speak by myself with my heart. But who has not a heart?,Portuguese
Said of someone who pretends to hinder himself to speak under the pretext that he,Portuguese
"interiorizes his thoughts, knowing not that others are also able to interiorise theirs.",Portuguese
YINKODI YOLE KUNA NTU NKWENO LUFUTU (LUFITA).,Portuguese
Duas sovas na cabeça de alguém são uma prova de maldade.,Portuguese
"«Uma vez passa, duas vezes cansa, três vezes quebra». Mas Joseph Murphy, pela",Portuguese
