description,language
«Não se deve fazer mal a quem consente».,Portuguese
Qui fait une promesse ne peut pas être menacé d'étrranglement.,Portuguese
«On ne doit pas faire du mal à qui consent».,Portuguese
He who makes a promise cannot be threatened to be choked.,Portuguese
«He who consents must not be harmed».,Portuguese
NDYONA (OY0) KAVENGE DYAMBU RO KALENDI MONA WONGA KO.,Portuguese
"Quem não fez não, não pode temer nada.",Portuguese
«Quem não deve não teme».,Portuguese
"Qui n“rien fait, ne peut rien craindre",Portuguese
"«A bien faire, il n'y a pas de reproche».",Portuguese
"He who did not do anything wrong, doesn't have anything to fear.",Portuguese
«He who doesn't owe must not fear».,Portuguese
NDYOYO UDYANGA YANDI IKUZENGA NDYA.,Portuguese
Aquele que come contigo é que vai te rasgar os intestinos.,Portuguese
"«O que mete comigo a mão no prato, esse me há-de trair» (Mat.26:23).",Portuguese
"Celui qui mange avec toi, c'est celui qui va te dilacérer les intestins.",Portuguese
"«Celui qui a mis avec moi la main dans le plat, c'est celui qui me livrera» (Mat. 26:23).",Portuguese
He who eats with you is the one who will cut your bowels.,Portuguese
"«He that has dipped his hand with me in the dish, the same shall betray me»",Portuguese
(Mat. 26:23).,Portuguese
NGANGUILA FULA KINA ZINA.,Portuguese
O ferreiro deve criar um objecto que tenha um nome.,Portuguese
"O nome é o que determina o valor, a identificação e a utilidade de um objecto",Portuguese
material ou o símbolo de uma realidade visível que tem um significado.,Portuguese
232,Portuguese
Le forgeron doit créer un objet qui doit avoir un nome.,Portuguese
"Le nom est ce qui détermine la valeur, Iidentification et Yutilité d'un objet maté-",Portuguese
rel ou le symbole d'une réalité tangible qui a une signification.,Portuguese
The blacksmith must create an object with a name.,Portuguese
"The name is what that determinates the value, the identification and the utility of",Portuguese
a material maiter or the symbol of a perceptible reality which has a meaning.,Portuguese
NGANGU MU NTULU NTULU.,Portuguese
A inteligência encontra-se em cada coração.,Portuguese
Este provérbio é utilizado pelos que reconhecem humildemente que ninguém,Portuguese
"tem o monopólio da sabedoria, e que a contribuição dos outros, dotados também",Portuguese
"da mesma faculdade de inteligência, é necessária para a solução dos problemas",Portuguese
que a comunidade enfrenta.,Portuguese
"«Os talentos são comuns; cada um os tem, mas rara é a coragem de seguirmos os",Portuguese
nossos talentos aonde eles nos levam» (anónimo).,Portuguese
Vintelligence est une faculté que se trouve dans tous les hommes.,Portuguese
Ce proverbe est utilisé par ceux qui reconnaissent humblement quils n'ont pas le,Portuguese
"monopole de la sagesse et que la contribution des autres, dotés aussi de la même",Portuguese
"faculté d'intelligence, est nécessaire pour la résolution des problêmes de la com-",Portuguese
munauté.,Portuguese
"«Les talents sont communs; tous en sont dotés, mas rare est le courage de suivre",Portuguese
nos talents par oú ils nous conduisent» (anonyme).,Portuguese
Intelligence is in the bottom of every heart.,Portuguese
This saying is used by those who humbly recognize that they don't have the,Portuguese
"monopoly of the wisdom and hence the contribution of everybody is necessary,",Portuguese
for the solution of the problems of the community.,Portuguese
"«Talents are common, and everyone has them, but rare is the courage to follow",Portuguese
our talents where they lead us» (anonymous).,Portuguese
NGANGU ZAZINGI KIZOBA ZIKITULANGA.,Portuguese
Excesso de inteligência torna maluco.,Portuguese
«O génio é vizinho da loucura».,Portuguese
Trop d'intelligence tend à la folie.,Portuguese
«Le génie est proche de la folie»,Portuguese
Too mouch intelligence makes fool.,Portuguese
«Excess of intelligence is next to madness».,Portuguese
"NGANGU ZAZINGI WANGILA TYAMUKA, NGOLO ZAZINGI KITOLULA.",Portuguese
"Excesso de inteligência estraga o gergelim, excesso de força quebra.",Portuguese
"Uma vigilância excessiva é prejudicial. «Em nada a demasia, pois tudo o que",Portuguese
excede a medida é prejudicial».,Portuguese
«Há virtudes que se tornam crimes por exageração» (Alexandre Dumas le Grand).,Portuguese
"Trop d'intellligence gãte le sésame, et trop de force casse.",Portuguese
"Une vigilance excessive est préjudiciable; «I'excês en tout est un défaut, il faut",Portuguese
garder en tout le juste milieu».,Portuguese
233,Portuguese
«Il y a des vertus qui deviennent crimes par exagération» (Alexandre Dumas le,Portuguese
Grand).,Portuguese
Too much intelligence spoils the sesame and too strength breaks.,Portuguese
All that goes to extremes is prejudicial. «Extremes meet». «There are virtues,Portuguese
which become crimes by exaggeration» (Alexandre Dumas le Grand).,Portuguese
"NGEYE NA NTU KAMBA NA MAITU, NA MATU UKIWIDIDI.",Portuguese
"Tu, cabeça, avisa as orelhas do acontecido! Sim, mas, estando presentes, as ore-",Portuguese
lhas já ouviram a mensagem por si próprias.,Portuguese
Dito quando se acha supérfluo de levar uma mensagem a pessoas já presentes no,Portuguese
lugar do evento.,Portuguese
"Toi, la tête, avise les oreilles de I'événement! Oui, mais, étant présentes, les",Portuguese
oreilles ont déjã entendu le message elles mêmes.,Portuguese
Se dit quand on juge superflu de transmettre un message à des personnes déja,Portuguese
présentes dans le tieu de I'événement.,Portuguese
"You, the head, give the message to the ears! Yes, but it is unnecessary because,",Portuguese
"being present, the ears already heard the message by themselves.",Portuguese
Said when it is superfluous to take a message to persons present in the place of,Portuguese
the event.,Portuguese
"NGEYE ULUTANGA, DYADI KADIAMBU DYAKU KO E?",Portuguese
"Tu, que passas neste lugar, isto não te diz respeito? .",Portuguese
"O nosso sofrimento, o nosso infortúnio, a nossa morte, nada te dizem respeito?",Portuguese
Esta chamada de atenção é destinada a pessoas insensíveis perante o espectáculo,Portuguese
"do sofrimento, da miséria e mesmo da morte dos outros, que vêem sem olharem,",Portuguese
entendem sem ouvirem ou presenciam a miséria sem acudirem.,Portuguese
"Vous qui passez en ce lieu, ceci ne vous concerne pas?",Portuguese
"Notre souffrance, notre misêre ou notre mort, rien ne vous concerne. Cette",Portuguese
interpellation est destinée à des personnes insensibles devant le spectacle de la,Portuguese
"souffrance, de la misêre et de la mort des autres qu'ils voient sans les regarder,",Portuguese
qu'ils entendent sans les écouter et aux malheurs desquels ils assistent sans les,Portuguese
secourir.,Portuguese
"You, who are passing by, is this not your concern.",Portuguese
"Our suffering, our misery and our death, none of this concerns you? This inter-",Portuguese
pellation is destined to those who are insensible before the spectacle of suffering,Portuguese
"or death of other persons whom they see without looking at, they hear without",Portuguese
"listening to, or whose misfortune they witness without helping them.",Portuguese
"NGEYE USIKA NKELE ZITININI MENO, NGA MPUNZA ZIKWENDA KO",Portuguese
ZEYE NGOLO ZINA MO E?,Portuguese
"Tu que vais disparar a espingarda tens os dentes a romper, sabes tu a força do",Portuguese
fogo das balas que atingirão o teu objectivo?,Portuguese
O poder de fogo de qualquer máquina mortífera é superior às nossas simples,Portuguese
caretas que não acrescentam nada a esse poder de fogo.,Portuguese
234,Portuguese
"Toi qui tires des coups de fusils, tu fais grincer les dents de force, sais-tu la",Portuguese
puissance des balles qui atteindront ton objectif?,Portuguese
Le pouvoir de feu de toutes les machines mortifêres est de loin supérieur à nos,Portuguese
simples grimaces qui n'ajoutent rien à ce pouvoir de feu.,Portuguese
"To fire off at your aim, your cut your teeth, do you under — estimate the power",Portuguese
with which the bali-cartridges will reach your objective?,Portuguese
The power of fire of any mortiferous machine is highly superior to our mere gri-,Portuguese
maces which don't add nothing to that power.,Portuguese
"«NGINA YE TEVA DYAME», OVWA VA UYADILA DYO.",Portuguese
«Tenho a minha esteira». O importante é ter onde estendê-la.,Portuguese
O provérbio refere-se às pessoas que têm bens mas carecem de lugar onde utilizá-los.,Portuguese
"«As raposas têm covis e as aves do céu têm ninhos, mas o Filho do homem não",Portuguese
tem onde reclinar a cabeça» (St.Luc 9:58).,Portuguese
"«J'ai ma natte». Vimportant, c'est avoir ou I'étendre.",Portuguese
Se dit des personnes qui ont des biens dont ils ne peuvent jouir pour manque,Portuguese
d'un chez-soi propre. «Les renards ont des taniêres et les oiseaux du ciel ont des,Portuguese
"nids, mais le Fils de l'homme n'a pas oú reposer sa tête» (St. Luc 9:58).",Portuguese
«I have my mat». But it is important to have a place where to stretch it.,Portuguese
Said of persons who have belongings they cannot avail themselves of because they,Portuguese
"don't have any room where to put them. «Foxes have holes, and birds of the air",Portuguese
"have nests, but the Son of man hath not where to lay his head» (St.Luc. 9:58)",Portuguese
NGOLA YANI MAZA KAVWIDI MAK ALAMBILWANGWA.,Portuguese
O bagre é cozida com a sua própria água.,Portuguese
Dito do mal que se faz a alguém com os meios da própria vítima.,Portuguese
«A águia é caçada com a seta feita das suas penas» (Prov. Turco — Rosa Sha).,Portuguese
Languille est cuisinée avec sa propre eau.,Portuguese
Se dit d'un mal que I'on fait à quelqu'un avec ses propres moyens. «On chasse,Portuguese
l'aigle avec une flêche faite de ses plumes» (Prov. Turque — Rosa Sha).,Portuguese
The eel is cooked with its own water.,Portuguese
Said when someone is injured with his own means.,Portuguese
«The eagle is hunted with an arrow made with its own feathers» (Turkiish prov. —,Portuguese
Rosa Sha).,Portuguese
NGOMA KANA SE IZENZA SE ITOBUKA.,Portuguese
"Quando o batuque torna-se ardente, está quase a rebentar.",Portuguese
"Quando uma festa atinge um grau elevado de alegria, e uma indicação de que a",Portuguese
situação vai explodir. Sair a tempo seria o melhor a fazer!,Portuguese
"Quand le tam-tam devient endiablé, il est prêt à éclater.",Portuguese
"Lorsqu'une fête atteint un niveau d'exaltação élevé, cela augure une mauvaise",Portuguese
fin de l'événement. Sortir á temps serait le mieux à faire!,Portuguese
"When the drum becomes frenzied, it is about to break.",Portuguese
"When a feast gets more exalted, it augurs a worse end. It's high time to get out!",Portuguese
235,Portuguese
NGOMA VANA ITUBUKILANGA VA IYANDILWANGA.,Portuguese
"Onde rebenta o batuque, é ai onde deve ser consertado.",Portuguese
O provérbio significa que um conflito deve ser resolvido onde aconteceu.,Portuguese
"Oú le tam-tam éclate, c'est là qu'il devra être réparé.",Portuguese
Le proverbe signifie que un conflit doit être réglé ou il a éclaté.,Portuguese
"Where the drum bursts, it is there where it must be repaired.",Portuguese
This saying means that a conflict must be solved where it took place.,Portuguese
NGONGOLO A NSISI NKI UMYAMINANGA (UNYANINANGA)? MUKUMA,Portuguese
"KYA ANA, ATEKELO YE TUMVULU!",Portuguese
"Terrível centopeia, diz-nos, porquê brilhas tu? Brilho por causa dos filhos,",Portuguese
netos e bisnetos!,Portuguese
"Filhos, netos e bisnetos são a coroa dos pais e mais ainda dos avós.",Portuguese
"Terrible mille-pattes, dis-nous, pourquoi brilles-tu? Je brille pour cause des",Portuguese
"fils, petits-fils et arriêre-petits-fils!",Portuguese
"Les fils, petits-fils et arritre-petits-fils sont la couronne des parents et, encore",Portuguese
"plus, de leurs grands-parents.",Portuguese
"Formidable millepede, tell us, why do you shine? I shine because of my sons,",Portuguese
grandsons and great-grandsons.,Portuguese
"Sons, grandsons and great-grandsons are the crown of the parents and grandpa-",Portuguese
rents.,Portuguese
NGUBA ZAKANGWA VANA ZO KO MUNTU NKAKA IBOSI ZIMENA.,Portuguese
"Dá as amêndoas torradas,a uma outra pessoa para que possam germinar.",Portuguese
Este provérbio refere-se a um acto de caridade . As amêndoas torradas não,Portuguese
"podem germinar em terra, mas se as der a um esfomeado para os comer, far-lhe-",Portuguese
-ás um bem do qual o beneficiário te será reconhecido e cuja retribuição poderá,Portuguese
"ser maior do que as amêndoas torradas oferecidas, pois «amor com amor se paga,",Portuguese
"e como fizeres, assim acharás»(G. T. Zona).",Portuguese
Isso nos é recomandado pela Bíblia nos seguintes termos: «Lança o teu pão sobre,Portuguese
"as águas, porque, depois de muitos dias o acharás» (Ecclesiastes 11:1).",Portuguese
"Les arachides grillées, pour germer, offrez-les à un nécessiteux.",Portuguese
Ce proverbe se réfêre à un acte de charité. Les arachides griliées ne peuvent pas,Portuguese
"germer en terre, mais, offertes à quelqu'un dans le besoin, il en sera satisfait et",Portuguese
vous saurait gré de cet acte. La rétribution peut surpasser la valeur des arachides,Portuguese
"offertes, car «un bienfait n'est jamais perdu, et aussi à beau jeu, beau retour» (G.",Portuguese
T. Zona). Et la Bible nous le recommande en ces termes: «Jette ton pain sur la,Portuguese
"face des eaux, car avec le temps tu le retrouveras).",Portuguese
Toasted peanuts can germinate if offered to somgone in need.,Portuguese
"Said of an act of charity. Toasted peanuts cannot germinate, but if you offer them",Portuguese
"to someone in need, they will germinate by being more helpful to him than to",Portuguese
yourself. Your retribuition will be greater than the value of the toasted peanuts,Portuguese
"offered, because «one good tum deserves another» and «one good thing leaves",Portuguese
another and milk leaves butter» (G. T. Zona).,Portuguese
236,Portuguese
"The Bible exhorts us in following terms: «Cast your bread upon the waters, for",Portuguese
after many days you will find it again» (Ecclesiastes 11:1).,Portuguese
NGUBA ZEWIMI VAMFOKOLO YOVO: WIMI WA NGUBA VAMFOKOLO.,Portuguese
O amendoins que não podem ser oferecidos devem ser guardadosno bolso.,Portuguese
Não se deve expor aquilo que não se queria oferecer a outrem.,Portuguese
Les arachides qu'on ne peut pas offrir doivent être gardées en poche.,Portuguese
1 ne faut pas exposer ce que I'on ne voudrait garder que pour soi.,Portuguese
The peanuts which are not to be offered must be kept in pocket.,Portuguese
You mustn't exhibit whatever you cannot bestow to anybody.,Portuguese
NGUDI OWUTIDI NWOLE OSOKELE TONDO YOVO: NGUDI OWUTIDI A,Portuguese
OLE OVAMBULA NZOLA.,Portuguese
A mãe que gerou duas crianças é quem semeou a zizânia entre os seus filhos.,Portuguese
"Este provérbio é ilustrado pelo exemplo clássico de Rebeca, mulher de Isaac, que",Portuguese
"dividiu os seus filhos, frustrando Esaú de seu direito de primogénito e favorecen-",Portuguese
"do a Jacob, seu filho mais novo, para enganar o seu pai Isaac e roubar as bênçãos",Portuguese
"que eram destinadas ao seu irmão. Assim, segundo B. S. Spalding, o homem",Portuguese
"criou a dualidade pelo seu pensamento, o bem de um lado, e o contrário do bem",Portuguese
"por outro lado, pois onde há dualidade deve haver dois antónimos: o bem e o",Portuguese
"mal. Dai derivou, entre as crianças da mesma família, o antagonismo chamado o",Portuguese
"«complexo de Cain», compreendido por Robert Lafont, como «uma concorrência",Portuguese
pelo primeiro lugar na atenção e amor da mãe ou do pai ou de um outro membro,Portuguese
"do meio por substituição, e que se exprime por condutas de exploração ou de",Portuguese
compensação». Surgem então entre irmãos lutas de interesses abertas ou latentes.,Portuguese
La mêre qui a engendré deux enfants est celle qui a semé la zizanie entre ses,Portuguese
enfants.,Portuguese
"Selon B. S. Spalding, «l'homme créa la dualité par sa pensée: le bien d'un côté et",Portuguese
"le contraire du bien de I'autre, car, s'il y a dualité, il faut qu'il y ait deux antony-",Portuguese
"mes, le bien et le mal. Le mal résulte donc de la capacité parfaite de lhomme de",Portuguese
"créer ce qu'il voit en pensée. S'il n'avait pas vu le mal, le mal n'aurait pas eu de",Portuguese
pouvoir et n'aurait pas été exprimé. Seul le bien serait exprimé et nous serions,Portuguese
"aussi parfaits que Dieu nous voit aujourd'hui». De cette dualité dérive, entre les",Portuguese
"enfants de la même familie, I'antagonisme appelé «le complexe de Cain», com-",Portuguese
"pris, selon Robert Lafont, comme «une concurrence pour la premiere place dans",Portuguese
"Yattention et l'amour de la mêre ou du pêre, ou d'un membre de I'entourage par",Portuguese
"substitution, et qui s'exprime par des conduites de mise en valeur ou de compen-",Portuguese
"sation». Ainsi, dans une famille ou il y a deux frêres ou plus, il y a toujours",Portuguese
conflits d'intérêts ouverts ou latents entre eux.,Portuguese
The mother who gave birth to two children is who sowed the seeds of discord,Portuguese
between hers children.,Portuguese
"According to B. S., Spalding, the man created the duality through his thought of",Portuguese
"good and of the contrary of good, for, if there is duality, there must be two",Portuguese
"antonyms, good and evil. Hence, the evil comes from the perfect capacity of the",Portuguese
"man to create what he sees in his thought. If he didn't see the evil, the evil would",Portuguese
237,Portuguese
"not have had power, and would not have been expressed. Alone, good would",Portuguese
have been expressed and we would have been as perfect as God sees us today.,Portuguese
"From this duality derived, among the children of the same family, the antagonism",Portuguese
"named «the complex of Cain» understood, according to Robert Lafont, «as a",Portuguese
"competition for the first place in the attention or the love of the mother, or of the",Portuguese
"father or of any other member of the middle by substitution, which is expressed",Portuguese
"by conducts of exploration and of compensation». Hence, in any family where",Portuguese
"there are two or more brothers, there are always open or latent conflicts of inter-",Portuguese
ests between or among them.,Portuguese
NGULU VATA YE NGULU FUTA YAWU AMOSI KWAWU.,Portuguese
O porco doméstico e o porco selvagem são todos iguais.,Portuguese
"«Os semelhantes defendem-se». «Cada qua! com seu igual, cada ovelha com sua",Portuguese
parelha».,Portuguese
Le cochon domestique et le sanglier sont tous semblables.,Portuguese
«Les semblables se défendent». «Ceux qui se ressemblent s'assemblent».,Portuguese
Pig and wild boar are alike.,Portuguese
«The alike defend one another». «Birds of a feather flock together».,Portuguese
NGULU KADILWANGWA MUKUMA KYA MAZI KO; MALAFU (MALAVU),Portuguese
KAMANWINWANGWA MU NSUNGA KO.,Portuguese
"Não se come o porco por causa da sua gordura, não se bebe o vinho de palmei-",Portuguese
ra pelo seu aroma.,Portuguese
Nem tudo o que é bonito e agradável de ver é conveniente ou permitido para,Portuguese
satisfazer os desejos de todos. Para amolecer o coração perantes certas inclinações,Portuguese
"inconvenientes, ou indecorosas, é preciso disciplinar toda imaginação exaltante",Portuguese
"ou bombástica, e discernir o que é bonito e permitido para alguns e o que é",Portuguese
inconveniente e prejudiciavel para outros.,Portuguese
"On ne mange pas le porc à cause de sa graisse, et on ne boit pas le vin de",Portuguese
palme à cause de son arôme.,Portuguese
Ce nest pas tout ce qui est beau et agréable aux yeux est convenable ou permis,Portuguese
pour satisfaire les désirs de tous. Pour assouplir le coeur vis-à-vis de certaines,Portuguese
"inclinations peu louables, il convient de discipliner toute imagination exaltante",Portuguese
"ou extravagante, et discerner ce qui est bon et permis pour les uns, mais mauvais",Portuguese
ou préjudiciable pour les autres.,Portuguese
"People don't eat pork for its grease, and they don't drink palm-tree's wine",Portuguese
because of its aroma.,Portuguese
"All what is beautiful and agreeable to the eyes, is not good or allowed to satisfy",Portuguese
the desires of everyone to resist the temptation to do something unworthy of,Portuguese
"notice, it is necessary to discipline any foolish imagination and to distinguish",Portuguese
what is good for some people from what is bad or prejudicial for others.,Portuguese
NGULU KIKUMFUTISANGA NGULU YANDI.,Portuguese
O que faz devalorizar o porco é um outro porco.,Portuguese
Os nossos próximos nos fazem muitas vezes mais mal do que outros. «Nunca se é,Portuguese
traído senão pelos seus» (H. V. Roy),Portuguese
238,Portuguese
"Ce qui fait dévaloriser le cochon, c'est un autre cochon.",Portuguese
Nos proches nous font souvent plus de tort que d'autres. «On n'est jamais trahi,Portuguese
que par les siens» (H. V. Roy).,Portuguese
What makes devaluate the pig is one other pig.,Portuguese
Those who harm us most are our near relations than others. «Never are we,Portuguese
betrayed than by our kith and kim» (H. V. Roy).,Portuguese
"NGULU LENDA YITUKA NKEMBI MULUKETO, VO MBWA WAVILA YO.",Portuguese
"O porco pode estranhar uma sineta de caça no seu flanco, ao passo que o cão é",Portuguese
habituado a isso.,Portuguese
"Este provérbio mostra que o hábito possibilita uma pessoa de acomodar-se, com",Portuguese
"naturalidade, a uma situação que, a princípio, parece uma montanha mais alta e",Portuguese
impossível de subir por quem não está acostumado a enfrentar tal situação.,Portuguese
"Assim, para alguns, o hábito é «uma prática que faz o mestre», ao passo que para",Portuguese
"os outros, habituar-se a uma situação não habitual e difícil é uma tirania.",Portuguese
"Le cochon peut s'étonner d'une clochette de chasse à son flanc, alors que le",Portuguese
chien qui y est habitué n'y trouvera rien à redire.,Portuguese
