description,language
"Perseguiu-me por nove vales, nove montanhas, durante nove dias e nove noites,",Portuguese
e disse que se me apanhasse não me faria mal algum. Pura mentira! Porque me,Portuguese
319,Portuguese
perseguiu com tanto encarnecimento em todos esses lugares e tempos? pois não,Portuguese
há ninguém que se imponha tantos sacrifícios inúteis sem intenção ou desígnio.,Portuguese
"«A tua intenção é a tua montada» (prov. árabe)», e «o desígnio é o crime, e não o",Portuguese
"ocaso» (Cardeal Richelieu). Outrossim, quem persegue outra pessoa priva-se a si",Portuguese
mesmo de repouso.,Portuguese
"Vous m'avez poursuivi par neuf vallées et neuf montagnes, durant neuf jours et",Portuguese
"neuf nuits, et vous dites que si vous m'aviez attrapé, vous ne m'auriez rien fait",Portuguese
de mauvais. Serait-ce par hasard que vous m'avez poursusivi avec acharnement,Portuguese
"dans tous ces lieux et temps? C'est pur mensonge, car il n'y a personne qui",Portuguese
s'impose des souffrances inutiles sans intention ni dessein.,Portuguese
"Votre intetion est votre monture» (prov. arabe), e «le dessein est le crime et non",Portuguese
"le hasard» (Cardinal Richelieu). En outre, qui poursuit une autre personne se",Portuguese
prive lui-même de tout repos.,Portuguese
"You pursued me through nine valleys and nive mountains, during nine days and",Portuguese
"nine nights, and you said that if you caught me you wouldn't do me no evil. It is",Portuguese
"a lying, then why did you follow me about me with ferocity over all these places",Portuguese
and times? No one undertakes a harassing task without an intention or design.,Portuguese
«Your intention is your horse» (arab prov.) and «the design is a crime and not an,Portuguese
"accident» (Cardinal Richelieu). Moreover, he who pursue somebody else deprives",Portuguese
himself of rest.,Portuguese
UNKETE O NSITA KETOKA YOVO (Variante 1): UMBANGU WA WINGI,Portuguese
BANGUMURA.,Portuguese
O óptimo é inimigo do bom.,Portuguese
«O excesso em tudo é condenável mesmo na virtude e na justiça».,Portuguese
Le mieux est 'ennemi du bien.,Portuguese
"Lexcês en tout est nuisible, même dans la vertu ou dans la justice.",Portuguese
The best is the enemy of good.,Portuguese
Excess is prejudicial even in virtue or in justice.,Portuguese
"UNTENDA UN'OTENDELA YAYA, NGA NTU KU MOSI MINA E?",Portuguese
Corta-me o cabelo como cortaste ao meu irmão. Mas as cabeças são iguais?,Portuguese
Não há duas pessoas iguais no mundo. «Não seja imitador dos outros».,Portuguese
Coiffez-moi comme vous avez coiffé mon frêre. Mais est-ce que les têtes sont-,Portuguese
elles identiques?,Portuguese
IH n'y a pas deux personnes égales au monde. «Ne singez pas les autres» (H. V.,Portuguese
Roy).,Portuguese
Have my hair cut as you did to my brother. But are your heads the same?,Portuguese
There are no two persons identical over the world. «Don't be a great mimic of,Portuguese
others».,Portuguese
"UNU KYAME, MBAZI KYAKU,",Portuguese
"Hoje é meu dia, amanhã é o seu.",Portuguese
"Cada qual tem o seu dia de infortúnio. Se hoje é meu dia, amanhã poderá ser o",Portuguese
"seu. «Não há bem que sempre dure, nem mal que não acabe».",Portuguese
320,Portuguese
"Aujourd'hui, c'est mon jour; demain sera le vôtre.",Portuguese
"Chacun a son jour d'infortune. Si aujourd'hui c'est mon jour, demain pourra être",Portuguese
le vôtre. «Tel qui rit vendredi dimanche pleurera».,Portuguese
"This is my day, tomorrow will be yours.",Portuguese
"Everyone has his evil day. If today I meet with misfortune, maybe tomorrow it",Portuguese
"will be your time. «After sweat meat, comes sour sauce».",Portuguese
"USWAMINI KUFUTA NKÉ, USWAMINI KUMBUNDU MBUTA YOVO: OYO",Portuguese
"USWAMINI KUMEFINDA NKÉ, OYO USWAMINI KUMBUNDU LUTIDI.",Portuguese
Quem se escondeu na mata é menos inteligente do que quem se escondeu no,Portuguese
seu coração.,Portuguese
«O coração humano é uma fortaleza inexpugnável».,Portuguese
Qui s'est caché dans la forêt est moins intelligent que celui qui s'est caché dans,Portuguese
son coeur.,Portuguese
«Le coeur de lhomme est une forteresse inexpugnable».,Portuguese
He who hid himself in the bush is less clever than he who hid himself in his,Portuguese
heart.,Portuguese
«The human heart is an inexpugnable fortress».,Portuguese
"UTUDYA YE TATA, FITA KUMAKAYA.",Portuguese
Vamos comer com o pai! O interesse do filho está em se regalar em detrimento,Portuguese
do pai.,Portuguese
«O mundo é governado pelo interesse pessoal» (Schiller).,Portuguese
Nous allons manger avec le pêre! Vintention du fils est de se régaler aux,Portuguese
dépens du pêre.,Portuguese
«Le monde est gouverné par Vintérêt personnel» (Schiller).,Portuguese
We'll eat with dad !The intention of the son is to feed himself to the prejudice,Portuguese
of the father.,Portuguese
«The world is governed by the personal interest» (Schiller).,Portuguese
321,Portuguese
V,Portuguese
"VA KATUKIDI DINU, E LULAKA SE LUTILA VANA.",Portuguese
"Onde saiu um dente, a língua passa e volta a passar",Portuguese
"«Quem tem mazela, tudo lhe dá nela». «Onde há dor, aí pomos o dedo».",Portuguese
"Ou est sortie une dent, la langue passe et repasse.",Portuguese
"«On se heurte toujours ou Ion a mal». «Oú il fait mal, le doigt y passe et repasse».",Portuguese
Where a toath is out the tongue slides constantly.,Portuguese
An unhappy man has always something which heurts him on a sore place.,Portuguese
«Everything goes to him who does not want it».,Portuguese
"VALANKUKUTU UTA YANGA, MBAMBI UTA TETA, KUNA MFUMU VATA",Portuguese
BAKIDI NGANDU LONGA DYAKATUMINI KO KATWIKILA TINI KYE,Portuguese
NGANDU. NGA MBIZI ZA MABABALA ZAWONSO NGEYE ZATOMENA?,Portuguese
"Estás a secar um lagarto, a esfolar um jacaré, e acabas de pedir ao chefe da aldeia",Portuguese
que matou um crocodilo de te mandar a tua parte de came. Será que todos os,Portuguese
animais escamosos são feitos só por ti?,Portuguese
"Este provérbio censura o homem açambarcador, ávido e cúpido, possuído pela",Portuguese
"ambição insaciável e devoradora de tudo provar e possuir, considerando-se o cen-",Portuguese
"tro de todas as atenções. «Quanto mais se tem, mais se cobiça», daí torna-se neces-",Portuguese
sário de «apagar a desmesura mais do que um incêndio» (Héraclite d'Ephêse).,Portuguese
"Vous êtes en train de faire sécher un lézard, de dépecer un jacaré, et vous venez de",Portuguese
"demander au chef du village qui vient de tuer un caiman, de vous envoyer votre",Portuguese
part. Pensez-vous que tous les animaux écailleux existent seulement pour vous?,Portuguese
"Ce proverbe est une censure contre lhomme accapareur, avide et cupide, possédé",Portuguese
"par une ambition insatiable et dévorante de tout goúter et posséder, en se consi-",Portuguese
"dérant comme le centre de toutes les attentions. «Plus on a, plus on convoite;",Portuguese
doi: «il faut éteindre la démesure plus qu'un incendie» (Héraclite d'Ephêse).,Portuguese
"You are drying a lizard, and skinning a jacaré. Meanwhile you have just asked",Portuguese
to the chief of the village who has killed a crocodile to send you your part. Do,Portuguese
you mean that ali the scaled animals are created only for you?,Portuguese
"This saying censures the greedy and grasping man, possessed by an insatiable and",Portuguese
"devouring ambition of proving and possessing everything, meaning to be the cen-",Portuguese
"tre of all attentions. «He who has more, covets more», hence: «it is more neces-",Portuguese
sary to extinguish the excessiveness than a fire» (Heraclite of Ephesus).,Portuguese
VAMBALA KYA MBANZA MBUTA UBWANGA KYO.,Portuguese
A cambalhota da cidade convém ao mais velho.,Portuguese
As cambalhotas representam dificuldades que só um mais velho pode aguentar,Portuguese
por ser aguerrido às vicissitudes da vida.,Portuguese
Les culbutes de la cites conviennent au vieux.,Portuguese
Les culbutes sont des difficultés que seulement un vieux peut supporter pour être,Portuguese
aguerri aux vicissitudes de la vie.,Portuguese
323,Portuguese
The somersault of the city can be endured by the old man.,Portuguese
The somersaults are difficulties that an old man can surmount because he is hard-,Portuguese
ened to the ups and downs of life.,Portuguese
VANA VAKALANGA DYA IVARALANGA MOKO.,Portuguese
"Onde há comida, há também conversa.",Portuguese
"«Pode haver conversa sem comida, mas há sempre comida com conversa». As comi-",Portuguese
das e bebidas atiçam sempre a conversa sobre os problemas de interesse comum.,Portuguese
La conversation vá de pair avec le manger et le boire.,Portuguese
"peut y avoir une conversation sans nourriture, mais il y a toujours une conver-",Portuguese
sation avec la nouirriture. Le manger et le boire atisent toujours la conversation,Portuguese
sur les problêmes d'intérêt commun.,Portuguese
Where there is eating and drinking there is talk also.,Portuguese
"You may have a talk without eating, but you cannot eat and drink with someone",Portuguese
without talking. Eating and drinking stir up the pleasure of talking about the,Portuguese
commun interest.,Portuguese
VANA TUVOVELA MAMBU KAVAKADI BUNDU YE NIKU KO.,Portuguese
"Onde vamos tratar do assunto, não deve haver contendas ou brigas. --",Portuguese
"«Em tudo, nobreza obriga».",Portuguese
"Oú nous allons discuter du problême, il ne doit pas y avoir querelles ou luttes.",Portuguese
"«En tout, noblesse oblige».",Portuguese
"Where people will deal with an important matter, there must be no altercation",Portuguese
or threat.,Portuguese
"«In everything, nobleness obliges».",Portuguese
"VANA TWADILE WIKI, VA TWASIS'E NKUTU A NGANGU.",Portuguese
Onde comemos o mel é ali onde deixámos o bolso da sabedoria.,Portuguese
Ás veves e no momento de usufruirmos de um grande prazer que descuidamos,Portuguese
dos sábios princípios da vida e adoptamos soluções eradas.,Portuguese
"Oú nous avons mangé le miel, c'est là que nous avons oublié le bourse de la",Portuguese
sagesse.,Portuguese
"Parfois, c'est au moment oú nous jouissons d'un grand plaisir que nous néglgeons",Portuguese
les sages principes de la vie et adoptons des solutions erronées,Portuguese
"Where we have eaten the honey, it's there we forgot the purse of wisdom.",Portuguese
"It is, sometimes, when we enjoy a great pleasure that we neglect or forget the",Portuguese
wise principles of life and adopt measures which lead us to bead solutions.,Portuguese
"VANA VALUTILANGA NKEL'A LONGO, KAVALUTILANGA NKEL A",Portuguese
VITA KO.,Portuguese
"Onde se trata do assunto de casamento, não deve passar uma arma de guerra,",Portuguese
"ou onde passa a espingarda pelo dote de casamento, não deve passar a espin-",Portuguese
garda da guerra.,Portuguese
O provérbio quer mostrar que «o casamento é um assunto sagrado que não deve,Portuguese
ser perturbado por contendas e lutas que possam comprometer o seu fim feliz.,Portuguese
324,Portuguese
"Lã ou l'on traite du mariage, ou de la remise du fusil pour la dote du mariage,",Portuguese
il ne peut y passer une arme de guerre.,Portuguese
Le proverbe veut montrer que le mariage est une affaire sacrée qui ne peut pas être,Portuguese
perturbée par des querelles et luttes qui peuvent comprometitre sa fin heureuse.,Portuguese
"Where people deal with marriage matters, arms for war must not pass.",Portuguese
This saying means that marriage is a sacred matter which must not be disturbed,Portuguese
by quarrels and strifes which can compromise its happy end.,Portuguese
"VA NWANINI TUMPUKINYA-NGEMBO KAVATOLOKELE LUNYANGA KO,",Portuguese
NKETE ZINWANINI VO. YOVO (Variante): VA NWANINI N'WOLE KA,Portuguese
VATOLOKELE LUNYANGA KO NKETE ZINWANINI VO.,Portuguese
"Se onde lutaram dois varões não houve erva danificada, é um sinal de que se",Portuguese
tratou de pessoas fundamentalmente honestas.,Portuguese
É uma prova do civismo das pessoas educadas ou temperadas pelos grandes,Portuguese
princípios de humanismo que excluem os adágios: «o fim justifica os meios» e,Portuguese
«depois de mim dilúvio».,Portuguese
"Si lã oú deux antagonistes ont lutté il nºy a pas eu de destruction d'herbes,",Portuguese
c'est un signe que ce sont des personnes fonciêrement honnêtes.,Portuguese
C'est une preuve du civisme des personnes formées et tempérées par les grands,Portuguese
principes d'humanisme qui excluent I'adage: «la fin justifie les moyens» et le dic-,Portuguese
ton «aprês moi déluge».,Portuguese
"If where two contenders have striven they've caused no ruin of grass, it is a",Portuguese
token of a struggle of persons highly endowed with virtue of honesty.,Portuguese
"Itis a proof of the faimess of the men educated in, or tempered by, the great",Portuguese
principles of humanism which exclude the maxim of «the end justifies the,Portuguese
"means», and the saying «when I'm gone, I don't care what happens».",Portuguese
"VATA AVO KANA VAYIKA DYOKO, KUYIKI MEUMU A VATA MWIMI KO.",Portuguese
"Enquanto não saíres ainda da aldeia, não trates o chefe da aldeia de egoísta.",Portuguese
"«Só a prova confirma ou infirma a suposição», pois «factos são factos e contra",Portuguese
eles não há argumentos».,Portuguese
"Si vous n'êtes pas encore sorti du village, ne traitez pas le chef du village",Portuguese
d'égoiste.,Portuguese
"La preuve seule confirme ou infirme la supposition, car les faits sont têtus et",Portuguese
"devant eux, il faut s'incliner.",Portuguese
"If you have not gone out of the village yet, do not call the chief of the village an",Portuguese
egoist.,Portuguese
"Only the proof confirms or destroys the presumption, because facts are facts and",Portuguese
"in front of them, you have no arguments.",Portuguese
"VATA DYA KOND'AMBUTA, VATA DYAK OND” ENSIKU.",Portuguese
Uma aldeia semn velhos é uma aldeia sem leis.,Portuguese
«Uma aldeia sem velhos é uma aldeia infeliz» (provérbio Luo).,Portuguese
Un village sans vieux est un village sans lois.,Portuguese
«Un village sans vieux est unn village malheureux» (proverbe Luo).,Portuguese
325,Portuguese
A village without elderly men is a village without laws.,Portuguese
«A village without old men is an unhappy one» (Luo proverb).,Portuguese
VATA DYA NAMBAKA: VAIKA YE VUTUKANGA KAKA.,Portuguese
Aldeia de Nambaka: sai-se e volta-se sempre nela.,Portuguese
"Diz-se de um círculo vicioso sem saída ou de um problema sem solução, mas ao",Portuguese
qual se volta sempre.,Portuguese
Village de Nambaka: on en sort et on y revient toujours.,Portuguese
"Se dit d'un cercle vicieux sans issue, ou d'un problême sans solution,ais au quel",Portuguese
on revient toujours.,Portuguese
Village of Nambaka: you get out and get in always.,Portuguese
Said of a vicious circle without any issue or a problem without any solution.,Portuguese
"VATA DYA AKINAKYULA, VOVA WIZANA.",Portuguese
Na aldeia dos sapos reina o entendimento.,Portuguese
"O provérbio faz-nos entender que pelos seus dialectos vulgares e toscos, como os",Portuguese
"coaxos responsivos dos sapos, os povos simples e rústicos manifestam um pleno",Portuguese
entendimento e uma união indissolúvel no seu meio.,Portuguese
"Dans le village des crapauds, tous s'entendent et se comprennent.",Portuguese
"Le proverbe nous apprend que, par leurs vulgares et rudes dialectes, identiques",Portuguese
"aux coassements responsifs des crapauds, les peuples simples et rustiques mani-",Portuguese
festent une pleine entente et une indissoluble unité en leur sein.,Portuguese
"In the toads” village, every one is in good terms with one another.",Portuguese
"This saying teaches us that, through their vulgar and harsh tongues like the",Portuguese
"croakings of the toads, the simple and rustick people manifest full understanding",Portuguese
and an indissoluble unity among them.,Portuguese
"VATA DYE MWIMI DIWONGANGA, VATA DYE NGANG'A NWA",Portuguese
KADIWONGANGA KO.,Portuguese
"A aldeia do egoísta prospera, mas a do arrogante nunca prospera.",Portuguese
«A maledicência é pior do que o egoísmo».,Portuguese
«Não é com vinagre que se apanha as moscas».,Portuguese
"Le village de I'égoiste prospêre, mais celui du querelleur ne s'agrandit jamais.",Portuguese
«La médisance est pire que I'égoisme».,Portuguese
«On prend plus de mouches avec du miel qu'avec du vinaigre». «Plus fait dou-,Portuguese
ceur que violence».,Portuguese
The egoist's village can be expanded while that of the quarreller cannot.,Portuguese
"«More Ílies are caught with a drop of honey than with a ton of vinegar», and",Portuguese
«harsh treatment pays no dividends».,Portuguese
VATA KADISOMPESANG'ANA KO FWA DIFWANGA.,Portuguese
Um aldeia em que não se regista casamentos dos seus filhos e suas filhas é,Portuguese
votada a desaparecer-se.,Portuguese
"Onde não há casamentos, não há procriação, não há progenitura, e não há",Portuguese
"expansão nem desenvolvimento de nenhuma comunidade. Ora, o casamento é a",Portuguese
326,Portuguese
instituição sagrada que assegura a continuação dos pais pelos filhos e pelas gerações,Portuguese
"vindouras, em conformidade com o mandamento do Criador aos nossos primeiros",Portuguese
"parentes quando os juntou é abençoou e lhes disse: «Frutificai e multiplcai-vos, e",Portuguese
"enchei a terra, e sujeitai-a; e dominai sobre os peixes do mar, e sobre as aves dos",Portuguese
"céus, e sobre todo o animal que se move sobre a terra» (Gén. 1:28).",Portuguese
"Un village oú les jeunes ne se marient pas entre eux, est un village condamné à",Portuguese
disparaitre.,Portuguese
"Oú il nºy a pas de mariages, il ne peut y avoir de procréation, de progéniture, ni",Portuguese
"d'expansion ou développement communautaire. Or, le mariage est une institu-",Portuguese
tion sacrée qui assure la continuation des parents par les enfants et les généra-.,Portuguese
"tions futures, conformément au commandement du Créateur donné à nos",Portuguese
"premiers parents quand il les unit et bénit en leur disant: «Soyez féconds, multi-",Portuguese
"pliez, remplissez la terre, et I'assujettissez; et dominez sur les poissons de la mer,",Portuguese
"sur les oiseaux du ciel, et sur tout animal qui se meut sur la terre» (Gén, 1:28).",Portuguese
"A village in which young people don't get married, is doomed to disappear.",Portuguese
"Where there are no marriages, there is neither procreation, nor expansion or",Portuguese
community development. It is obvious that marriage is a sacred institution which,Portuguese
secures the steady continuation of the parents by their offspring and future gen-,Portuguese
"erations, in obedience of the commandment oí the Creator when he blessed the",Portuguese
"first parents, saying: «Be fruitful, and multiply. and replenish the earth, and sub-",Portuguese
"due it: and have dominion over the fish, of the sea, and over the fowl of the air,",Portuguese
and over every living thing that moves on the earth» (Gen.1:28).,Portuguese
VATA KADITAMBULANGA NZENZA KO KADIWONGANGA KO.,Portuguese
Uma aldeia que não recebe novas pessoas ou estrangeiros não se expande.,Portuguese
"Considerada sob o princípio de «toma lá dá cá», a presença de estrangeiros em",Portuguese
"sua aldeia ou em sua casa, é um insentivo e um enriquecimento para se conhe-",Portuguese
"cer, se expandir, e se desenvolver mutuamente.",Portuguese
"Un village qui ne reçoit pas de nouvelles personnes ou d'étrangers, ne s'élargit",Portuguese
jamais. .,Portuguese
"Considérée sous le principe de «donnant — donnant», la présence d'étrangers",Portuguese
"chez soi est une motivation et un enrichissement pour se connaitre soi-même, et",Portuguese
pour une expansion et un développement mutuels.,Portuguese
A village which doesn't receive new persons or strangers can never be expanded.,Portuguese
"Examined under the principle of «giving and receiving» and that of «tit for tat»,",Portuguese
the presence of strangers at home can be an incentive and an enrichment in,Portuguese
"order to know each another, to expand and to develop mutually.",Portuguese
VA WENDA MPIPA MENE LWAKA VO.,Portuguese
"Aonde podes ir de noite, deves antes lá ter estado de dia.",Portuguese
«Quem já conhece o caminho não se engana do seu destino».,Portuguese
"Ou vous pouvez aller la nuit, il faut y avoir été au préalable pendant le jour.",Portuguese
"«Qui connait déjã le chemin, ne se trompe pas de sa destination».",Portuguese
"Where you can go at night, you must have been there before during the day.",Portuguese
«He who knows already the way doesn't go to a wrong destination».,Portuguese
327,Portuguese
"VIBIDILA MAMBU MA ZINGU, KUKADI YE NTIMA WATOTWA",Portuguese
KW'ANSUSUKO.,Portuguese
"Aguenta as coisas da vida, e não tenha o coração picado pelas galinhas.",Portuguese
"«Aguenta e persevera, já suportaste golpes mais graves».",Portuguese
"Supporte les choses de la vie, et n'aie pas le coeur piqué par les poules.",Portuguese
"«Tiens bon et persévêre, tu as déjà supporté des coups plus graves».",Portuguese
"Support the life problems, and don't have the heart prickled by the chicken.",Portuguese
"«Support and persevere, you've already endured more grave strokes».",Portuguese
"VITA KAKIMFUMU KO, SUKININA KAWAYI KO.",Portuguese
"Ser primeiro não confere autoridade por si, e ser derradeiro não é sinal de",Portuguese
escravidão.,Portuguese
"«Muitos primeiros serão os derradeiros, e muitos derradeiros serão os primeiros»",Portuguese
(S. Mat.19:30).,Portuguese
"Btre premier ne donne aucune autorité en soi, et être le dernier ne rend per-",Portuguese
sonne esclave.,Portuguese
"«Plusieurs des premiers seront les derniers, et plusieurs des derniers seront les",Portuguese
premiers» (S.Mat. 19:30).,Portuguese
"To be first is not a sign of authority, and to be the last is not a sign of",Portuguese
bondage.,Portuguese
«Many that are first shall be last; and the last shall be first» (S.Mat.19:30).,Portuguese
"VITA KUFUL/A VATA SE INA, E MVONDONGOLO SE NII A TÁ.",Portuguese
"(NTI A NKELE),",Portuguese
"A guerra já está nos arredores da cidade, e a árvore-da-borracha torna-se pró-",Portuguese
pria para servir de espingarda.,Portuguese
Este provérbio adverte contra as surpresas desagradáveis provocadas por uma,Portuguese
vida indolente.,Portuguese
«Pequeno descuido origina um grande mal» (V.Lespy).-,Portuguese
"La guerre est déjà à la porte de la cité, et le caoutchoutier se transforme en bois",Portuguese
de fusils.,Portuguese
Ce proverbe avertit contre les surprises désagréables provoquées par une vie d'in-,Portuguese
différence.,Portuguese
«Petite négligence accouche d'un grand mal» (V.Lespy).,Portuguese
The war is already at our doors and the rubber-tree is became a stuff for arms,Portuguese
for war.,Portuguese
The saying advises against the danger of being disagreeably surprised by the con-,Portuguese
sequences of a neglectful life.,Portuguese
«Small negligence begets great harm» (V.Lespy).,Portuguese
VITA KUNWANI KO KANSI DYAMBU LANDA KWANI.,Portuguese
"Não se pode travar uma guerra sozinho, mas um homem só pode tratar um",Portuguese
assunto.,Portuguese
«Um homem só não faz um soldado» (Prov. Russo — Rosa Sha).,Portuguese
"""Esta é a razão pela qual um homem sozinho não pode travar uma guerra.",Portuguese
328,Portuguese
"Un seul homme ne peut pas faire une guerre, mais il peut traiter une affaire.",Portuguese
«Un homme seul ne fait pas un soldat» (Prov. Russe — Rosa Sha). C'est la raison,Portuguese
pour laqueile un seul homme ne peut pas faire une guerre.,Portuguese
"A single person cannot wage a war, but he can talk somethint out, this is to say",Portuguese
that he can tall about all aspect of Ov a problem.,Portuguese
«One person alone cannot make a soldier» (Russian prov. — Rosa Sha). This is,Portuguese
why a single man cannot wage a war.,Portuguese
"VO BAKAMENE MU KOKO YOVO MU KULU, LENDA VULUKA, KANSI VO",Portuguese
"BAKAMENE MU NWA, VONZA, KULENDI VULUKA KO.",Portuguese
"Se fores apanhado pelos pés, podes ser salvo, mas se fores apanhado pela boca,",Portuguese
"a tua situação é perigosa, e podes não ser salvo.",Portuguese
"«Uma escorregadela da língua é mais perigosa do que a do pé, pois a escorregade-",Portuguese
"la da língua pode lhe custar a cabeça, ao passo que a do pé pode ser facilmente",Portuguese
curada» (provérbio árabe).,Portuguese
"Si vous êtes attrapé par les pieds, vous pouvez être sauvé, mais si vous êtes",Portuguese
"attrapé par la bouche, c'est dangereux, car vous pouvez ne pas être sauvé.",Portuguese
"«Une glissade de la langue est plus fatale que celle du pied, car la glissade de la lan-",Portuguese
"gue peut vous coúter la tête, alors que celle du pied peut être guérie» (prov. arabe).",Portuguese
"If you are caught by the feet, you can be saved, but if you are caught by the",Portuguese
"mouth, it is dangerous, for you cannot be saved.",Portuguese
"«A slip of the tongue is more dangerous than the ship of the foot, for the slip of",Portuguese
"the tongue may cost thy head, whilst the slip of the foot may easily be",Portuguese
cured» (Arabic proverb.).,Portuguese
VO BAKA NSENGO A MPA KULOSI KO KUDI KYE NKULU.,Portuguese
"Se adquirires uma nova enxada, não deites a antiga.",Portuguese
"Quando tens novos amigos, não te esqueces dos antigos benfeitores.",Portuguese
"Si tu acquiers une nouvelle houe, ne jette pas I'ancienne.",Portuguese
"Quand tu gagnes de nouveaux amis, il ne faut pas oublier tes anciens bienfaiteurs.",Portuguese
"If you own a new hoe, don't throw the old one out.",Portuguese
"When you win a new friend, don't ignore your old benefactors.",Portuguese
"VO KALA YO NKANU YE NGULU A VATA, KWENDI FUNDA KWA NGULU",Portuguese
"A FUTA KO, KADI YAWU YE YAWU.",Portuguese
"Se tiveres um processo contra o porco, não vás te queixar ao javali, pois são",Portuguese
todos iguais.,Portuguese
«Os semelhantes são solidários e defendem-se mutuamente».,Portuguese
"Si vous avez un procês contre le porc, n'allez pas vous plaindre au sanglier, car",Portuguese
ils sont tous semblables.,Portuguese
«Les semblables sont solidaires et se défendent mutuellement.,Portuguese
"If you are at law with a pig, don't go to complain to the wild boar, for they are",Portuguese
all alike.,Portuguese
«The kindred are solidary and defend one another».,Portuguese
329,Portuguese
"VO KANA FWA KO, KUDIMBUDI VUVU KO.",Portuguese
"Se ainda não morreste, não desesperes, pois a esperança é a última a morrer.",Portuguese
"«A esperança é a última coisa a morrer e enquanto houver vida, há esperance",Portuguese
porque melhor é o cão vivo do que o leão morto».,Portuguese
"Si vous n'êtes pas encore mort, ne désespérez pas, car I'espérance est la der-",Portuguese
niêre à mourir.,Portuguese
«Lespérance est la derniêre chose à mourir. «Pour tous ceux qui vivent il y a de,Portuguese
Vespérance; et même un chien vivant vaut mieux qu'un lion mort».,Portuguese
"If you are not dead yet, you must not lose hope, because hope is the last one to die.",Portuguese
«Hope is the last thing to die . «For to him that is joined to all the living there is,Portuguese
hope: for a living dog is better than a dead lion».,Portuguese
"VO KIN'OZOLELE KIKONDELE, ZOLA KINA UNA KYAWU.",Portuguese
"Se o que tu desejas faltar, ama o que tu tiveres.",Portuguese
"Na vida, não se pode ter tudo o que se deseja. É por isso que «toda a felicidade que a",Portuguese
mão não atinge é apenas um sonho». Dai: «quem limita os seus desejos é sempre rico».,Portuguese
"Si vous n'avez pas ce que vous aimez, aimez ce que vous avez.",Portuguese
"Dans la vie, on ne peut pas avoir tout ce que I'on désire, C'est pour cela que",Portuguese
"«tout bonheur que la main n'atteint pas n'est qu'un rêve», et «qui limite ses",Portuguese
désirs est toujours assez riche».,Portuguese
"If you don't have what you like, like what you have.",Portuguese
"In this life, no one can have all he wants, this is why «all happiness that the hand",Portuguese
"doesn't reach is but a dream. Hence, «he who limits his desires is always rich».",Portuguese
"VO KUKUNINI KO KUSÃLA KO, YOVO KUYONZONA KO.",Portuguese
"Se não semeares, não colherás.",Portuguese
"«Não erreis; Deus não se deixa escamecer; porque o que o homem semear, isso,",Portuguese
"também, ceifará». (Gálatas 6:7). «E digo isto: Que, o que semeia pouco, pouco tam-",Portuguese
"bém ceifará, e, o que semeia em abundância, em abundância ceifará» (2 Cor. 9:6).",Portuguese
"Si tu ne sêmes pas, tu ne récolteras pas.",Portuguese
«Ne vous y trompez pas; on ne se moque pas de Dieu. Ce qu'un homme aura,Portuguese
"semé, il le moissonnera» (Galates 6:7). Sachez-le: celui qui sême peu, moissonera",Portuguese
