description,language
"Tudo de bom ou de mal que o cão vê, ele enterra-o no seu coração.",Portuguese
O provérbio refere-se a pessoas com a capacidade de sofrimento para receber com,Portuguese
a equanimidade o bem e o mal que os outros lhe fazem.,Portuguese
Le chien enterre dans son coeur tout le bien et le mal qu'il reçoit.,Portuguese
Le proverbe se réfêre a des personnes qui ont la capacité de recevoir avec equani-,Portuguese
mité le bien et le mal que les autres lui font.,Portuguese
The dog buries in its heart all that is good or bad it sees.,Portuguese
This saying refers to the persons with capacity of endurance to receive with equa-,Portuguese
nimity all good or bad things from his fellowmen.,Portuguese
"MANSANGA YE NZIL ANDI, BOMBO YE NZIL' ANDI.",Portuguese
"As lágrimas têm as suas condutas de saída, os mucos têm também os seus.",Portuguese
Diz-se de duas coisas que não se devem misturar ou fazer ao mesmo tempo.,Portuguese
Les larmes ont leur conduit de sortie et les mucus ont aussi le leur.,Portuguese
Se dit des choses qui sont différentes et qui doivent être traitées séparément et à,Portuguese
des moments différents.,Portuguese
The tears have their duct and the mucus have theirs also.,Portuguese
The saying is about two different things which must be dealt separately and at the,Portuguese
different moment.,Portuguese
"MASANGU DYAMO YE NKWA MENO, DYAMBU VOVA DYO YE NKWA",Portuguese
"MESO YE MATU (MASANGU UNDY YE NKWA MENO, DYAMBWA",Portuguese
UMVOVI YE NKWA NTONA YE NGINDU).,Portuguese
"Coma o milho com quem tem dentes, discute um problema com quem tem juízo.",Portuguese
"Como não se come milho com uma pessoa desdentada, também não se pode",Portuguese
entender-se com alguém desajuizado.,Portuguese
"Mangez le mais avec celui qui a des dents, discutez un problême avec celui qui",Portuguese
a du jugement.,Portuguese
176,Portuguese
"Ainsi, comme on ne peut pas manger du mais avec une personne édentée, on ne",Portuguese
peut pas non plus s'entendre avec quelqu'un sans jugement.,Portuguese
Eat the corn with someone who has teeth and discuss a matter with a man,Portuguese
who has sound sense.,Portuguese
"As one cannot eat maize with a toothless person, so one cannot get along with a",Portuguese
thoughtless man in any matter.,Portuguese
MATA NSAMBWADI VA KOKO KONSO MUNTU KALENGOZIOLA,Portuguese
"IWANDI,",Portuguese
Há sete espingardas no canto da casa. Cada um deve cuidar da sua própria.,Portuguese
«O seu a seu dono».,Portuguese
H y a sept fusils au coin de la maison. Chacun doit soigner le sien.,Portuguese
«Á chacun le sien ce n'est pas trop».,Portuguese
There are seven guns in the comer of the house. Everyone must take care of his,Portuguese
own.,Portuguese
«Every man for himself».,Portuguese
MATÉ MATAUKIDI KA MAVUTUKANGA DYAKA MU NWA KO.,Portuguese
A saliva cuspida no chão não pode voltar na boca.,Portuguese
"Na vida, é impossível voltar por traz.",Portuguese
"«O que é feito é feito», e dai: «o que é prometido é devido».",Portuguese
"«A mão não pode voltar a apanhar a pedra que acaba de atirar, nem a boca a",Portuguese
"palavra que acaba de proferir» (Menandre, in Fragments, citado por M. Maloux —",Portuguese
Larousse).,Portuguese
La salive crachée sur le sol ne peut plus retourner dans la bouche.,Portuguese
"«Dans la vie, il est impossible de faire marche en arriêre, «Ce qui est fait est fait».",Portuguese
"C'est pourquoi: «chose promise, chose due».",Portuguese
"«La main ne peut rattraper la pierre qu'elle vient de lancer, ni la bouche la parole",Portuguese
"qu'elle vient de proférer» (Ménandre, in Fragments, cité par M.Maloux —",Portuguese
Larousse).,Portuguese
The saliva spat on the ground cannot retum into the mouth.,Portuguese
"In our life, it is impossible to retum back any more, «What is done is done», that",Portuguese
"is why «a promise is a binding engagement», hence, «who promises must keep",Portuguese
his word».,Portuguese
"«The hand cannot get back the stone it has just thrown away, nor the mouth can",Portuguese
"get back the word it has just uttered» (Menandre, in Fragments, quoted by",Portuguese
M.Maloux — Larousse).,Portuguese
"MATÉ YE NZIL' ANDI, BOMBO YE NZIL ANDI.",Portuguese
"A saliva tem o seu caminho, o ranho tem também o seu.",Portuguese
"O provérbio indica que cada coisa tem um tratamento apropriado, diferente do",Portuguese
das outras matérias do corpo.,Portuguese
"La salive a son chemin, la morve a aussi le sien.",Portuguese
"Le proverbe indique que chaque chose a un traitement approprié, différent de",Portuguese
celui des autres matiéres du corps.,Portuguese
177,Portuguese
"The saliva has its way, the nasal mucus has also its.",Portuguese
The saying means that everything has its own way of being treated different from,Portuguese
that of the other substances of the body.,Portuguese
"MATINA, MWAN'A TUMA NKUNI YE MAZA,",Portuguese
A fuga é uma boa filha a quem se pode mandar buscar lenha e água.,Portuguese
"«A fuga é filha da segurança, pois vale mais uma boa fuga do que uma má espe-",Portuguese
rança».,Portuguese
«Mais vale fugir e salvar a cabeça do que perdê-la como héroi» (Prov.Persa - Rosa,Portuguese
Sha).,Portuguese
"«Quem fugiu pode voltar a combater» (Demosthêne, que tinha fugido à batalha",Portuguese
"de Cheronée, citado por Plutarque, citado por M.Maloux — Larousse).",Portuguese
"«Na sombra, o fugitivo é vencedor do perseguidor» (Euripide? — citado por M-",Portuguese
Maloux - Larousse).,Portuguese
"«Mais vale: «salvei-me», do que «Foi morto» — não se deve sacrificar inútilmente",Portuguese
-S.G. Champion - Racial proverb - citado por M. Maloux .,Portuguese
"«Retirar-se não é fugir» (Sancha Pancha — Cervantes, in Don Quichotte, L, xxx —",Portuguese
citado por M. Maloux — Larousse).,Portuguese
"«Uma boa fuga salva toda a vida» (prov. Italiano, citado por Brantôme, in «Vie",Portuguese
des grands capitaines» — citado por M. Maloux — Larousse).,Portuguese
La fuite est une bonne fille à envyoyer chercher du bois et de I'eau.,Portuguese
"«La fuite est une bonne fille de la sécurité, car vaut mieux une bonne Íuite que",Portuguese
faire une mauvaise attente.,Portuguese
«Il vaut mieux fuir et sauver la tête que la perdre comme héros» (Prov. Persan —,Portuguese
Rosa Sha).,Portuguese
«Qui a fui peut combattre de nouveau» (Demosthêne: qui avait fui à la bataille,Portuguese
"de Cheronée - par Plutarque, cité para M. Maloux — Larousse>).",Portuguese
"«Dans I'ombre, le fuyard est vainqueur du poursuivant» (Euripide? — cité par M.",Portuguese
Maloux - Larousse) «Mieux vaut < Je me suis sauvé> que < Il a été tué > — Il ne,Portuguese
faut pas se sacrifier inutilement - S. G. Champion — Racal proverb — cité par M.,Portuguese
Maloux — Larousse).,Portuguese
"«Se retirer n'est pas fuir» — (Sancha Panza — Cervantes, in <Don Quichotte, L",Portuguese
xxx> — cité par M. Maloux — Larousse).,Portuguese
"«Une belle fuite sauve toute la vie» (prov. Italien, cité par Brantôme, in <Vie des",Portuguese
grands capitaines> — cité par M. Maloux — Larousse).,Portuguese
A runaway is better than a fight.,Portuguese
"«To shun a great conflict is better than to confront it, for a good runaway is better",Portuguese
than an expectation you're insecure of».,Portuguese
«It is better to run away and to save one's head than to lose it as a hero» (Persan,Portuguese
prov. — Rosa Sha).,Portuguese
"«He who fled can fight again» (Demosthêne, who had fled from the battle of",Portuguese
Cheronée - <Plutarque — quoted by M. Maloux — Larousse).,Portuguese
«Better is «I escaped» than «He was killed» — (for it is not necessary to sacrifice,Portuguese
"uselessly one's life - S.G. Champion, in Racial proverbs - quoted by M. Maloux —",Portuguese
Larousse).,Portuguese
"«To withdraw is not to fly» — Sancha Panza's proverb - Cervantes, in <Don Qui-",Portuguese
"chotte, 1, xxx> — quoted by M. Maloux — Larousse)",Portuguese
178,Portuguese
"«A good flight save the all life» — quoted by Brantône, in «Vie des grands capi-",Portuguese
taines» — quoted by M. Maloux — Larousse).,Portuguese
MATU KA MAWANGA KOLE KO (MAMBU MOLE KO).,Portuguese
As orelhas (os ouvidos) não escutam duas conversas.,Portuguese
O homem não pode ser tudo ouvidos para mais de uma conversa.,Portuguese
Les oreilles n'écoutent pas deux conversations.,Portuguese
Lhomme ne peut pas être tout oreilles à plus d'une conversation.,Portuguese
The ears cannot listen two conversations.,Portuguese
Man cannot be all attention to more than one speech.,Portuguese
MATU KANA MALEVELE KA MALENDI LUTA NTU KO.,Portuguese
"Por mais compridas que sejam, as orelhas não podem ultrapassar a cabeça.",Portuguese
A experiência do adulto ultrapassa os conhecimentos teóricos do jovem.,Portuguese
"Les oreilles ont beau être longues, elles ne peuvent dépasser la tête.",Portuguese
Lexpérience de 'adulte dépasse les connaissances livresques du jeune homme.,Portuguese
"However long the ears may be, they cannot surpass the head.",Portuguese
An adult's experience exceeds the theoric knowledge of the youth.,Portuguese
MATU MOLE MATOMA NGWILU.,Portuguese
Dois ouvidos entendem melhor do que um só.,Portuguese
O provérbio quer dizer que ouvir com dois ouvidos é ouvir com muita atenção: é,Portuguese
o mesmo dizer que «dois valem mais do que um só».,Portuguese
Deux oreilles entendent mieux qu'une seule.,Portuguese
"Le proverbe signifie que entendre avec les deux oreilles, c'est entendre avec",Portuguese
beaucoup d'attention: c'est autant dire que «deux valent mieux qu'un seul».,Portuguese
Two ears hears better than one only.,Portuguese
The saying means that to ear with the two ears is to ear with great attention: it is,Portuguese
the same as to say: «Two are better than one».,Portuguese
MAVILUKIDI VWETE NZOLE.,Portuguese
A mudança vestiu-se de ráfia ou a vida mudou de roupagem.,Portuguese
Este provérbio refere-se a uma reviravolta de uma situação que toma bruscamen-,Portuguese
te um novo rumo diametralmente oposta à primaria.,Portuguese
Le changement s'est habillé de raphia.,Portuguese
Ce proverbe se réfere à un revirement d'une situation qui prend brusquement un,Portuguese
nouveau tournant diamétralement opposé au premier.,Portuguese
Change has put on a raphia garment.,Portuguese
Said of a situation which has curtly come to a new turning point.,Portuguese
MAVUTA NDYA LUMBU KYA SIMA MO.,Portuguese
A batata-doce come-se só no tempo da sua colheita.,Portuguese
«Cada coisa no seu devido tempo».,Portuguese
179,Portuguese
La patate douce se mange seulement en temps de sa récolte.,Portuguese
«Chaque chose à son temps».,Portuguese
The sweet potato is eaten only at the time of its harvest.,Portuguese
«There is a season to everything».,Portuguese
MAWULU MA MBANZA TIMA ZIKILA.,Portuguese
Os buracos da aldeia ou cidade cavam-se e tapam-se constantemente.,Portuguese
Os problemas sociais pôem-se e resolvem-se constantemente.,Portuguese
Les trous du village ou de la cité se creusent et se bouchent continuellement.,Portuguese
Les problêmes sociaux se posent et se résolvent infiniment .,Portuguese
The holes of the village or of the city are constantly dug and stopped up.,Portuguese
The problems of the village or of the city are constantly set and solved.,Portuguese
MA WUNU MATUZEYE. MA MBAZI KATUZEYE MO KO.,Portuguese
"Sabemos os acontecimentos de hoje, mas não os de amanhã «Sabemos o pre-",Portuguese
"sente, mas não o futuro».",Portuguese
"«Não presumas do dia de amanhã, porque não sabes o que produzirá o dia» (pro-",Portuguese
vérbio 27:1). .,Portuguese
"Nous savons ce qui arrive aujourd'hui, mais nous ignorons ce de quoi demain",Portuguese
sera fait.,Portuguese
«Nous savons le présent mais ignorons le futur».,Portuguese
"«Ne te vante pas de ce que será demain, car tu ignores ce qui se produira",Portuguese
aujourd'hui» (proverbes 27:1).,Portuguese
"We know what to-day is made of, but not what will happen tomorrow.",Portuguese
"«We know the present, but we ignore the future».",Portuguese
«Never boast about tomorrow. You don't know what will happen between now,Portuguese
and then» (proverbs 27:1).,Portuguese
MAZA MATEKA MBUTA MAYUKUTA.,Portuguese
A àgua buscada por um adulto mata a sede.,Portuguese
Esta máxima subentende uma comparação entre a quantidade de àgua trazida da,Portuguese
"fonte por um jovem e a que um adulto pode trazer, por ter mais força do que o",Portuguese
jovem.,Portuguese
«A acção de um adulto satisfaz mais do que a do jovem».,Portuguese
Teau puisée par un adulte étanche la soif.,Portuguese
Ce maxime sous-entend une comparaison entre la quantité d'eau tirée de la,Portuguese
"source par un jeune et celle qu'un adulte peut puisée, pour avoir plus de force",Portuguese
que le jeune.,Portuguese
«Yaction d'un adulte mâri par 'expérience satisfait plus que celle d'un jeune,Portuguese
encore inexpérimenté».,Portuguese
The quantity of water brought by an adult quenches someone's thirst.,Portuguese
This saying implies a comparison between the quantity of water drawn from the,Portuguese
"spring by a young and that an adult is able to draw, for being stronger than the",Portuguese
young.,Portuguese
180,Portuguese
«The action of experimented man is more efficient than of an inexperienced,Portuguese
young».,Portuguese
MAZA MATYAKUKIDI KA MAKUKAKANANGA KO.,Portuguese
A água derramada não pode mais ser recolhida.,Portuguese
«O que não tem remédio remediado está».,Portuguese
L'eau répandue ne peut plus être ramassée.,Portuguese
«A chose faite point de remêde».,Portuguese
Spilled water can no more be gathered.,Portuguese
«It is no use crying over spilt milk».,Portuguese
"MAZOWA NSAMBWADI MATANANGA KIULA, NGEYE KANA",Portuguese
WASIMBISA LUKITUKIDI SE MAZOWA NANA.,Portuguese
"Sete tolos estão a esfolar um sapo, se você os ajudar, torna-se o oitavo.",Portuguese
"«Diz-me com quem andas, dir-te-ei quem tu és».",Portuguese
"Sept sots sont en train d'écorcher un crapaud, si vous les y aidez, vous devenez",Portuguese
le huitiême.,Portuguese
"«Dis-moi qui tu hantes, et je te dirai qui tu es.»",Portuguese
"Seven foolish are skinning a toad, if you help them, you become the eighth",Portuguese
one.,Portuguese
"«Teli me what company you keep, and I will tell you what you are».",Portuguese
"MBADI DIDI MFUMU ANDI, NGA YANI MBADI ISIDI E?",Portuguese
"O micróbio-mbadi matou o seu chefe, mas sobreviveu ele próprio à sua vítima?",Portuguese
Este provérbio mostra uma atitude de desdém de uma pessoa para com um mal,Portuguese
irremediável que a condena à morte. Esta vítima considera o seu caso com abne-,Portuguese
"gação e sem queixa, mas com a convicção de que, depois de ser consumida, o",Portuguese
próprio mal perecerá também. Marco Aurélia dá-nos o seguinte exemplo: «consi-,Portuguese
"dera como muitos tiranos são mortos, eles que utilizaram o seu poder sobre a",Portuguese
vida dos homens com uma horrível insolência como se fossem imortais; e como,Portuguese
"muitas cidades são inteiramente mortas, como Hélice, Pompeu e Herclanum, e",Portuguese
"outras inumeráveis...» (Marcos Aurélia, in «Pensamentos», cap.IV:48).",Portuguese
«As próprias ruínas pereceram» (Lucano).,Portuguese
É uma maneira de indicar que um mal que destrói uma pessoa é também destruí-,Portuguese
do pela morte da sua vítima ou está aniquilado depois desta.,Portuguese
"Le microbe-mbadi a tué son chef, mais a-t-il lui-même survecu à sa victime?",Portuguese
C'est une maniêre d'indiquer qu'un mal qui affecte une personne est aussi anni-,Portuguese
hilé avec I'anéantissement de sa victime.,Portuguese
Ce proverbe montre une attitude de mépris d'une personne contre un mal irré-,Portuguese
médiable qui la condamne á la mort. La victime considêre son cas avec abnéga-,Portuguese
"tion et sans plainte, mais avec la conviction que, aprês être détruit, le mal périra",Portuguese
aussi avec lui.,Portuguese
Marcus Aurêle nous donne l'exemple suivant: «considêre comment beaucoup de,Portuguese
"tyrans sont morts, eux qui ont utilisé leur pouvoir sur la vie des hommes avec",Portuguese
une insolence effroyable comme s'ils étaient immortels; et comment beaucoup de,Portuguese
181,Portuguese
"villes sont entitrement mortes, comme Helice, Pompée et Herclanum. et d'autres",Portuguese
"innomabrables...» (Marcus Auréle, in «Pensês», chap. IV:48)).",Portuguese
«Les propres ruines périrent» (Lucano).,Portuguese
C'est une maniêre de montrer qu'un mal qui menace mortellement une per-,Portuguese
sonne sera aussi annihilé avec I'anéantissement de sa victime.,Portuguese
"The microbe-mbadi killed its chief, but did it itself survived to the chief?",Portuguese
This saying shows an attitude of contempt of a person towards an evil which irre-,Portuguese
mediably condemns him to death. The victim considers his case with abncgation,Portuguese
and without compiaint but with the conviction that this evil will perish too after,Portuguese
it has consumed him. Marcus Aurelius gives us the following example: «consider,Portuguese
"how many tyrants are dead, who have used their power over men's live with ter-",Portuguese
"nible insolence as if they were immortal; and how many cities are entirely dead,",Portuguese
"so to speak, Helice and Pompeii and Herclanum, and others innumerable...»",Portuguese
"(Marcus Aurelius, in «The Meditations», chap. IV:38).",Portuguese
«The very ruins perished» (Lucano).,Portuguese
This saying is used when the killer is also buried with whom it victimized.,Portuguese
MBÃLU A NTIMA I NGOLO ZA MUNTU A MBI.,Portuguese
A crueldade é a força do homem mau.,Portuguese
Muitas vezes a vingança entre os homens torna-se implacável por causa da dure-,Portuguese
za dos seus corações.,Portuguese
La cruauté est la force de I'homme méchant.,Portuguese
"Beaucoup de iois, la vengeance entre les hommes devient implacable pour cause",Portuguese
de la dureté de leurs coeurs.,Portuguese
Cruelty is the strength of the wicked.,Portuguese
"Many times, vengeance among men gets implacable because of their hard-heart-",Portuguese
edness.,Portuguese
"MBAMBIZA NANKAYI: MU MESO UKIMWENENE, MU MATU",Portuguese
UKIWIDIDI NANGA VO NGANGU ZIKONDA.,Portuguese
"Eis os chifres do antílope: tu os vês com os teus olhos, ouves com as tuas ore-",Portuguese
"lhas o que deles se diz, a não ser que tu sejas ignorante.",Portuguese
O provérbio é a conclusão de um conto de um caçador que perseguia um antílope,Portuguese
"ferido. Na sua fuga, o animal encontrou uma lavradora e pediu-lhe protecção.",Portuguese
Esta escondeu-o num buraco e encobriu-o com alguns ramos de árvore mas dei-,Portuguese
xou os chifres do animal visíveis fora do buraco. Ao caçador que lhe perguntou se,Portuguese
"não tinha visto um antílope passar por aí, a lavradora mostrou-lhe os chifres e",Portuguese
"explicou-lhe claramente dizendo: «estes são os chifres do antilope, tu os vês com",Portuguese
"os teus próprios olhos, e ouves com os tuas próprias orelhas o facio explicado por",Portuguese
"mim própria, só um ignorante que pode não me compreender».",Portuguese
"Efectivamente, o caçador não compreendeu essa explicação, e tendo achado a",Portuguese
"lavradora maluca, desistiu e arrepiou caminho. Mas a lavradora, incompreendida,",Portuguese
"foi a mais surpreendida e concluiu que o mundo está cheio de pessoas que, tendo",Portuguese
"olhos não vêem, tendo ouvidos não ouvem, nem percebem mesmo o que é evi-",Portuguese
dente e salta à vista de todos. É realmente uma pena!,Portuguese
182,Portuguese
"Voici les cornes de l'antilope: de tes yeux tu les vois, de tes oreilles tu men",Portuguese
"entends parler, à moins que tu sois ignorant».",Portuguese
Ce proverbe est la conclusion d'un conte d'un chasseur qui poursuivait une anti-,Portuguese
"lope quril avait blessée. Dans sa fuite, !'animal rencontra une laboureuse et lui",Portuguese
demanda protection. Celle-ci le cacha dans un trou sous quelques branches d'ar-,Portuguese
bres tout en laissant visibles ses comes. Au chasseur qui lui demanda si elle n'avait,Portuguese
"pas vu passer dans son champ Fantilope dont il suivait les traces, la laboureuse",Portuguese
répondit en lui montrant et lui expliquant en un langage clair: «celles-ci sont les,Portuguese
"cornes de I'antilope, Tu les vois et m'entends te le dire». Mais le chasseur ne com-",Portuguese
"prit ni ce langage, ni ces signes, et, prenant la laboureuse pour une fole, renonça à",Portuguese
"la poursuite et rebroussa chemin, Mais de tout cela, c'est la femme incomprise qui",Portuguese
"fut la plus étonnée, et de ce fait conclut que «le monde est plein d'hommes qui,",Portuguese
"ayant des yeux ne voient pas, et, ayant des oreilles n'entendent ni ne compren-",Portuguese
nent même pas ce qui est évident et saute à leurs yeux. C'est bien dommage!».,Portuguese
"Here are the horns of the antelope: with your eyes you see them, with your",Portuguese
"ears you hear me about them, unless you are ignorant.",Portuguese
This saying stands for the conclusion of the tale of a hunter who pursued a,Portuguese
"wounded antelope. In its running away, the animal met a plough woman and",Portuguese
"asked her protection. She hid it in a hole under some branches of trée, but left",Portuguese
out its horns. To the hunter who asked her whether she saw an antelope of,Portuguese
"which he was following the traces, the woman explained clearly and showed him",Portuguese
"the horns, saying: «these are the antelope's horns; you see them and hear me",Portuguese
"about them». However, the hunter got wrong the woman's saying. So very angry",Portuguese
"and thinking that she was wrong in the head, gave up his pursuit and retraced",Portuguese
"his steps. But very surprised at the man's attitude, the woman concluded: that",Portuguese
"«the world is full of men who have eyes but fail to see, and have ears but do no",Portuguese
hear nor perceive even what is staring them in the face. It's a real pity!».,Portuguese
MBANGALA NENE MU NSWEKI A NZINGU.,Portuguese
"Um grande bastão é uma arma dissuasiva, que inibe uma luta de ter lugar ou",Portuguese
de continuar.,Portuguese
«Uma arma poderosa é um meio dissuasório contra as ameaças de guerra ou de,Portuguese
luta de pequena ou média dimensão».,Portuguese
«Um pequeno fogo é extinguido por um grande fogo» (Aristóteles).,Portuguese
Un grand bâton est une arme de dissuasion qui empêche une lutte d'avoir lieu,Portuguese
ou de continuer.,Portuguese
